borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips,co2_month,noise_month,cost_month
Queens,2019,6,142.10257448593936,1.8730355005352253,98858.35,29442.8,9621472.221348315,2064634.9977528087,901819.136241734
Staten Island,2019,6,57.11469622331691,16.458128078817733,3341.0,203.0,325165.6404494382,14235.089887640448,30477.7263041881
Unknown,2019,6,28.76819645732689,9.398888888888887,3891.14,414.0,378708.47955056175,29031.16853932584,35496.288515797205
Bronx,2019,7,19.016454257737,3.469091951825655,85812.945,15693.5,8351817.186404495,1100484.6460674156,785339.7700916607
Brooklyn,2019,7,249.7714593223494,4.20238310217506,128587.615,32231.0,12514897.990224719,2260153.6067415727,1176803.4298407421
EWR,2019,7,43.15833333333333,18.56,37.12,2.0,3612.7352808988758,140.24719101123594,339.7134577516532
Manhattan,2019,7,9.59716603563832,2.12465401124926,138040.6366666667,54051.0,13434921.289962549,3790250.460674157,1263315.2476366644
Queens,2019,7,214.9039558110653,4.581275035668712,56874.0825,16961.375,5535318.006910112,1189392.599719101,520498.14715861494
Staten Island,2019,7,52.73549107142857,19.01205357142857,4258.7,224.0,414481.5662921348,15707.685393258425,38974.614831006606
Unknown,2019,7,26.63341858482524,9.299181585677749,3635.98,391.0,353874.81752808986,27418.325842696628,33275.62872079353
Bronx,2019,8,14.372505294366794,2.9967755717916136,86311.35,15740.5,8400324.873033708,1103780.4550561798,776072.8476304188
Brooklyn,2019,8,346.4782593959084,4.315207163304539,123221.6075,29781.5,11992646.788370786,2088385.8595505615,1107953.2856585232
EWR,2019,8,47.7,14.74,14.74,1.0,1434.5829213483146,70.12359550561797,132.53545187362235
Manhattan,2019,8,12.425218342638146,2.251470324055042,135059.55333333332,50276.333333333336,13144784.842397,3525557.2621722845,1214394.7714303208
Queens,2019,8,104.28359532827946,2.1685024113427365,69838.85428571429,19074.14285714286,6797125.346324238,1337547.478330658,627959.5733441797
Staten Island,2019,8,50.37957746478873,17.910657276995305,3814.97,213.0,371295.1701123595,14936.325842696628,34302.494764878764
Unknown,2019,8,21.669689336691857,7.574256926952141,3006.98,397.0,292656.8624719101,27839.067415730333,27037.41201322557
Bronx,2019,9,25.259492291505627,5.58318249162587,173346.65,31048.0,16871108.78988764,2177197.393258427,1504810.6782421013
Brooklyn,2019,9,180.03466873579555,3.1689500823315533,163877.99666666667,40029.0,15949564.125018727,2806977.4044943815,1422613.931754225
Manhattan,2019,9,11.668098435029172,2.647746599051202,84323.878,30566.2,8206892.485797752,2143411.84494382,732009.9468041882
Queens,2019,9,130.3248352428599,2.069902684932928,48757.78199999999,13087.6,4745392.221168539,917749.5685393257,423263.04546987504
Staten Island,2019,9,47.08541666666667,17.29173913043478,3181.68,184.0,309659.6871910112,12902.741573033707,27619.951344599558
Unknown,2019,9,22.24963144963145,8.117985257985257,3304.02,407.0,321566.53078651684,28540.303370786514,28681.97670462895
Bronx,2019,10,167.83559171443292,3.990957802687952,65181.66666666666,11360.333333333334,6343860.636704119,796627.4194756554,554542.2484692626
Brooklyn,2019,10,22.624396100817656,5.737913338985832,269917.82,63985.5,26269979.29033708,4486893.320224718,2296364.0308581926
EWR,2019,10,0.5666666666666667,0.0133333333333333,0.04,3.0,3.8930337078651687,210.3707865168539,0.34030565760470244
Manhattan,2019,10,12.049407769436815,2.0310016291323416,94533.196,33190.2,9200522.963505616,2327416.1595505616,804254.5357563556
Queens,2019,10,300.95573912216975,2.753989517858692,78848.86333333333,22407.33333333333,7674032.069588014,1571282.7790262168,670817.8572008327
Staten Island,2019,10,52.92982456140351,17.216008771929825,3925.25,228.0,382028.2640449438,15988.179775280898,33394.61956282145
Unknown,2019,10,34.37227722772277,7.516163366336634,3036.53,404.0,295532.8411235955,28329.93258426966,25833.708462160175
Bronx,2019,11,20.209793323317086,5.374323170508264,75847.545,13645.0,7381926.233595505,956836.4606741572,644787.7264144012
Brooklyn,2019,11,124.0081207226327,2.504064601180481,113947.065,28440.25,11089994.123932583,1994332.5870786514,968675.6370683322
EWR,2019,11,0.05,0.04,0.04,1.0,3.8930337078651687,70.12359550561797,0.34004408523144747
Manhattan,2019,11,14.845935726518867,4.772831056078803,106507.6925,38781.25,10365950.926235955,2719480.688202247,905432.77165687
Queens,2019,11,108.09951252931836,2.9082303597191883,82851.424,24815.8,8063584.65941573,1740173.1213483145,704328.4171050698
Staten Island,2019,11,53.59844771241831,16.361029411764708,3337.65,204.0,324839.5988764045,14305.213483146066,28373.703526818517
Unknown,2019,11,21.83771043771044,6.558964646464646,2597.35,396.0,252789.27752808988,27768.943820224715,22080.337619397502
Bronx,2019,12,15.574357743353392,3.556876840353348,87933.875,15623.0,8558238.485955056,1095540.9325842694,746384.7985121235
Brooklyn,2019,12,155.73157627201428,3.5838053880934435,122127.0725,29858.5,11886120.24713483,2093785.3764044943,1036617.462846804
EWR,2019,12,58.825,18.4225,73.69,4.0,7171.941348314606,280.4943820224719,625.4824526083763
Manhattan,2019,12,17.079860697770005,3.378483276631182,102163.646,30982.8,9943162.939910112,2172625.3348314604,867167.4293322557
Queens,2019,12,57.08846281150672,1.9567281345335408,55622.34249999999,16557.25,5413491.356573032,1161053.9016853932,472123.75093938276
Staten Island,2019,12,48.120357142857145,16.573071428571428,2320.23,140.0,225818.34,9817.303370786516,19694.16679353417
Unknown,2019,12,23.79536585365853,6.68509756097561,2740.89,410.0,266759.428988764,28750.67415730337,23264.73876414401
Bronx,2020,1,14.552891577806848,4.451143021365997,66753.88666666667,11213.0,6496878.273108615,786295.8764044943,574465.9972040167
Brooklyn,2020,1,18.011874468848987,3.370448825446166,257180.65,61124.0,25030323.486516852,4286234.6516853925,2213227.5129022775
Manhattan,2020,1,10.855027714843573,2.2379102401613205,109771.5175,37947.5,10683605.444775281,2661015.140449438,944664.1598581926
Queens,2020,1,362.3511821082491,3.566901138174936,91813.888,24478.2,8935864.020853933,1716499.3955056178,790125.6295453344
Staten Island,2020,1,50.8960970464135,18.87405063291139,2982.1,158.0,290235.39550561795,11079.528089887639,25663.150653930934
Unknown,2020,1,21.316585563665857,7.202871046228711,2960.38,411.0,288121.4782022472,28820.797752808987,25476.23417487142
Bronx,2020,2,25.51519917317295,9.482635137659232,90288.18,13385.0,8787373.204044944,938604.3258426966,746884.2575532696
Brooklyn,2020,2,18.145557878341982,4.917620289746868,270305.2133333333,35718.0,26307682.6729588,2504674.584269663,2236025.895895175
EWR,2020,2,12.57222222222222,4.666666666666667,14.0,3.0,1362.5617977528088,210.3707865168539,115.81116825863336
Manhattan,2020,2,11.973925080371965,2.793895129331585,140132.12333333335,48031.333333333336,13638476.992284646,3368129.790262172,1159204.6366997308
Queens,2020,2,14.55990487681688,3.5762637571630784,179941.96999999997,35642.333333333336,17513003.866741568,2499368.565543071,1488520.697461425
Staten Island,2020,2,44.58757861635221,18.629056603773584,1974.68,106.0,192187.39505617978,7433.101123595505,16334.999838354152
Unknown,2020,2,24.61323024054983,7.019113402061856,3404.27,485.0,331323.44651685393,34009.94382022472,28160.89184055841
Bronx,2020,3,19.27299007868628,4.441595392861216,41975.90666666667,5847.0,4085340.4892883897,410012.6629213483,326235.4512510409
Brooklyn,2020,3,250.8674439263676,8.468845738288381,344706.15,28849.0,33548816.531460676,2022995.6067415727,2679045.5602847175
Manhattan,2020,3,136.5695545371901,2.4261923141902084,78784.59,16575.2,7667776.613258426,1162312.620224719,612311.4022141808
Queens,2020,3,14.125847391417292,3.9682030165064073,184213.845,28445.0,17928767.701011237,1994665.674157303,1431704.3185630052
Staten Island,2020,3,111.81777777777778,20.357666666666667,2442.92,120.0,237759.24764044944,8414.831460674157,18986.298852314474
Unknown,2020,3,26.199753694581283,8.249433497536947,3349.27,406.0,325970.5251685393,28470.179775280896,26030.42308265981
Bronx,2020,4,15.21536729940203,12.447778473091365,54537.375,2399.0,5307895.980337079,168226.5056179775,379461.51822189573
Brooklyn,2020,4,15.04159193810717,5.505056705789267,35565.51500000001,3792.0,3461443.718314607,265908.67415730335,247458.63397795745
EWR,2020,4,47.0,18.73,18.73,1.0,1822.9130337078652,70.12359550561797,130.32006465833948
Manhattan,2020,4,12.181474453150509,7.223197845249755,117998.16,16336.0,11484270.358651685,1145539.0561797752,821010.5627744306
Queens,2020,4,24.838961726923586,6.901855383392928,34743.94,5034.0,3381483.2391011235,353002.1797752809,241742.25879794272
Staten Island,2020,4,131.7731182795699,23.413870967741936,725.83,31.0,70642.01640449438,2173.831460674157,5050.198213078619
Unknown,2020,4,25.81139240506329,11.08746835443038,875.91,79.0,85248.67887640449,5539.7640449438195,6094.4286083761945
Bronx,2020,5,22.217995130160777,85.69209259856054,797707.6900000001,9309.0,77637573.15483147,652780.5505617977,5427723.863233285
Brooklyn,2020,5,22.3356472818003,38.79253706635958,538983.51,13894.0,52457024.310337074,974297.235955056,3667325.382203894
Manhattan,2020,5,14.226059004266595,16.518772880171245,378131.23,22891.0,36801940.60966292,1605199.2247191009,2572862.1225962527
Queens,2020,5,22.127073515551366,52.619614750235634,446635.29,8488.0,43469155.97730336,595209.0786516854,3038974.115562454
Staten Island,2020,5,40.18458049886621,20.01619047619048,2942.38,147.0,286369.61303370784,10308.168539325841,20020.398876561354
Unknown,2020,5,28.92647849462365,14.171572580645162,3514.55,248.0,342056.5404494382,17390.651685393255,23913.530159808965
Bronx,2020,6,25.12406142686268,218.1397488135201,1884509.29,8639.0,183411454.7188764,605797.7415730336,13241481.679452242
Brooklyn,2020,6,23.9719474649548,19.38793397091576,295976.2,15266.0,28806133.083146065,1070506.808988764,2079673.1810506983
Manhattan,2020,6,14.859446893174166,7.661649586776861,170474.81,13613.0,16591604.541797752,954592.5056179775,1197839.1857240999
Queens,2020,6,24.931780118854675,42.14221926371845,364024.49,8638.0,35428990.25146067,605727.617977528,2557813.665756429
Staten Island,2020,6,45.08326639892905,22.01068273092369,5480.66,249.0,533409.8530337078,17460.775280898873,38509.79104555474
Unknown,2020,6,31.86937229437229,14.081948051948052,2168.62,154.0,211062.76898876403,10799.033707865168,15237.78213886848
Bronx,2020,7,25.52357046841072,400.46387136800746,3872886.1,9671.0,376931903.3505618,678165.2921348314,27820611.234066863
Brooklyn,2020,7,24.79649766968237,81.53060862413348,1387814.02,17022.0,135070169.00269663,1193643.842696629,9969266.670560617
EWR,2020,7,33.266666666666666,27.2,54.4,2.0,5294.525842696628,140.24719101123594,390.7786627479794
Manhattan,2020,7,14.820965011897036,3.9012757138221934,25662.6625,7706.5,2497640.253651685,540407.488764045,184345.97305703527
Queens,2020,7,24.337644544997488,25.266496040723982,268026.99,10608.0,26085952.66719101,743871.1011235954,1925353.4693486406
Staten Island,2020,7,48.61458333333333,20.917410714285715,2342.75,112.0,228010.11797752808,7853.842696629213,16828.98367927994
Unknown,2020,7,32.76293532338309,12.259925373134328,1642.83,134.0,159889.81415730336,9396.561797752807,11801.156443423952
Bronx,2020,8,26.83661828603125,171.87462142923178,1859167.78,10817.0,180945070.90292135,758526.9325842696,13300494.49430419
Brooklyn,2020,8,25.32237747586585,74.00349369047044,1530614.26,20683.0,148968322.6979775,1450366.3258426965,10950021.163788391
EWR,2020,8,56.13333333333333,16.14,16.14,1.0,1570.8391011235956,70.12359550561797,115.46563115356356
Manhattan,2020,8,10.397553514324873,8.711961756836129,241091.755,15323.5,23464458.22258427,1074538.915730337,1724771.478128582
Queens,2020,8,19.0999622148942,18.81156979939544,259594.675,7279.0,25265270.50393258,510429.6516853932,1857141.449379133
Staten Island,2020,8,45.70959915611815,112.36746835443036,17754.059999999998,158.0,1727928.8507865164,11079.528089887639,127012.62350918443
Unknown,2020,8,29.16707566462168,12.306748466257668,2006.0,163.0,195235.6404494382,11430.14606741573,14350.932843497429
Bronx,2020,9,24.608079916552995,40.64979539436733,506618.4,12463.0,49307062.70561798,873950.3707865168,3634289.0703306394
Brooklyn,2020,9,19.66745826396076,4.547853800116997,76178.315,11112.0,7414118.702584269,779213.3932584269,546474.4620422483
Manhattan,2020,9,15.26718692270054,4.322588897876037,80035.84,16691.0,7789555.573932583,1170432.9325842694,574146.889545922
Queens,2020,9,12.69550342539742,7.443488469338683,104855.13666666666,5315.0,10205114.537153557,372706.9101123595,752191.1504905707
Staten Island,2020,9,61.37926829268292,24.437642276422764,3005.83,123.0,292544.93775280897,8625.20224719101,21562.689227773695
Unknown,2020,9,82.48950131233595,10.48267716535433,1331.3,127.0,129569.89438202247,8905.696629213482,9550.243416605437
Bronx,2020,10,19.739291045736493,44.897729132885495,542555.74,6476.0,52804694.60539325,454120.404494382,3837096.908162381
Brooklyn,2020,10,26.379959456452195,23.484212008678963,435688.3,11983.5,42403730.95056179,840326.106741573,3081302.261869949
EWR,2020,10,84.48333333333333,37.12,37.12,1.0,3612.7352808988758,70.12359550561797,262.5224041146216
Manhattan,2020,10,12.103126798477676,2.142011835143414,58188.16,17956.5,5663211.706966292,1259174.342696629,411521.97344305663
Queens,2020,10,12.632949982740138,13.699445958467326,249234.06,9174.5,24256914.918202247,643348.9269662921,1762648.8313159442
Staten Island,2020,10,46.500136612021855,21.594590163934427,2634.54,122.0,256408.8256179775,8555.078651685393,18632.15987435709
Unknown,2020,10,70.69633569739952,11.849219858156028,1670.74,141.0,162606.17842696627,9887.426966292134,11815.912754592213
Bronx,2020,11,24.99748872052439,102.12926364178088,1199712.46,11747.0,116763026.16314606,823741.8764044943,8421919.764664952
Brooklyn,2020,11,24.601930845749536,34.19409017853265,787182.15,23021.0,76613166.10449438,1614315.2921348312,5525978.206041514
Manhattan,2020,11,11.588550718123887,9.689776023251634,297522.51,16687.5,28956629.006966293,1170187.4999999998,2088592.7177931669
Queens,2020,11,22.69772256127095,31.216385934321423,435832.38,8603.0,42417753.65797753,603273.2921348314,3059520.891533431
Staten Island,2020,11,55.87355555555556,18.865466666666663,1414.91,75.0,137707.30808988764,5259.269662921348,9932.595427259368
Unknown,2020,11,35.46231481481481,561.9133333333334,101144.4,180.0,9843963.964044943,12622.247191011234,710028.4858633358
Bronx,2020,12,21.776871710626388,41.61795838276901,456007.97,10957.0,44381359.95662921,768344.2359550562,3289120.822262307
Brooklyn,2020,12,15.157933369693664,11.089836681513802,211730.4533333333,7334.666666666667,20606844.795205988,514333.19850187266,1527181.734928239
Manhattan,2020,12,17.454130242189418,5.632234781773351,96569.94,15615.0,9398750.789662922,1094979.9438202246,696545.2828787656
Queens,2020,12,23.95983975145123,50.96554758400785,831146.15,16308.0,80891999.45280899,1143575.5955056178,5994939.317196915
Staten Island,2020,12,43.06586879432624,19.410797872340424,3649.23,188.0,355164.3849438202,13183.235955056178,26321.378501836884
Unknown,2020,12,33.216043613707164,13.178691588785046,2820.24,214.0,274482.2346067415,15006.449438202246,20341.99118883174
Bronx,2021,1,14.07440028377219,59.37862353989308,589792.36,5051.5,57402038.4530337,354229.3426966292,4537566.00492726
Brooklyn,2021,1,22.805564305753805,42.06491558793129,854632.89,20317.0,83177866.21550561,1424701.0898876402,6575115.941408156
Manhattan,2021,1,16.13894979022872,9.922227974015428,293261.37,29556.0,28541909.965617977,2072572.9887640448,2256205.59593277
Queens,2021,1,23.422604524313925,53.12350646504493,727207.68,13689.0,70776100.27146068,959921.8988764044,5594770.415964733
Staten Island,2021,1,43.91948529411765,21.19338235294118,2882.3,136.0,280522.27640449436,9536.808988764044,22174.967637766353
Unknown,2021,1,29.46348195329087,440.4542675159236,69151.32,157.0,6730210.49258427,11009.40449438202,532015.5025878032
Bronx,2021,2,23.218609736448386,40.7665116814363,354220.22,8689.0,34474781.41168539,609303.9213483145,2929031.643564291
Brooklyn,2021,2,23.99925750106506,11.6179782119165,190895.0,16431.0,18579016.741573032,1152200.7977528088,1578502.4796105805
Manhattan,2021,2,17.659585948262666,7.246457599877544,189364.43,26132.0,18430052.726516854,1832469.7977528088,1565846.262631521
Queens,2021,2,124.6005094614265,33.313225072780206,210436.5,5496.5,20480909.69662921,385434.3426966292,1740090.2959772227
Staten Island,2021,2,53.31484848484848,23.15536363636364,2547.09,110.0,247897.6806741573,7713.595505617976,21061.77679243204
Unknown,2021,2,33.87561521252797,12.761879194630872,1901.52,149.0,185067.03640449437,10448.415730337078,15723.586448199854
Bronx,2021,3,22.937655701053977,63.7455621207282,798349.4199999999,12524.0,77700030.06786516,878227.9101123594,7298474.029040411
Brooklyn,2021,3,24.10242424242424,15.660049628942485,337630.67,21560.0,32860189.477977525,1511864.7191011235,3086604.204462895
Manhattan,2021,3,17.45403378656778,6.893749072929543,223081.72,32360.0,21711616.389213484,2269199.5505617973,2039402.9218104337
Queens,2021,3,23.610806091086896,21.75636141380274,311464.07,14316.0,30313503.08247191,1003889.3932584269,2847390.339275533
Staten Island,2021,3,54.88382352941176,22.36470588235294,3802.0,170.0,370032.8539325842,11921.011235955055,34757.71080088171
Unknown,2021,3,32.71798561151079,11.340647482014388,1576.35,139.0,153419.59213483144,9747.179775280898,14410.919889786923
Bronx,2021,4,24.872161144388,172.44428918037758,2274367.73,13189.0,221354755.92426965,924860.1011235954,20911148.532389417
Brooklyn,2021,4,14.855553516071138,26.57654766275086,538336.0366666667,7265.0,52394008.42254682,509447.92134831456,4949606.290392849
Manhattan,2021,4,12.58383380921215,3.9459272444818434,69206.15000000001,11037.666666666666,6735546.868539327,774000.8726591759,636299.9540117561
Queens,2021,4,16.767592407370365,43.40906647996266,640208.65,7499.0,62308846.36292135,525856.8426966291,5886250.492953711
Staten Island,2021,4,56.82803921568628,22.124235294117646,3761.12,170.0,366054.17348314606,11921.011235955055,34580.74872005878
Unknown,2021,4,28.98862433862434,10.431851851851851,1971.62,189.0,191889.57797752807,13253.359550561796,18127.60448787656
Bronx,2021,5,30.016759020081658,134.50073327222734,1535363.3,6001.0,149430527.01797754,420811.69662921346,14809317.943240266
Brooklyn,2021,5,26.01670036263278,251.0369635120824,5215041.88,20774.0,507558345.6692135,1456747.5730337077,50301588.74335048
Manhattan,2021,5,12.215264221425064,22.46202107839048,791754.5399999999,17981.0,77058177.81438202,1260892.3707865167,7636853.581080087
Queens,2021,5,19.82747769721428,57.542401161888286,832966.65,5011.666666666667,81069181.1494382,351436.0861423221,8034364.21592579
Staten Island,2021,5,75.17853881278538,20.27650684931507,2960.37,146.0,288120.5049438202,10238.044943820223,28554.193368846438
Unknown,2021,5,34.43479853479853,11.045714285714284,2010.32,182.0,195656.08808988763,12762.49438202247,19390.503894195444
Bronx,2021,6,26.4245362392296,397.755445514445,3923857.47,9865.0,381892734.8892135,691769.2696629213,39181778.23257972
Brooklyn,2021,6,27.404663461538465,260.02353792735045,4867640.63,18720.0,473747226.2591011,1312713.7078651683,48605948.90072667
EWR,2021,6,0.1,0.06,0.06,1.0,5.839550561797752,70.12359550561797,0.5991315209404849
Manhattan,2021,6,18.55974594947197,43.11746456338922,1536100.37,18907.5,149502262.97685394,1325861.8820224719,15338769.183255695
Queens,2021,6,26.97307943305802,322.6208981339859,5273238.58,16345.0,513222388.5388764,1146170.1685393257,52656057.511957385
Staten Island,2021,6,67.47513812154696,20.88198895027624,3779.64,181.0,367856.64808988763,12692.370786516853,37741.69103012491
Unknown,2021,6,37.71068627450981,12.022058823529411,2043.75,170.0,198909.69101123593,11921.011235955055,20407.917432035265
Bronx,2021,7,47.94330312185298,182.4754458797792,1711366.185,4800.0,166560156.11764044,336593.25842696626,17458198.466230713
Brooklyn,2021,7,37.08902523534388,150.15135212484478,2726401.01,9261.0,265349275.82719097,649414.617977528,27812896.122586332
Manhattan,2021,7,48.283842756295705,21.42040675259496,550139.1,7015.2,53542751.50786516,491931.0471910112,5612146.410286553
Queens,2021,7,51.52834790139774,143.8848775982218,2316619.8400000003,8325.0,225466978.13573036,583778.9325842696,23632586.22965467
Staten Island,2021,7,52.41362799263352,21.71121546961326,3929.73,181.0,382464.2838202247,12692.370786516853,40088.44329169729
Unknown,2021,7,40.58501683501683,11.81439393939394,2339.25,198.0,227669.4775280899,13884.471910112357,23863.443791329904
Bronx,2021,8,14.355267964815209,264.3828942328155,2482415.16,4699.5,241603147.36988765,329545.83707865165,25559300.33639824
Brooklyn,2021,8,15.27573443431018,169.29803578174753,3133680.905,9265.0,304988134.82146066,649695.1123595505,32264825.279801797
EWR,2021,8,0.0333333333333333,0.02,0.02,1.0,1.9465168539325843,70.12359550561797,0.20592285084496692
Manhattan,2021,8,18.385018161497623,36.41293936853869,1216013.2366666666,11930.666666666666,118349512.98883894,836621.2434456927,12520245.617980773
Queens,2021,8,24.523185279701867,179.5426449143274,2859838.31,8230.0,278336173.49685395,577117.1910112359,29445302.887542613
Staten Island,2021,8,66.54496527777778,822.9835937500001,158012.85,192.0,15378733.783146067,13463.73033707865,1626922.8271069068
Unknown,2021,8,34.26637426900585,568.247894736842,97170.38999999998,171.0,9457190.09191011,11991.134831460673,1000480.1863258632
Bronx,2021,9,28.530317443540145,557.9011711235598,5278302.98,9461.0,513715285.53662926,663439.3370786516,55640526.96066422
Brooklyn,2021,9,156.72143085258983,108.58777991588312,2180027.69,6843.333333333333,212173032.03123593,479879.13857677893,22980471.170383543
EWR,2021,9,39.7,21.64,21.64,1.0,2106.131235955056,70.12359550561797,228.1151741366642
Manhattan,2021,9,16.59701074990286,38.45387074213185,1446873.755,19303.5,140818207.4810112,1353630.8258426965,15252026.736395296
Queens,2021,9,18.564186866269203,107.43368292789069,2451025.54,11490.0,238548126.15146068,805720.1123595504,25837158.86647465
Staten Island,2021,9,57.44017467248908,21.080786026200872,4827.5,229.0,469840.5056179775,16058.303370786516,50888.44746509919
Unknown,2021,9,38.59926253687316,199.6732300884956,45126.15,226.0,4391940.576404494,15847.932584269662,475691.29229977954
Bronx,2021,10,555.0291263812154,227.32438437253356,2285967.635,5068.5,222483726.45359546,355421.44382022467,25038987.89034717
Brooklyn,2021,10,156.53359027040756,72.55474827877107,1746212.93,8167.0,169951644.94,572699.404494382,19126869.400422484
EWR,2021,10,0.0333333333333333,0.04,0.04,1.0,3.8930337078651687,70.12359550561797,0.43813372520205734
Manhattan,2021,10,25.130741764065228,78.31076683551521,3571205.9,45603.0,347570623.66067415,3197846.3258426962,39116643.610764146
Queens,2021,10,23.85660634797755,102.96150261273466,2567524.7,12918.0,249886505.0719101,905856.606741573,28122979.033982366
Staten Island,2021,10,58.491960784313726,263.5249411764706,67198.86,255.0,6540185.677752809,17881.516853932582,736052.171528288
Unknown,2021,10,51.83929663608563,13.077385321100916,2850.87,218.0,277463.3251685393,15286.943820224718,31226.55732916973
Bronx,2021,11,31.225607779578606,580.7167466234469,5374533.49,9255.0,523081001.0155056,648993.8764044943,61399602.54413447
Brooklyn,2021,11,29.01272040650069,262.8421966778509,6345273.47,24141.0,617559087.6083145,1692853.7191011235,72489504.40382145
EWR,2021,11,4.775,0.42,0.84,2.0,81.75370786516854,140.24719101123594,9.5963056576047
Manhattan,2021,11,15.919264029794665,49.363872035453,2212445.7,22622.5,215328142.1730337,1586371.0393258426,25275363.31911095
Queens,2021,11,13.950217826212851,62.88377536918583,1566636.815,6332.5,152474248.2194382,444057.6685393258,17897530.632376563
Staten Island,2021,11,61.386339869281045,22.10027450980392,5635.57,255.0,548486.5993258427,17881.516853932582,64381.72889860396
Unknown,2021,11,40.72949735449736,14.070238095238096,3545.7,252.0,345088.24044943816,17671.146067415728,40506.69163115356
Bronx,2021,12,32.01746801438783,716.0205108591723,5241986.16,7321.0,510180720.4260674,513374.8426966292,58976966.18346217
Brooklyn,2021,12,17.83210980559372,136.68630620173403,2859921.725,10554.0,278344291.93202245,740084.4269662921,32176641.01247337
EWR,2021,12,33.855555555555554,14.226666666666668,42.68,3.0,4153.866966292135,210.3707865168539,480.1876311535636
Manhattan,2021,12,10.619547292365894,32.01361312513732,1359814.03,14666.333333333334,132345046.38044943,1028456.0262172284,15299106.791824764
Queens,2021,12,12.8397290066786,53.037711039898376,1207275.2733333332,7698.333333333333,117499083.34397002,539834.8127340823,13582911.285196915
Staten Island,2021,12,63.15761078998073,22.929219653179192,7933.51,346.0,772135.5462921348,24262.76404494382,89258.98251249082
Unknown,2021,12,44.2130303030303,341.7255,75179.61,220.0,7316918.896853932,15427.191011235953,845836.8987101397
Bronx,2022,1,22.98876857749469,375.9594097664544,885384.41,2355.0,86170783.81370786,165141.06741573033,9897667.43215687
Brooklyn,2022,1,506.6264260342667,133.47245194316758,1241611.35,4786.5,120840870.94044945,335646.58988764044,13879910.334417708
Manhattan,2022,1,15.254714395189811,16.832765857109173,468812.175,16964.5,45627539.998314604,1189611.735955056,5240827.536477773
Queens,2022,1,359.5056485409436,22.12668762051678,269437.27,6483.5,26223209.356629215,454646.3314606741,3012025.5813949304
Staten Island,2022,1,32.833333333333336,16.7,100.2,6.0,9752.049438202246,420.7415730337078,1120.1307200587803
Unknown,2022,1,8.160677083333333,223.7325,14318.88,64.0,1393597.06247191,4487.91011235955,160070.03358119028
Bronx,2022,2,446.9375351782364,220.4772209193246,469205.035,1066.5,45665775.4288764,74786.81460674157,5601139.414690117
Brooklyn,2022,2,24.48106792987884,218.1206844547564,2256240.36,10344.0,219590494.36314604,725358.4719101123,26933890.01976635
Manhattan,2022,2,11.723267432244644,30.229807028312745,1155500.265,19551.0,112460037.02730335,1370986.415730337,13793795.026040962
Queens,2022,2,17.607423982051646,42.97233294250323,583494.4299999999,6991.0,56789087.10853932,490234.0561797752,6965470.11718479
Staten Island,2022,2,28.98333333333333,12.686666666666667,38.06,3.0,3704.221573033708,210.3707865168539,454.34159955914777
Unknown,2022,2,11.739285714285714,4.322619047619048,363.1,84.0,35339.01348314607,5890.382022471909,4334.509584864071
Bronx,2022,3,15.612623512805,57.028086307723335,92207.93333333336,551.6666666666666,8974214.814981276,38684.85018726591,1294891.3870805784
Brooklyn,2022,3,24.31706516223396,81.20012425002238,889316.475,5584.5,86553475.35337079,391605.21910112357,12488819.586742286
EWR,2022,3,0.075,0.02,0.04,2.0,3.8930337078651687,140.24719101123594,0.5617266715650258
Manhattan,2022,3,12.774772965008658,24.03770030635748,1042299.24,22361.0,101442651.87505618,1568033.7191011235,14637182.071498897
Queens,2022,3,20.00396608321609,34.84647044540774,544864.1,8245.5,53029357.68764044,578204.106741573,7651617.433706832
Staten Island,2022,3,27.31111111111112,11.183333333333332,67.1,6.0,6530.56404494382,420.7415730337078,942.2964915503305
Unknown,2022,3,17.670281124497993,5.879397590361446,487.99,83.0,47494.03797752809,5820.258426966291,6852.924961425423
Bronx,2022,4,24.263883474117392,288.05746588693955,443320.44,1539.0,43146535.40764045,107920.21348314606,5957464.502116092
Brooklyn,2022,4,19.128758627121805,148.1603763290431,1573834.18,5361.5,153174737.83325842,375967.65730337077,21149625.448280677
Manhattan,2022,4,11.751177456267628,18.71917170346479,767040.4966666666,14538.0,74652862.72052433,1019456.8314606741,10307705.484044818
Queens,2022,4,13.347897791474065,36.766775038520805,583481.41,8113.5,56787819.92606742,568947.7921348314,7840986.9567928
Staten Island,2022,4,11.0,5.446,27.23,5.0,2650.1826966292133,350.61797752808985,365.92438280675975
Unknown,2022,4,17.37451923076923,7.402980769230769,769.91,104.0,74932.1395505618,7292.8539325842685,10346.266675238796
Bronx,2022,5,23.54977477477477,554.843314028314,862226.51,1554.0,83916921.6811236,108972.06741573033,13058455.337783983
Brooklyn,2022,5,21.367692796855128,106.70511012833852,1204177.28,5767.0,117197568.53213483,404402.77528089884,18237313.568164587
EWR,2022,5,56.016666666666666,16.66,16.66,1.0,1621.4485393258426,70.12359550561797,252.3163732549596
Manhattan,2022,5,18.14220027515723,52.33034198113208,2059386.26,21200.5,200431503.19235954,1486655.2865168538,31189488.13050992
Queens,2022,5,17.665751325911074,49.45541782195111,805520.2200000001,8379.5,78397934.22067416,587600.6685393258,12199636.28414989
Staten Island,2022,5,14.318055555555556,5.602499999999999,67.22999999999999,12.0,6543.216404494381,841.4831460674156,1018.2010668626009
