borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips,co2_month,noise_month,cost_month
Manhattan,2016,9,20.3239058537278,2.5795648191711185,926597.74,359207.0,90181905.88629213,25188886.370786514,6868227.032168259
Queens,2016,9,22.95939928592832,2.924909511983301,959852.93,328165.0,93418495.27707866,23012109.71910112,7114724.714018737
Staten Island,2016,9,21.51885521885522,6.241666666666666,1235.85,198.0,120280.1426966292,13884.471910112357,9160.49976304188
Unknown,2016,9,20.19072375127421,4.207186544342508,4127.25,981.0,401688.0842696629,68791.24719101124,30592.444590374722
Bronx,2016,10,21.57421350375261,3.078939605552734,145498.37,47256.0,14160751.471235953,3313760.6292134826,1098459.2407556945
Brooklyn,2016,10,23.828001174843028,3.02092365215507,1366239.91,452259.0,132970450.56651685,31714027.17977528,10314609.395477958
EWR,2016,10,6.641666666666667,1.2,2.4,2.0,233.58202247191008,140.24719101123594,18.119118295371052
Manhattan,2016,10,19.3983415670568,2.596179630235687,999534.35,385002.0,97280522.91797753,26997724.51685393,7546117.136640338
Queens,2016,10,21.342889357098112,2.7194299299584306,955118.18,351220.0,92957681.74337079,24628809.213483144,7210791.370616459
Staten Island,2016,10,49.70777153558053,7.935337078651686,1412.49,178.0,137471.7795505618,12481.999999999998,10663.78058376194
Unknown,2016,10,20.927571251548947,4.539330855018587,4884.32,1076.0,475370.55999999994,75452.98876404493,36874.82161351947
Bronx,2016,11,22.166915382908225,2.9973280988130493,130554.62,43557.0,12706338.409438202,3054373.4494382017,996311.131304923
Brooklyn,2016,11,22.3684008179053,2.9065108888566145,1180743.89,406241.0,114916894.10314605,28487079.56179775,9010698.210659074
EWR,2016,11,0.2733333333333333,5.518,27.59,5.0,2685.22,350.61797752808985,210.549608376194
Manhattan,2016,11,17.98320154712763,2.519773104547316,910756.87,361444.0,88640179.86449438,25345752.85393258,6950326.288670831
Queens,2016,11,20.315791167439748,2.591076739274875,830644.79,320579.0,80843204.1683146,22480152.123595502,6338961.045096988
Staten Island,2016,11,17.649891774891778,6.3100000000000005,971.74,154.0,94575.41438202247,10799.033707865168,7415.711360764145
Unknown,2016,11,18.91355311355312,4.152737262737263,4156.89,1001.0,404572.82224719104,70193.71910112358,31722.782224099934
Bronx,2016,12,21.530601972453425,2.9252517101891264,138121.61,47217.0,13442802.087865166,3311025.8089887635,1073928.5005003675
Brooklyn,2016,12,22.443614174999297,2.842164976712368,1213138.33,426836.0,118069710.27483146,29931275.011235952,9432440.20712197
EWR,2016,12,6.147619047619047,8.02142857142857,56.15,7.0,5464.8460674157295,490.8651685393258,436.5796583394563
Manhattan,2016,12,17.839917511521143,2.474906962412021,935695.5,378073.0,91067353.04494381,26511838.123595502,7275255.951910361
Queens,2016,12,21.74739938187908,2.563925921133322,911439.77,355486.0,88706643.6824719,24927956.47191011,7086661.859013226
Staten Island,2016,12,28.278063725490195,8.342941176470587,1134.64,136.0,110429.79415730337,9536.808988764044,8822.09694636297
Unknown,2016,12,17.068466424682395,4.491996370235935,4950.18,1102.0,481780.44,77276.202247191,38488.831578251295
Bronx,2017,1,20.854523692662724,2.9125060060447936,112746.02,38711.0,10973101.407191012,2714554.505617977,913122.6431689934
Brooklyn,2017,1,21.43533031045816,2.794395803476568,1070474.35,383079.0,104184818.19887641,26862876.842696626,8669701.759020941
EWR,2017,1,33.77222222222222,15.703333333333331,47.11,3.0,4585.020449438202,210.3707865168539,381.54080933137396
Manhattan,2017,1,16.653313607404197,2.39618395923308,801727.21,334585.0,78028776.3260674,23462303.202247187,6493136.246367744
Queens,2017,1,20.196401130718105,2.536623696257729,758559.56,299043.0,73827448.41258428,20969970.370786514,6143524.27188391
Staten Island,2017,1,41.46650793650794,6.039142857142857,634.11,105.0,61715.29011235955,7362.977528089887,5135.615423585599
Unknown,2017,1,17.92789661319073,4.008417112299465,3747.87,935.0,364764.6060674157,65565.5617977528,30353.75404518736
Bronx,2017,2,20.984863030739795,2.8622610866599745,111207.43,38853.0,10823356.838876404,2724512.056179775,876299.8405841293
Brooklyn,2017,2,22.01373960026112,2.838203730711002,1021710.77,359985.0,99438861.6824719,25243442.528089885,8050945.740532696
EWR,2017,2,4.45,1.89,9.45,5.0,919.7292134831459,350.61797752808985,74.46475018368847
Manhattan,2017,2,17.28445513164033,2.439586629062436,796668.97,326559.0,77536478.85550562,22899491.2247191,6277646.119592211
Queens,2017,2,20.683785977564387,2.542775515537646,719989.43,283151.0,70073578.00741573,19855566.191011235,5673421.485698016
Staten Island,2017,2,37.84009900990099,7.913267326732673,799.24,101.0,77786.70651685393,7082.483146067415,6297.905495958855
Unknown,2017,2,19.21288047512992,3.797917594654789,3410.53,898.0,331932.7062921348,62970.98876404494,26874.525337986775
Bronx,2017,3,21.360651379195748,2.849013559322034,142878.03,50150.0,13905724.67258427,3516698.314606741,1105772.0218181484
Brooklyn,2017,3,21.48095292818007,2.7747511226111303,1122766.97,404637.0,109274241.507191,28374601.314606737,8689399.640011389
EWR,2017,3,17.633333333333333,18.212,91.06,5.0,8862.491235955056,350.61797752808985,704.7381623806025
Manhattan,2017,3,17.545360336820064,2.417197427396677,874196.37,361657.0,85081898.39258426,25360689.17977528,6765644.007836517
Queens,2017,3,21.005841644065963,2.4939561536153985,814740.56,326686.0,79295311.58112359,22908396.92134831,6305499.286968406
Staten Island,2017,3,20.76982142857143,5.0494642857142855,1413.85,280.0,137604.1426966292,19634.606741573032,10942.170556576046
Unknown,2017,3,17.74020292747838,3.156816367265469,3163.13,1002.0,307854.2928089888,70263.8426966292,24480.325319250554
Bronx,2017,4,22.0943700741771,3.0733049374130736,123743.55,40264.0,12043445.282022472,2823456.449438202,990862.1565595152
Brooklyn,2017,4,21.92867307492736,2.894561124948111,1115679.64,385440.0,108584461.1424719,27028438.65168539,8933675.60668773
EWR,2017,4,4.183333333333334,5.968,29.84,5.0,2904.2031460674157,350.61797752808985,238.94034680382072
Manhattan,2017,4,17.37092325659289,2.4545936076307684,828108.7,337371.0,80596377.0719101,23657667.53932584,6630984.583420279
Queens,2017,4,21.78704370019306,2.653640301398788,806836.68,304049.0,78526059.79955056,21321009.089887638,6460651.344947834
Staten Island,2017,4,39.747906602254425,6.594299516908213,1365.02,207.0,132851.7217977528,14515.58426966292,10930.239684790595
Unknown,2017,4,20.79699391171994,3.7560730593607294,3290.32,876.0,320233.166741573,61428.26966292134,26346.85663188832
Bronx,2017,5,21.012812723223664,3.098688264212782,122909.47,39665.0,11962267.743146067,2781452.4157303367,986192.715092579
Brooklyn,2017,5,22.515474429523657,2.90489231643844,1052610.97,362358.0,102446249.68696629,25409845.820224717,8445868.9020507
EWR,2017,5,2.0866666666666664,13.034,65.17,5.0,6342.725168539326,350.61797752808985,522.906650257164
Manhattan,2017,5,17.699312633867013,2.47192354231489,829409.45,335532.0,80722973.66179775,23528710.24719101,6654959.600907421
Queens,2017,5,21.703545538420983,2.6484006184003266,817132.23,308538.0,79528082.87932584,21635793.91011236,6556450.471174872
Staten Island,2017,5,25.346278317152105,4.787766990291262,986.28,206.0,95990.53213483146,14445.460674157302,7913.64693901543
Unknown,2017,5,17.41120527306968,4.07187570621469,3603.61,885.0,350724.38,62059.3820224719,28914.402853049232
Bronx,2017,6,22.50914720175576,3.1706155614777654,121352.14,38274.0,11810699.288539326,2683910.4943820224,960206.6095958854
Brooklyn,2017,6,22.2841557766468,2.9466696485777493,975005.84,330884.0,94893265.01213482,23202775.775280897,7714796.393063923
EWR,2017,6,0.29,11.644,58.22,5.0,5666.310561797753,350.61797752808985,460.66949301983834
Manhattan,2017,6,17.623508171428202,2.4946061767051093,769620.93,308514.0,74904005.56921348,21634110.943820223,6089675.088295371
Queens,2017,6,21.52772903700496,2.7007851998798555,773294.22,286322.0,75261511.61393258,20077928.11235955,6118740.231579721
Staten Island,2017,6,19.63115942028985,5.123115942028986,706.99,138.0,68808.39752808989,9677.05617977528,5594.1038280675975
Unknown,2017,6,13.413338192419824,3.668177842565597,2516.37,686.0,244907.83078651683,48104.78651685393,19910.939404849374
Bronx,2017,7,23.971889534043967,3.36088135886992,116343.63,34617.0,11323241.832134832,2427468.505617977,901556.2775863337
Brooklyn,2017,7,21.838040009488417,3.010344967185893,951795.82,316175.0,92634330.2566292,22171327.80898876,7375543.435437178
EWR,2017,7,22.23,10.154,50.77,5.0,4941.233033707866,350.61797752808985,393.4208706833211
Manhattan,2017,7,16.883227923922007,2.5270924971988697,717224.23,283814.0,69804452.587191,19902058.13483146,5557829.053412931
Queens,2017,7,21.46128252024192,2.7990401585332694,751433.12,268461.0,73133861.6341573,18825450.573033705,5822916.5320205735
Staten Island,2017,7,21.06172413793104,4.969310344827586,720.55,145.0,70128.13595505618,10167.921348314605,5583.600716385011
Unknown,2017,7,16.6050022737608,3.873178717598909,2839.04,733.0,276311.9604494382,51400.595505617974,21999.952505510653
Bronx,2017,8,16.077194098379834,2.895044159794116,58732.060000000005,17098.0,5716147.232808989,1198973.235955056,467601.70400073484
Brooklyn,2017,8,39.31232568986619,2.979127701312868,445776.81,146996.0,43385603.68786517,10307888.044943819,3549100.711945261
EWR,2017,8,0.1666666666666666,0.01,0.01,1.0,0.9732584269662922,70.12359550561797,0.07961609110947833
Manhattan,2017,8,30.5728190042132,2.472221421259316,227344.4,91590.33333333331,22126485.31235955,6422643.486891383,1810027.2463629683
Queens,2017,8,12.297870896619214,2.7348026463656563,241856.90333333332,84613.33333333333,23538926.928913854,5933391.161048688,1925570.125124296
Staten Island,2017,8,28.91650485436893,6.381941747572816,657.34,103.0,63976.16943820225,7222.730337078651,5233.484132990448
Unknown,2017,8,12.346983879355175,3.39811232449298,2178.19,641.0,211994.1773033708,44949.22471910112,17341.89734937546
Bronx,2017,9,174.27713814554795,1.9826013424198807,29452.7325,8512.0,2866512.010280899,596892.0449438202,265499.82849825494
Brooklyn,2017,9,31.272848031369215,2.8349439615023333,152118.36833333335,49759.16666666666,14805048.387677902,3489291.6760299616,1371261.586813189
Manhattan,2017,9,207.7202144689007,2.139382029670719,114435.86333333334,46403.5,11137566.833632959,3253980.2640449433,1031574.9850731081
Queens,2017,9,15.62409068281432,3.584668297907546,259272.0,87082.33333333333,25233865.88764045,6106526.3183520585,2337191.3466568696
Staten Island,2017,9,36.91684782608696,5.5691304347826085,512.36,92.0,49865.86876404494,6451.3707865168535,4618.637409257899
Unknown,2017,9,17.34736231884058,3.704730434782608,2130.22,575.0,207325.45662921344,40321.06741573034,19202.73593166789
Bronx,2017,10,118.49711725663715,3.925698451327434,26102.162,7233.0,2540414.9128539325,507203.9662921348,221641.10982902275
Brooklyn,2017,10,65.91612741044608,2.8690828661626813,197442.712,64034.0,19216278.329707865,4490294.314606741,1676543.9512379132
EWR,2017,10,6.948148148148148,5.058888888888889,45.53,9.0,4431.245617977528,631.1123595505617,386.60857788390894
Manhattan,2017,10,158.51075327623573,1.991697401877236,120958.21333333332,49023.0,11772360.043745317,3437669.02247191,1027091.6503443544
Queens,2017,10,53.99813911498412,3.104170891344256,100910.77571428572,37723.71428571428,9821226.283563403,2645322.4815409305,856862.9802781043
Staten Island,2017,10,30.84351851851852,5.765303030303031,1141.53,198.0,111100.36921348314,13884.471910112357,9693.06588868479
Unknown,2017,10,13.247538158542593,3.191447562776957,2160.61,677.0,210283.18898876404,47473.674157303365,18346.37292909625
Bronx,2017,11,17.657212452233757,2.9367314386891543,56206.515,16661.5,5470346.43741573,1168364.2865168538,479655.08337068337
Brooklyn,2017,11,22.238223717193573,2.7785074695928635,148128.08833333335,49102.0,14416691.024082398,3443208.7865168536,1264095.2843111686
EWR,2017,11,0.6148148148148148,8.318888888888889,74.87,9.0,7286.7858426966295,631.1123595505617,638.9255069801617
Manhattan,2017,11,56.43937489597389,2.062586638606123,135996.48799999998,55707.2,13235972.79838202,3906389.159550561,1160566.6494313003
Queens,2017,11,126.97766864112668,3.135216858032177,168011.48,64193.0,16351858.873707866,4501443.9662921345,1433776.1458192507
Staten Island,2017,11,39.22516556291391,4.292781456953643,648.21,151.0,63087.58449438203,10588.662921348314,5531.6936407053645
Unknown,2017,11,15.466042345276872,3.9262214983713353,2410.7,614.0,234623.40898876401,43055.88764044944,20572.428471711977
Bronx,2017,12,183.02938099364923,3.0510735342286277,31291.6075,9163.5,3045482.0692696627,642577.5674157303,261920.64117560617
Brooklyn,2017,12,19.16568138995488,3.81995720235434,297757.7733333334,99037.66666666669,28979526.20913858,6944877.277153559,2492326.6376291947
EWR,2017,12,13.003333333333334,8.489999999999998,42.45,5.0,4131.482022471911,350.61797752808985,355.31991182953715
Manhattan,2017,12,100.62689796350418,2.721026138599891,115236.61166666663,47795.16666666666,11215500.339962544,3351568.9344569277,964566.847984325
Queens,2017,12,57.67771125028304,4.974945367728681,142564.948,54875.4,13875253.703101123,3848060.3528089887,1193313.657322557
Staten Island,2017,12,13.251405622489958,4.593132530120482,381.23,83.0,37103.53101123596,5820.258426966291,3191.0155473916243
Unknown,2017,12,20.84910118130457,3.4766563944530047,2256.35,649.0,219601.1651685393,45510.213483146064,18886.3623806025
Bronx,2018,1,14.972985642996193,3.949614307609612,29914.02,8606.0,2911407.2049438204,603483.6629213482,256845.16055400443
Brooklyn,2018,1,14.183653371222343,2.3670357186980144,260528.89,87202.33333333333,25356193.766067415,6114941.149812733,2236930.528929464
EWR,2018,1,17.42777777777778,9.18,27.54,3.0,2680.3537078651684,210.3707865168539,236.46155620867012
Manhattan,2018,1,194.34281670458063,1.806404939506125,101610.85,42931.5,9889361.603370788,3010511.140449438,872442.2555804558
Queens,2018,1,92.07377143539868,9.65881485745303,149891.51499999998,57310.25,14588318.010449436,4018800.789325842,1286985.5083288024
Staten Island,2018,1,35.672051282051285,5.364461538461539,348.69,65.0,33936.54808988764,4558.033707865168,2993.8917950036744
Unknown,2018,1,12.123407544836116,3.1529128014842303,1699.42,539.0,165397.48359550562,37796.61797752808,14591.41241293167
Bronx,2018,2,97.56728334375302,3.0892675976476447,24454.392,6967.2,2380044.3090337077,488565.1146067415,214125.96245642912
Brooklyn,2018,2,132.32532050052708,2.8780990847285643,128112.71166666668,41978.0,12468677.623108616,2943648.292134831,1121772.2235142055
EWR,2018,2,0.4916666666666667,0.32,0.64,2.0,62.2885393258427,140.24719101123594,5.603926524614255
Manhattan,2018,2,22.241335312036703,2.0423643977343966,89115.72142857143,36940.142857142855,8673262.685553772,2590375.6356340284,780309.3048026662
Queens,2018,2,35.99938137812733,5.721786241771961,64297.91111111111,23947.0,6257848.382521847,1679249.7415730336,563001.2024263206
Staten Island,2018,2,26.328651685393258,8.332921348314606,741.63,89.0,72179.76471910112,6240.999999999999,6493.812544452609
Unknown,2018,2,6.2510147601476005,6.773717712177122,963.65,271.5,93788.04831460674,19038.556179775278,8437.849680382073
Bronx,2018,3,188.03028999092763,11.53312957811641,46832.52250000001,10765.5,4558014.717921348,754915.5674157302,403181.22061287664
Brooklyn,2018,3,125.8967249137922,3.539878529181999,179307.484,53866.2,17451251.98211236,3777291.6202247185,1543658.2615028657
EWR,2018,3,6.25,2.265,4.53,2.0,440.88606741573034,140.24719101123594,38.99877332843498
Manhattan,2018,3,93.15617053329268,2.323045290487652,97500.78857142858,39322.0,9489346.411300162,2757400.02247191,839384.3604505091
Queens,2018,3,11.895898251815376,2.918820435752753,97594.68142857144,34156.57142857143,9498484.612744784,2395181.5987158907,840192.6841266402
Staten Island,2018,3,52.383859649122805,12.08042105263158,1147.64,95.0,111695.03011235956,6661.741573033707,9880.033603232918
Unknown,2018,3,15.569758539458189,4.191095406360424,2372.16,566.0,230872.47101123593,39689.95505617977,20421.927182953714
Bronx,2018,4,182.97317303419,4.118325425650928,42209.812,8703.0,4108105.5229662918,610285.6516853932,386156.2014645114
Brooklyn,2018,4,158.24563592339297,4.777761562536224,152062.035,43138.5,14799565.698539326,3025026.7247191006,1391138.5775080826
EWR,2018,4,13.416666666666664,5.453333333333333,16.36,3.0,1592.2507865168539,210.3707865168539,149.6693578251286
Manhattan,2018,4,118.71968176552124,3.850558645846108,93920.49285714285,37377.71428571428,9140891.113804173,2621059.7174959867,859231.0423317938
Queens,2018,4,83.11043940354651,2.0091847845475126,114093.11,37618.66666666666,11104208.076629212,2637956.1647940064,1043780.1042770023
Staten Island,2018,4,36.09245014245014,12.13,1419.21,117.0,138125.80921348315,8204.460674157302,12983.633821454814
Unknown,2018,4,15.940770609318998,3.8636379928315407,2155.91,558.0,209825.75752808986,39128.96629213483,19723.329170462894
Bronx,2018,5,44.31979568075383,2.6547691491843963,80026.83,15716.333333333334,7788678.668089887,1102085.8014981272,778177.1317185893
Brooklyn,2018,5,301.4866036940683,2.316728827261034,185513.754,50226.4,18055282.43986517,3522055.7573033706,1803927.0202514324
Manhattan,2018,5,92.66954794594496,4.64361968975224,133007.52,50639.0,12945068.968988763,3550988.7528089886,1293358.8699015428
Queens,2018,5,144.97930019364293,2.2154041978395416,182987.0825,58673.0,17809372.00691011,4114361.719101123,1779357.785400257
Staten Island,2018,5,67.55353535353535,13.185151515151514,1305.33,99.0,127042.342247191,6942.235955056179,12692.967537839822
Unknown,2018,5,17.26618731563422,4.159314159292036,1880.01,452.0,182973.55752808988,31695.865168539323,18281.128833945626
Bronx,2018,6,376.4249230338651,3.72480010900467,78515.57333333333,15086.666666666666,7641594.339475655,1057931.3108614231,766819.0874964487
Brooklyn,2018,6,189.9699308719332,3.8872991464666007,171208.574,45690.0,16663018.7414382,3203947.0786516853,1672101.4304879499
EWR,2018,6,0.1277777777777777,2.643333333333333,7.93,3.0,771.7939325842696,210.3707865168539,77.44801579720793
Manhattan,2018,6,220.01257072863703,2.5501417061560616,124665.56399999998,47135.6,12133181.07155056,3305317.7483146065,1217541.0554905215
Queens,2018,6,151.47712322506138,2.8298735064655958,119602.72333333331,36713.66666666666,11640435.837228462,2574494.310861422,1168095.032296228
Staten Island,2018,6,47.503900709219856,14.049680851063831,1320.67,94.0,128535.32067415731,6591.617977528089,12898.268729243204
Unknown,2018,6,21.64898785425101,4.640607287449392,2292.46,494.0,223115.6013483146,34641.056179775274,22389.215421748715
Bronx,2018,7,140.6223046049852,4.999354372623574,52939.8125,9863.25,5152411.863764045,691646.5533707865,506302.5969530676
Brooklyn,2018,7,67.16860003667806,4.051600033991607,165090.95399999997,43274.4,16067616.219640445,3034556.5213483144,1578886.9434257895
Manhattan,2018,7,159.43392651419086,3.540192661909125,112913.06600000002,43217.2,10989359.299910113,3030545.4516853928,1079871.1942119766
Queens,2018,7,194.95985844529227,2.285914973767595,110133.37333333334,33991.666666666664,10718823.368689138,2383617.883895131,1053286.9365540044
Staten Island,2018,7,45.35864197530864,15.422814814814814,2082.08,135.0,202640.19056179773,9466.685393258425,19912.471565025717
Unknown,2018,7,18.88723628691983,3.918206751054852,1857.23,474.0,180756.47483146065,33238.58426966292,17762.064649155036
Bronx,2018,8,61.94665045648484,5.029326260494564,48824.848,8720.4,4751919.476134831,611505.802247191,464553.5409081558
Brooklyn,2018,8,87.31893505109923,6.098233561132417,103810.69,25785.75,10103462.88516854,1808189.5028089886,987727.0610984571
EWR,2018,8,0.2583333333333333,9.0,18.0,2.0,1751.8651685393259,140.24719101123594,171.2645113886848
Manhattan,2018,8,35.00274076854498,3.06110676197605,112039.504,42178.4,10904339.14211236,2957701.060674157,1066021.7171550333
Queens,2018,8,160.70803372645983,3.158748450581409,59078.085,17183.166666666668,5749824.407528089,1204945.4288389513,562109.9645168993
Staten Island,2018,8,49.46099290780141,15.722340425531916,2955.8,188.0,287675.7258426966,13183.235955056178,28123.535709037475
Unknown,2018,8,19.51409844836811,3.725216693418941,2320.81,623.0,225874.78898876402,43686.99999999999,22081.799481998532
Bronx,2018,9,277.15519135926445,3.0547518689607465,51659.902,8963.4,5027843.4957752805,628545.8359550561,491021.48512659816
Brooklyn,2018,9,47.47464998282658,3.0954731324869806,124550.31571428572,30815.0,12121964.435024077,2160858.5955056176,1183836.5662214234
EWR,2018,9,0.5666666666666667,1.905,3.81,2.0,370.8114606741573,140.24719101123594,36.21361609110948
Manhattan,2018,9,165.4178850227849,3.720777266519625,80348.30142857143,30116.0,7819966.145778491,2111842.2022471908,763701.4544637871
Queens,2018,9,139.7259694188856,3.6239108568199474,67337.34,18373.272727272728,6553663.360449438,1288399.944841675,640033.7478626011
Staten Island,2018,9,49.2590395480226,16.664745762711863,3932.88,236.0,382770.8602247191,16549.16853932584,37381.57649669361
Unknown,2018,9,21.40536062378168,4.68608187134503,2403.96,513.0,233967.43280898876,35973.40449438202,22849.36602057311
Bronx,2018,10,159.13779412931407,4.920816941427238,103482.12333333334,17586.666666666668,10071484.857453184,1233240.2996254682,983924.1478378644
Brooklyn,2018,10,32.557105383642835,6.597301136801177,251679.3225,59521.75,24494902.151629213,4173879.1207865165,2393006.2018688465
EWR,2018,10,0.1916666666666666,0.195,0.39,2.0,37.95707865168539,140.24719101123594,3.708180749448935
Manhattan,2018,10,96.34367820212746,3.08326177081398,67049.48222222223,24789.88888888889,6525647.359650438,1738356.141073658,637516.9211204181
Queens,2018,10,144.3607240311268,3.044000356082381,103292.43142857142,29769.85714285714,10053022.932969501,2087569.420545746,982120.527659494
Staten Island,2018,10,48.93167388167388,14.292034632034632,3301.46,231.0,321317.37662921345,16198.55056179775,31390.795941219694
Unknown,2018,10,127.520305907173,2.689356540084388,1272.39,237.5,123836.42898876405,16654.35393258427,12098.082317413668
Bronx,2018,11,60.10595407519384,5.280636712153402,48721.755,8161.166666666667,4741885.863033707,572290.3501872659,445571.3680167156
Brooklyn,2018,11,190.65267555377272,4.124516917234223,178684.002,42345.0,17390571.07105618,2969383.651685393,1634105.2413617193
EWR,2018,11,0.0916666666666666,0.0499999999999999,0.0999999999999999,2.0,9.73258426966291,140.24719101123594,0.9145224099926514
Manhattan,2018,11,75.58292030792323,4.243512687552653,68419.20375,25641.5,6658956.661601123,1798074.1741573033,625708.9510322833
Queens,2018,11,64.31067031639292,4.769959547446309,75910.17555555556,22067.555555555555,7388021.805193508,1547456.3395755303,694215.56692032
Staten Island,2018,11,48.299343832021,15.037165354330709,3819.44,254.0,371730.2166292135,17811.393258426964,34929.634736223365
Unknown,2018,11,18.02140562248996,6.003349397590362,2491.39,415.0,242476.63123595502,29101.29213483146,22784.31987031594
Bronx,2018,12,81.73054171841326,3.587954966760419,86589.955,13691.5,8427440.339438202,960097.2078651685,737525.6472070169
Brooklyn,2018,12,76.12539951387822,4.221037538162995,248680.3025,57118.75,24203020.002865165,4005372.1207865165,2118122.1430239715
EWR,2018,12,0.0666666666666666,0.1649999999999999,0.3299999999999999,2.0,32.11752808988763,140.24719101123594,2.8107586333578247
Manhattan,2018,12,57.61070568043227,3.2758331464752994,192592.02,71281.33333333333,18744180.643146064,4998503.38576779,1640392.9785782513
Queens,2018,12,14.499776728618064,2.8697854406000545,125240.89166666666,35166.166666666664,12189175.32153558,2465978.046816479,1066733.0833379256
Staten Island,2018,12,51.1143504531722,15.443383685800605,5111.76,331.0,497506.34966292133,23210.910112359546,43539.16227773696
Unknown,2018,12,30.934874759152216,5.393198458574181,2799.07,519.0,272421.84651685396,36394.14606741573,23840.939902645117
Bronx,2019,1,105.92714813935412,3.357585176526456,115616.36333333334,18252.33333333333,11252459.99093633,1279919.239700374,923894.5219255451
Brooklyn,2019,1,15.317946518156912,3.319934952530716,237936.645,53104.25,23157384.483033706,3723860.946629213,1901360.2966135195
EWR,2019,1,48.05,12.753333333333336,38.260000000000005,3.0,3723.686741573034,210.3707865168539,305.7370374724468
Manhattan,2019,1,74.11283394492182,3.3741079987635465,138651.1825,51563.75,13494343.177696628,3615835.547752809,1107966.591207568
Queens,2019,1,100.95098953986356,3.287400292259761,139383.2,37323.6,13565587.39775281,2617265.029213483,1113816.1694048496
Staten Island,2019,1,49.938148148148144,16.86580952380952,5312.73,315.0,517065.9242696629,22088.93258426966,42454.21670389419
Unknown,2019,1,39.11186961869619,5.216273062730627,2827.22,542.0,275161.568988764,38006.98876404494,22592.41680822924
Bronx,2019,2,14.893607449257166,4.925819855249068,173364.53,27081.5,16872848.975955054,1899052.1516853932,1359287.462221161
Brooklyn,2019,2,16.86633765495581,3.459907023327632,177765.51799999998,38319.0,17301178.841752805,2687066.056179775,1393793.9890740633
EWR,2019,2,10.054166666666664,12.9875,51.95,4.0,5056.077528089888,280.4943820224719,407.3208265980897
Manhattan,2019,2,145.3112502139986,1.8627717646060684,72378.02142857143,26944.85714285714,7044251.928250401,1889470.2632423753,567489.4228261783
Queens,2019,2,231.1760280860053,4.0893455426767495,129835.338,33962.6,12636333.682651686,2381579.624719101,1017991.0913532698
Staten Island,2019,2,47.779356060606055,17.131193181818183,6030.18,352.0,586892.3501123595,24683.505617977527,47280.42160029391
Unknown,2019,2,18.382604633781764,4.39201793721973,1489.365,223.5,144953.70370786518,15672.623595505616,11677.562712343864
Bronx,2019,3,27.86785540177404,6.2395230791182135,349837.58,56068.0,34048237.280449435,3931689.7528089886,2922531.833361499
Brooklyn,2019,3,40.80852751855007,3.207636230735577,149003.35,32782.666666666664,14501876.603370786,2298838.4569288385,1244769.1687454078
EWR,2019,3,34.983333333333334,16.15,16.15,1.0,1571.8123595505615,70.12359550561797,134.91657788390887
Manhattan,2019,3,28.57432587906122,2.718482648459033,133399.6725,49888.75,12983235.541516852,3498378.5252808984,1114416.551364346
Queens,2019,3,45.24830279556247,1.66872843304807,138279.40000000002,35846.8,13458159.132584272,2513706.5033707866,1155181.6371418077
Staten Island,2019,3,52.68855165069223,18.71501597444089,5857.8,313.0,570115.3213483146,21948.685393258424,48935.87182218957
Unknown,2019,3,19.095007680491552,5.787050691244239,2511.58,434.0,244441.63999999998,30433.6404494382,20981.65812270389
Bronx,2019,4,85.73489319874919,3.5131722309083666,125324.335,21747.5,12197296.514269663,1525012.8932584268,1135874.9463328435
Brooklyn,2019,4,464.0851574752362,14.87394096372998,231454.82666666663,56562.0,22526536.051535577,3966330.8089887635,2097786.825028655
Manhattan,2019,4,17.653332002625927,2.6476111495537697,122300.05,46970.25,11902955.428089887,3293722.8117977525,1108464.3914548126
Queens,2019,4,206.95154954907068,3.181581424192491,93049.17333333332,26131.33333333333,9056089.206891384,1832423.0486891381,843349.5758530492
Staten Island,2019,4,48.20014947683109,15.894080717488787,3544.38,223.0,344959.77033707866,15637.561797752807,32124.426930198388
Unknown,2019,4,18.53071364046973,5.880108401084011,2169.76,369.0,211173.7204494382,25875.606741573032,19665.582295371052
Bronx,2019,5,27.172442467440128,5.4498584881119605,209503.46,38442.0,20390100.79235955,2695691.258426966,1984456.4879566494
Brooklyn,2019,5,77.97910352188217,3.8538594413801577,153516.885,38665.0,14941160.200786518,2711328.8202247187,1454141.0363778472
EWR,2019,5,42.9,28.8,28.8,1.0,2802.984269662921,70.12359550561797,272.7990595150625
Manhattan,2019,5,15.011472882831928,2.928604244660508,239416.775,92825.0,23301439.382584266,6509222.752808988,2267801.0781989344
Queens,2019,5,248.7856220578968,3.6041318902112174,105770.39200000002,31334.4,10294192.53375281,2197280.7910112357,1001877.2035465101
Staten Island,2019,5,61.36737726098191,16.960813953488373,4375.89,258.0,425887.1817977528,18091.887640449437,41449.25960213078
Unknown,2019,5,26.14121355397951,7.98224586288416,3376.49,423.0,328619.7346067415,29662.2808988764,31982.753349375456
Bronx,2019,6,12.920426299061498,1.9433508740367604,45219.57,8338.5,4401032.756629214,584725.6011235955,412508.13470609847
Brooklyn,2019,6,49.57470377262746,3.2005740409747747,186145.65666666665,46603.333333333336,18116782.899400745,3267993.2958801496,1698083.3213409258
EWR,2019,6,0.2333333333333333,26.2,52.4,2.0,5099.87415730337,140.24719101123594,478.0104335047759
Manhattan,2019,6,39.58700765265504,2.0680426731834363,113861.2175,43968.0,11081638.943651685,3083194.247191011,1038680.342300698
