variable,Coef,Std Err,P>|t|,Significativo
const,343.84711012428573,1288.4792851842076,0.7895748471197379,False
Es_Electrico,-1.3010396175081467,0.5356436981259576,0.01514356731777372,True
Year,-0.13286353075680757,0.6369285509519683,0.8347602224897436,False
Base Price (USD),-0.00012466836582674228,2.5285623393705075e-05,8.205928461832851e-07,True
Range (mi),0.002553775194846602,0.002249335808786124,0.2562302301184466,False
Vehicle Type_Minivan,1.0166074915105756,0.9749090104152172,0.2970540577256119,False
Vehicle Type_Pick-up,-2.3042586357806507,0.7289580460605468,0.001572120217418291,True
Vehicle Type_SUV,-2.8813070180339317,0.5707838995061341,4.4650051726120644e-07,True
Vehicle Type_Sedan,-2.84988152026144,0.47282028221194017,1.666083574537282e-09,True
