pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips,co2_month,noise_month,cost_month
Brooklyn,2017,6,16.95389584876855,3.425785545901529,508626.38,148470.0,49502491.05123595,10411250.2247191,4024538.9318295373
EWR,2017,6,6.505123216601816,6.874007782101167,1766.62,257.0,171937.78022471908,18021.76404494382,13978.49432770022
Manhattan,2017,6,15.439381119828129,2.4225757079834924,21109064.98,8713480.0,2054457537.7164044,611020546.966292,167026833.77635562
Queens,2017,6,39.287517734800325,11.338239033361372,6726194.88,593231.0,654632584.8377528,41599490.68539325,53221449.42154298
Staten Island,2017,6,17.374742268041235,6.812680412371135,660.83,97.0,64315.83662921348,6801.988764044943,5228.8598603967675
Unknown,2017,6,16.74063070389446,2.9972773883747044,386993.47,129115.0,37664465.58584269,9054008.033707865,3062110.711557678
Bronx,2017,7,16.01318425846036,3.844234972677596,26732.81,6954.0,2601793.2608988765,487639.48314606736,207154.72495591477
Brooklyn,2017,7,16.616202799033303,3.4671633763719707,379702.93,109514.0,36954907.63662921,7679515.438202246,2942348.9722593683
EWR,2017,7,13.864341085271318,7.058372093023255,1821.06,258.0,177236.19910112358,18091.887640449437,14111.542461425424
Manhattan,2017,7,15.312672900935828,2.415966458498997,18709432.7,7744078.0,1820911303.9033706,543042593.235955,144980919.89019105
Queens,2017,7,34.92220344159868,11.365270449875007,6387793.43,562045.0,621697378.5467415,39412616.23595505,49499532.26267083
Staten Island,2017,7,10.34113475177305,4.51968085106383,424.85,94.0,41348.88426966292,6591.617977528089,3292.1972997795738
Unknown,2017,7,16.591124477151933,3.034715444853288,321649.49,105990.0,31304807.66719101,7432399.887640448,2492488.1309955916
Bronx,2017,8,18.296074122307235,3.8273221552987136,23511.24,6143.0,2288251.2458426966,430769.2471910112,187187.30259368115
Brooklyn,2017,8,699.7007874298383,2.5112429754880847,173328.175,49915.0,16869310.69494382,3500219.269662921,1379971.1772639602
EWR,2017,8,10.505350877192985,8.48421052631579,1612.0,190.0,156889.2584269663,13323.483146067414,12834.113886847907
Manhattan,2017,8,18.01144608476605,2.851695440980059,4575174.2525,1896545.0,445282689.6084832,132992554.43820223,36425749.01287794
Queens,2017,8,34.46841731830722,12.504674172937882,2174879.433333333,191088.0,211671973.61273405,13399777.617977526,17315539.911639724
Staten Island,2017,8,15.867741935483872,8.53016129032258,528.87,62.0,51472.71842696629,4347.662921348314,4210.65621050698
Unknown,2017,8,16.49797483921695,3.063947702667285,303949.74,99202.0,29582164.582921345,6956400.921348314,2419929.019254225
Bronx,2017,9,16.279352285202517,3.932532501300052,22686.78,5769.0,2208009.9815730336,404543.02247191005,204508.5697626745
Brooklyn,2017,9,15.52480632096088,3.871113137586741,140123.46,40576.0,13637633.826067414,2845335.0112359547,1263134.2303666421
EWR,2017,9,6.896610169491525,7.080254237288136,1670.94,236.0,162625.64359550562,16549.16853932584,15062.584886847906
Manhattan,2017,9,21.13057820887843,2.229521772554271,3244436.0383333336,1346025.5,315767471.5061049,94388147.70224719,29246767.231225755
Queens,2017,9,29.290579346912736,11.143993899278296,1641995.7375,142836.25,159808618.85646066,10016191.418539325,14801668.629595427
Staten Island,2017,9,33.450208333333336,7.001875,560.15,80.0,54517.07078651685,5609.887640449438,5049.437397134459
Unknown,2017,9,11.14631180801851,2.136855638137656,111321.07666666666,36373.0,10834417.5964794,2550605.5393258426,1003496.9340532696
Bronx,2017,10,17.78540397201535,3.888297224102912,22972.06,5908.0,2235775.0979775283,414290.202247191,195062.49610506982
Brooklyn,2017,10,14.296431588526898,3.540446370461499,139133.33000000002,40104.0,13541268.589438204,2812236.6741573033,1181421.8943016166
EWR,2017,10,14.083559577677224,6.669140271493213,1473.88,221.0,143446.61303370786,15497.314606741571,12515.147172667157
Manhattan,2017,10,231.95823694070432,2.787793131680608,1759587.3116666668,736567.3333333334,171253317.90625468,51650749.74531835,14941171.715924015
Queens,2017,10,173.22849948655835,12.063075188065904,1170591.8066666666,101551.5,113928834.03760299,7121156.308988763,9939838.209048003
Staten Island,2017,10,13.962289562289564,6.313939393939394,625.08,99.0,60836.43775280899,6942.235955056179,5307.7375326965475
Unknown,2017,10,12.218088678354931,2.035677027426456,185860.31,64282.0,18089011.29460674,4507684.9662921345,1578194.3802803084
Bronx,2017,11,18.12005217194057,3.5938992854712484,21124.94,5878.0,2056002.58741573,412186.4943820224,180275.98503306392
Brooklyn,2017,11,12.29707519896491,2.397159021427336,119074.82666666666,35334.333333333336,11589057.84928839,2477770.498127341,1016160.5983247613
EWR,2017,11,6.666014492753623,7.355608695652173,1691.79,230.0,164654.88741573034,16128.426966292132,14437.39526451139
Manhattan,2017,11,34.85277322396623,3.5259920315657154,3286021.215,1400542.6666666667,319814783.8688764,98211087.44569288,28042243.498616826
Queens,2017,11,191.74033535267307,9.463210586302802,1593596.715,140139.0,155098143.20595506,9827050.550561797,13599433.5388446
Staten Island,2017,11,18.043333333333333,6.3765217391304345,733.3,115.0,71369.0404494382,8064.213483146066,6257.834570168993
Unknown,2017,11,10.227097678989429,1.901719226648286,205395.82,73266.0,19990321.26786517,5137675.348314607,1752806.5770683323
Bronx,2017,12,16.94587589315686,3.609720903467127,25091.17,6951.0,2442019.264494382,487429.1123595505,210021.0203085966
Brooklyn,2017,12,63.94159992707837,3.3879615878176064,197914.01,58452.0,19262147.8047191,4098864.4044943815,1656602.793475386
EWR,2017,12,5.852275769745649,6.980200803212851,1738.07,249.0,169159.12741573033,17460.775280898873,14548.195033063923
Manhattan,2017,12,168.24189534297028,4.936348113300174,2526297.20875,1078267.625,245874004.74373597,75612002.78230336,21145905.806083765
Queens,2017,12,35.02013924148781,14.076090508264112,1183519.508,106306.6,115187033.46399999,7454601.017977527,9906432.208035268
Staten Island,2017,12,15.832333333333333,7.4481,744.8100000000001,100.0,72489.26089887641,7012.359550561797,6234.295018368847
Unknown,2017,12,16.26903795986689,2.768431369024077,461990.29,166878.0,44963594.29191011,11702085.370786516,3867004.6904335045
Bronx,2018,1,18.55358766801579,3.622783690601109,24167.59,6671.0,2352131.062696629,467794.50561797747,207505.6623534166
Brooklyn,2018,1,113.49580995060572,2.724113419485569,109292.87,32830.666666666664,10637020.673483144,2302204.3895131084,938400.9485371052
EWR,2018,1,5.591117216117216,6.965494505494505,1267.72,182.0,123381.91730337078,12762.49438202247,10884.787365172668
Manhattan,2018,1,111.25788651138969,2.9280779916810173,2223511.9850000003,991970.875,216405177.6861798,69560564.39185393,19091325.498247247
Queens,2018,1,132.9513816673117,17.22431907494229,1003083.585,85843.83333333333,97625955.20528089,6019678.245318351,8612589.161818149
Staten Island,2018,1,15.384234234234237,4.621171171171172,512.95,111.0,49923.29101123596,7783.719101123595,4404.246741366643
Unknown,2018,1,485.9927874814626,1.7979172435113375,201311.825,74399.5,19592843.01292135,5217160.443820224,1728486.1083045558
Bronx,2018,2,16.787570335358993,3.733208980418636,22115.53,5924.0,2152412.593932584,415412.1797752809,193646.57058265983
Brooklyn,2018,2,17.029090243340796,3.8844812607773616,77630.3725,23345.0,7555441.42241573,1637035.3370786514,679742.0368256797
EWR,2018,2,6.353271983640082,4.687484662576687,764.0600000000001,163.0,74362.78337078652,11430.14606741573,6690.21265686995
Manhattan,2018,2,79.56707730594978,3.1586572614751405,1754784.816,773935.0,170785910.96844944,54271104.88764045,15365133.086519914
Queens,2018,2,177.99134474506707,9.642042023833756,1325257.6725,118292.25,128981819.76623596,8295077.890449437,11604135.34823641
Staten Island,2018,2,14.208227848101266,5.782405063291139,456.81,79.0,44459.41820224719,5539.7640449438195,3999.8901182953714
Unknown,2018,2,14.935572414581369,2.6535400057668777,340499.6,128319.0,33139410.507865164,8998189.651685392,2981460.5313445996
Bronx,2018,3,21.415464859645493,4.620035174839645,44657.26,9666.0,4346305.462022472,677814.6741573033,384454.3841520941
Brooklyn,2018,3,15.969939746217737,5.061347039088711,84177.33200000001,24171.2,8192629.772853933,1694971.4516853932,724682.7130376195
EWR,2018,3,8.879032258064516,7.720215053763441,1435.96,186.0,139756.01707865167,13042.988764044943,12362.180695077152
Manhattan,2018,3,76.09299499277567,2.608289581066267,944744.0252380952,406502.5238095238,91948008.38890316,28505418.551631883,8133302.007429079
Queens,2018,3,183.0956682161681,12.7240767492773,785543.4724999999,68885.5,76453680.43589887,4830498.938202247,6762744.331933597
Staten Island,2018,3,17.832371794871793,7.649711538461539,795.57,104.0,77429.5206741573,7292.8539325842685,6849.062714548128
Unknown,2018,3,105.29476081457936,2.150422925926414,141349.55666666667,50550.66666666666,13756964.717378277,3544794.5018726583,1216878.4372004655
Bronx,2018,4,23.311101551956813,5.256573886639676,51934.95,9880.0,5054612.774157302,692821.1235955056,475126.56572005874
Brooklyn,2018,4,16.44624744374094,4.7307338991281656,143223.2933333333,39014.333333333336,13939327.71745318,2735825.329588015,1310277.4045721283
EWR,2018,4,14.7760101010101,7.41949494949495,1469.06,198.0,142977.5024719101,13884.471910112357,13439.686235121237
Manhattan,2018,4,34.69663406042326,3.2447831796948363,1791338.680909091,763474.6363636364,174343546.67454544,53537586.579162404,16388050.734656269
Queens,2018,4,154.66649303942305,10.31093911498874,1120418.461666667,97200.5,109045670.95456931,6816048.54494382,10250141.299087316
Staten Island,2018,4,41.07890070921986,11.232872340425534,1055.89,94.0,102765.38404494383,6591.617977528089,9659.803070536373
Unknown,2018,4,11.73981596938556,2.0756117393568485,132885.08,46515.333333333336,12933152.392808987,3261822.419475655,1215698.3244584864
Bronx,2018,5,24.38819823330736,5.765217264224474,59174.19,10264.0,5759177.90764045,719748.5842696629,575407.0409382806
Brooklyn,2018,5,11.988644750181647,2.915775864925769,155403.07,40236.333333333336,15124734.745393258,2821516.36329588,1511132.1449676708
EWR,2018,5,6.487430555555556,5.361875,1286.85,240.0,125243.76067415728,16829.662921348314,12513.268886847905
Manhattan,2018,5,69.92529860489917,2.7593488179518446,3342783.5533333328,1386409.5,325339226.2805992,97220018.98314606,32505070.080734257
Queens,2018,5,68.26826717515415,13.729298821731032,1373131.906,119457.6,133641219.88507864,8376796.42247191,13352270.083450256
Staten Island,2018,5,45.57875,10.621416666666669,1274.57,120.0,124048.59932584269,8414.831460674157,12393.858744305655
Unknown,2018,5,14.291947502893764,3.0547953332768696,174130.66499999998,59035.5,16947413.710449435,4139781.52247191,1693238.3980966199
Bronx,2018,6,28.94693119218376,12.263718428437793,28234.635,4811.0,2747959.644606741,337364.6179775281,275752.3906063556
Brooklyn,2018,6,15.791618708986134,4.075189684974899,155807.75333333333,40306.333333333336,15164120.891835205,2826425.014981273,1521689.9547903503
EWR,2018,6,13.674378109452736,6.705074626865672,1347.72,201.0,131167.9847191011,14094.842696629212,13162.451431300515
Manhattan,2018,6,56.338087174411854,2.1744970728028354,1353083.2171428574,560536.0,131689964.34709471,39306799.730337076,13214831.068879819
Queens,2018,6,49.19522649084856,12.167676963172156,1281931.058,111968.2,124765020.49883145,7851612.766292134,12519926.460392872
Staten Island,2018,6,40.15978835978836,13.092857142857143,1649.7,126.0,160558.4426966292,8835.573033707864,16111.726565025718
Unknown,2018,6,16.40176861457687,3.243381169435445,166934.57,58028.5,16247047.700449439,4069167.0617977525,1630359.5478512123
Bronx,2018,7,23.40575771804202,5.763709355558164,49101.04,8519.0,4778800.095280899,597382.9101123594,469589.575238795
Brooklyn,2018,7,44.14199555673609,1.8854282337890436,90716.14,23062.25,8829024.771685394,1617207.890449438,867585.5674320353
EWR,2018,7,6.979951690821256,6.0545893719806765,1253.3,207.0,121978.47865168538,14515.58426966292,11986.23521307862
Manhattan,2018,7,65.61386617122132,2.941875108833947,1401989.65,588603.6666666666,136449824.13820222,41275005.43445692,13408264.351074578
Queens,2018,7,186.9006036458761,13.956699088011554,546264.7718181818,47560.72727272727,53165679.25268642,3335129.2012257404,5224334.192636598
Staten Island,2018,7,42.042142857142856,12.483642857142858,1747.71,140.0,170097.34853932585,9817.303370786516,16714.64385562087
Unknown,2018,7,15.127060139936082,3.522026831425114,88045.0,26858.5,8569053.82022472,1883414.5898876402,842039.4792432035
Bronx,2018,8,23.220553796424564,6.117863645359193,61827.13,10106.0,6017377.528764045,708669.0561797752,588266.2894452609
Brooklyn,2018,8,173.49580276592877,1.5488883478761069,97962.3025,23797.5,9534263.643314607,1668766.2640449437,932081.4373429464
EWR,2018,8,9.75712788259958,7.117358490566038,1131.66,159.0,110139.76314606742,11149.651685393257,10767.399831006614
Manhattan,2018,8,108.84763903552609,2.72978840139215,1297013.0392307693,542930.8461538461,126232887.03165083,38072263.04321521,12340683.579367265
Queens,2018,8,113.16968758556916,11.634143242895382,771143.14125,67156.125,75052156.06188202,4709228.945224718,7337191.849828711
Staten Island,2018,8,37.60764272559853,14.97,2709.57,181.0,263711.1835955056,12692.370786516853,25780.73234019104
Unknown,2018,8,165.10514514168486,3.08334868572668,100000.59333333334,32786.333333333336,9732642.016329588,2299095.576779026,951475.1531006614
Bronx,2018,9,17.753729078679804,4.258822618488972,35682.615000000005,5328.0,3472840.5744943824,373618.5168539325,339159.19179445266
Brooklyn,2018,9,28.814720520497467,5.094908912943344,112890.39250000002,27139.5,10987152.582415732,1903119.320224719,1073010.3239815396
EWR,2018,9,15.526287878787878,7.050045454545455,1551.01,220.0,150953.35528089886,15427.191011235953,14742.17341036003
Manhattan,2018,9,167.5223338405161,2.723152859375505,1334360.6869230769,557545.9230769231,129867778.31604147,39097124.78565255,12682946.363071242
Queens,2018,9,147.8139122870221,11.051831948990191,760550.26125,65303.0,74021195.08929774,4579281.157303371,7228943.616509321
Staten Island,2018,9,35.50184426229509,14.015491803278689,3419.78,244.0,332832.9703370787,17110.157303370786,32504.61943203527
Unknown,2018,9,9.190237540513053,1.8298546494311076,96008.07333333332,33575.0,9344066.64284644,2354399.7191011235,912545.8029764877
Bronx,2018,10,21.348085890202743,4.855678568668367,46396.365,6470.0,4515565.321685392,453699.6629213483,441143.865480529
Brooklyn,2018,10,16.761926652310983,4.295111024320216,130467.14,29608.0,12697824.3447191,2076219.415730337,1240501.8897016898
EWR,2018,10,11.293395061728395,5.329666666666666,1439.01,270.0,140052.8608988764,18933.37078651685,13682.331231447468
Manhattan,2018,10,192.03305661081865,3.1100906765659286,1723431.3054545454,721778.7272727273,167734404.1331154,50613719.51583248,16386653.307395365
Queens,2018,10,53.835596578512295,11.40241082001467,1300052.796,111226.0,126528733.92080899,7799567.033707865,12361104.490755035
Staten Island,2018,10,40.48594674556213,13.439289940828404,4542.4800000000005,338.0,442100.6939325843,23701.775280898873,43190.60741219692
Unknown,2018,10,17.364529571754616,3.905275975091329,193068.8,68571.5,18790583.658426963,4808480.129213483,1835728.2243056577
Bronx,2018,11,28.92783389450056,7.098765920070267,96983.34,13662.0,9438985.293033708,958028.5617977527,886934.378259368
Brooklyn,2018,11,16.91531825118199,4.432148731582131,91475.062,20454.2,8902887.494876405,1434322.0471910113,836559.941544673
EWR,2018,11,10.24330422125182,5.96296943231441,1365.52,229.0,132900.38471910113,16058.303370786516,12487.986412931668
Manhattan,2018,11,73.31923948955266,2.5658820343444253,2853210.3266666667,1221044.8333333333,277691099.43355805,85624053.98689137,26093247.84159123
Queens,2018,11,113.88402054034118,14.137834957253643,1173833.95,102121.8,114244378.36966291,7161147.795505618,10734974.528851947
Staten Island,2018,11,39.10730897009967,14.492724252491696,4362.31,301.0,424565.4968539326,21107.20224719101,39894.30254335048
Unknown,2018,11,20.28189397937419,5.418183436525214,130671.94666666668,47163.333333333336,12717757.326142324,3307262.5093632955,1195024.2358403138
Bronx,2018,12,22.994035937434475,6.555785947917977,59076.405,7949.5,5749660.900112359,557447.5224719101,503180.3496408891
Brooklyn,2018,12,81.82081064963856,4.21167438298245,250072.995,53984.0,24338564.97404494,3785552.1797752804,2129984.332320904
EWR,2018,12,13.419586894586894,5.6127777777777785,1313.39,234.0,127826.78853932585,16408.921348314605,11186.734186260104
Manhattan,2018,12,96.73399906278154,3.2828569729540504,1737918.656,737350.0,169144397.73339325,51705633.14606741,14802635.95886554
Queens,2018,12,129.68479920186863,10.875696480479574,681467.7575000001,60385.625,66324423.76926967,4234457.141853932,5804367.826509461
Staten Island,2018,12,39.44891304347826,12.74233695652174,4689.18,368.0,456378.3950561798,25805.483146067414,39939.85808596621
Unknown,2018,12,12.634602766050117,2.465706833268768,207235.395,76150.0,20169359.454943817,5339911.797752809,1765117.1988896031
Bronx,2019,1,22.891567096671853,7.094385216910394,43548.48666666667,5760.666666666667,4238393.162996255,403958.65917602996,347997.52482684306
Brooklyn,2019,1,327.6688417828051,5.064973636458287,219947.755,44826.5,21406600.60460674,3143395.353932584,1757610.42897061
EWR,2019,1,21.8880174291939,7.698888888888889,1177.93,153.0,114643.02988764046,10728.91011235955,9412.881038941956
Manhattan,2019,1,76.48036587562873,2.49567086166897,1191605.1076923078,532430.3076923077,115973971.26776145,37335927.53154711,9522159.316855254
Queens,2019,1,181.8272529859036,11.682621520809397,1063148.36,91662.2,103471810.04853933,6427683.035955056,8495656.82122557
Staten Island,2019,1,37.19939024390244,13.76158536585366,4513.8,328.0,439309.38876404497,23000.539325842696,36069.93831006613
Unknown,2019,1,10.102601152624072,1.645262298919334,199203.92,76897.5,19387689.38247191,5392329.185393258,1591845.6966465837
Bronx,2019,2,27.48116524847496,7.740815363095932,132816.91,17158.0,12926517.69011236,1203180.6516853932,1041368.4998537841
Brooklyn,2019,2,100.36709744402586,3.4903162054477748,90303.504,18423.8,8788864.625258427,1291943.0988764043,708036.5330891992
EWR,2019,2,4.870964360587002,4.091320754716981,650.52,159.0,63312.40719101123,11149.651685393257,5100.4878559882445
Manhattan,2019,2,103.89141165475772,2.618911865194104,1349107.9790909088,581509.5454545454,131303070.95376912,40777540.14811031,10577859.041643644
Queens,2019,2,160.17600924172845,13.235821123170917,549831.6099999999,47423.66666666666,53512824.78449437,3325518.0187265906,4311027.254570903
Staten Island,2019,2,40.564838035527686,15.472789968652036,4935.82,319.0,480382.84089887637,22369.426966292132,38699.947686994856
Unknown,2019,2,14.666634250079465,3.0003021175473386,92845.69,33034.0,9036285.02,2316462.853932584,727968.8777068333
Bronx,2019,3,30.29990098839412,7.681659778902779,148701.57,19358.0,14472505.610561797,1357452.5617977527,1242248.108381705
Brooklyn,2019,3,310.91927568370033,6.167887719428741,129918.13,26889.75,12644391.483820224,1885605.9522471908,1085331.8578747245
EWR,2019,3,5.474063670411985,5.355112359550562,953.21,178.0,92771.96651685394,12481.999999999998,7963.0855235121235
Manhattan,2019,3,127.78646776261016,2.2054402230260406,1693139.0380000002,711360.4,164786183.67591012,49883148.9483146,14144428.78567267
Queens,2019,3,345.37807091146834,12.861011826921612,1005649.7733333332,87132.66666666667,97875711.6473408,6110055.872659176,8401165.694604458
Staten Island,2019,3,36.76221322537112,15.45417004048583,3817.18,247.0,371510.26022471907,17320.528089887637,31888.598313739898
Unknown,2019,3,8.535106528644977,1.6047571270128165,71316.235,24344.5,6940912.6693258425,1707123.8707865167,595773.5215953344
Bronx,2019,4,20.622027024165025,4.580561344431032,58558.775,7870.0,5699282.124157303,551872.6966292134,530746.4460947833
Brooklyn,2019,4,12.54889952907332,4.738925584775495,149446.46333333332,31955.0,14545002.981947564,2240799.4943820224,1354505.4399720794
EWR,2019,4,4.659799713876967,5.2167811158798285,1215.51,233.0,118300.53505617977,16338.797752808987,11016.75389713446
Manhattan,2019,4,183.5806262523943,2.065406227222592,2014735.18625,843017.375,196085799.81233147,59115409.40870786,18260517.5727173
Queens,2019,4,212.6353265686775,12.393281507117877,833765.9357142857,71758.28571428571,81146972.30513643,5031949.001605135,7556823.161947098
Staten Island,2019,4,34.21131386861314,15.254890510948906,4179.84,274.0,406806.45033707866,19213.865168539323,37883.90766789125
Unknown,2019,4,16.16161620366866,4.739718643554614,100057.965,33028.0,9738225.762134831,2316042.1123595503,906873.6381050699
Bronx,2019,5,28.150966861022955,7.040712229684847,95394.61,13549.0,9284360.806966292,950104.5955056179,903595.8295418809
Brooklyn,2019,5,16.77558320287899,3.679728291497976,83683.806,18526.8,8144596.939011236,1299165.829213483,792668.8740778104
EWR,2019,5,6.159787234042553,5.498425531914893,1292.13,235.0,125757.64112359552,16479.044943820223,12239.300304555476
Manhattan,2019,5,170.95600314754444,2.134898192777916,1268529.616153846,526541.0,123460713.87780465,36922948.101123594,12015752.994922651
Queens,2019,5,254.50641477423895,10.881026587230432,870713.5271428572,75463.28571428571,84742927.7765329,5291756.92295345,8247563.587208828
Staten Island,2019,5,39.49227777777778,15.350466666666668,4605.14,300.0,448199.13123595505,21037.07865168539,43620.759060249824
Unknown,2019,5,14.059467054892291,2.482998556319751,88959.015,30824.5,8658011.100337079,2161524.7696629213,842636.6537286921
Bronx,2019,6,27.739400485068973,6.9482999848415945,91675.87,13194.0,8922431.302696628,925210.7191011235,836298.1366531962
Brooklyn,2019,6,171.35391867849387,5.194992484535365,132749.84666666665,29251.0,12919990.694681646,2051185.2921348312,1210988.7739088903
EWR,2019,6,16.879009762900978,5.318995815899582,1271.24,239.0,123724.50426966291,16759.539325842696,11596.67907421014
Manhattan,2019,6,102.38561484464203,2.197339869859732,1691222.4188888888,694452.1111111111,164599647.10579273,48697478.93757802,15427900.030650256
Queens,2019,6,185.55336666065716,10.946318701049242,967917.9833333334,83617.0,94203433.38913858,5863524.685393258,8829673.565080823
Staten Island,2019,6,44.76806853582554,15.91190031152648,5107.72,321.0,497113.153258427,22509.67415730337,46594.34067597355
Unknown,2019,6,13.199407060623724,2.273719669921306,79529.73999999999,27448.5,7740298.964943819,1924787.511235955,725497.0514107273
Bronx,2019,7,25.560962864131643,6.956692795196799,83424.66,11992.0,8119375.336179775,840922.1573033707,763482.7508177811
Brooklyn,2019,7,20.803649090824106,5.200809213294068,165856.33,35655.5,16142107.083820222,2500291.8595505618,1517877.8920878028
EWR,2019,7,7.005148342059337,2.699947643979057,514.74,96.0,50097.50426966292,6731.865168539325,4710.778697281411
Manhattan,2019,7,232.9458278776176,3.189023834436272,1134786.7691666668,470262.25,110444078.59013109,32976479.800561793,10385300.031369489
Queens,2019,7,168.50903062472855,12.350841694899316,908431.4216666667,78300.0,88413853.64580525,5490677.528089887,8313749.444629134
Staten Island,2019,7,42.56425206124853,18.49303886925795,5233.53,283.0,509357.7175280898,19844.977528089887,47896.02835525349
Unknown,2019,7,13.564939011303622,2.333755585197496,45449.456666666665,15245.666666666666,4423406.670187266,1069080.9625468163,415942.6744926524
Bronx,2019,8,25.373229085729086,6.511855089355089,67046.06,10296.0,6525314.2889887635,721992.5393258426,602848.0229610581
Brooklyn,2019,8,14.712477495550548,3.137920048763927,72527.25250000002,16201.5,7058775.96803371,1136107.4325842694,652132.4411967305
EWR,2019,8,5.740464743589744,5.646586538461539,1174.49,208.0,114308.22898876404,14585.707865168537,10560.485947832476
Manhattan,2019,8,134.0681799657787,2.2779494051732376,826850.98625,338017.0,80473969.02132022,23702967.38202247,7434672.258805566
Queens,2019,8,183.18917828908903,11.09850428118999,454912.72,39406.75,44274763.82741573,2763342.997191011,4090370.617927994
Staten Island,2019,8,44.804604409857326,19.16003891050584,4924.13,257.0,479245.1017977528,18021.76404494382,44275.56272961058
Unknown,2019,8,12.847546205973552,2.929822362654452,51865.053333333344,15719.333333333334,5047810.022172285,1102296.172284644,466347.23744795506
Bronx,2019,9,17.79339355206656,3.97212711352657,32860.28,4968.5,3198154.442247191,348409.0842696629,285257.89355620864
Brooklyn,2019,9,120.52429093410996,3.800351460214824,81993.6675,18714.0,7980102.785224718,1312292.9662921347,711781.5452576231
EWR,2019,9,10.607710280373832,5.0421495327102805,1079.02,214.0,105016.53078651684,15006.449438202246,9366.90047391624
Manhattan,2019,9,71.61894604819359,2.239871383425029,1191482.0333333334,491512.4166666667,115961992.95205992,34466617.89232209,10343175.865778841
Queens,2019,9,215.07810714399048,11.16825014235112,902937.7433333336,77327.16666666667,87879176.7725094,5422458.956928839,7838342.1771105835
Staten Island,2019,9,58.46559370529328,19.82081545064377,4618.25,233.0,449475.07303370786,16338.797752808987,40090.7194617928
Unknown,2019,9,326.50497104685144,1.86470722376518,53116.72333333333,16323.333333333334,5169629.859700373,1144650.8239700373,461102.72373438644
Bronx,2019,10,27.86311913032291,7.134218448475491,73939.04,10364.0,7196179.376179774,726760.9438202246,629046.8407465098
Brooklyn,2019,10,115.6055624375877,8.40114191452516,70664.858,15823.0,6877516.853887639,1109565.6516853932,601191.274280823
EWR,2019,10,5.624291497975709,5.553198380566802,1371.64,247.0,133496.0188764045,17320.528089887637,11669.421304922851
Manhattan,2019,10,103.37338595626106,2.782380901726706,1941842.58375,814608.5,188991465.84766853,57123276.9494382,16520500.435696455
Queens,2019,10,166.41989025345572,11.581159798507848,938772.5983333336,81174.83333333333,91366834.2332959,5692271.177902621,7986740.660427506
Staten Island,2019,10,47.049179292929296,19.33534090909091,5104.53,264.0,496802.68382022466,18512.629213483146,43427.510960323285
Unknown,2019,10,18.16980498164376,3.227687716054345,160596.83,49756.0,15630221.814157302,3489069.617977528,1366300.2460595148
Bronx,2019,11,26.40908352347369,6.6780294544700265,64389.56,9642.0,6266768.187865168,676131.7078651685,547382.225716385
Brooklyn,2019,11,81.7821815121997,3.2787266483968245,51486.67333333333,11826.333333333334,5010983.8698127335,829305.0149812733,437693.46838109236
EWR,2019,11,3.0976372924648787,4.717164750957855,1231.18,261.0,119825.63101123595,18302.25842696629,10466.38692138134
Manhattan,2019,11,172.88576120325686,2.893581627217736,1226623.1066666667,520169.1666666667,119382127.52749063,36476132.23782771,10427648.305755574
Queens,2019,11,183.8979977830238,9.87518393590904,551693.7033333335,48221.444444444445,53694054.58734084,3381461.064918851,4690004.516948324
Staten Island,2019,11,41.97119422572178,17.301732283464567,4394.64,254.0,427712.0413483146,17811.393258426964,37359.283468038215
Unknown,2019,11,20.649814150606712,3.9499458779443257,36193.14750000001,11675.75,3522528.5802808995,818745.570224719,307681.6433321088
Bronx,2019,12,25.146387335377952,6.789870106440556,75272.5,11086.0,7325959.494382022,777390.1797752809,638914.7498163116
Brooklyn,2019,12,17.932823974082073,4.102403752699784,163155.97,37040.5,15879292.271235954,2597413.0393258426,1384871.7095033065
EWR,2019,12,7.278073286052009,4.523758865248227,1275.7,282.0,124158.57752808988,19774.85393258427,10828.171594415873
Manhattan,2019,12,129.5721772844434,3.0064519026636907,1140614.283846154,479504.3076923077,111011246.36713918,33624566.115816765,9681560.859549996
Queens,2019,12,230.0477592941677,13.977726811193929,648260.1562500001,56974.25,63092465.993679784,3995239.2612359547,5502447.448222816
Staten Island,2019,12,44.59922178988327,18.242645914396885,4688.36,257.0,456298.58786516846,18021.76404494382,39794.909913299045
Unknown,2019,12,579.4983286306078,5.592983153177451,76302.215,24100.0,7426177.374494381,1689978.6516853932,647654.9949470977
Bronx,2020,1,15.568519534988456,3.765470359736531,42281.705,5921.5,4115102.569775281,415236.8707865168,363864.9828376194
Brooklyn,2020,1,705.3524625499674,4.756947886074401,256075.225,32688.5,24922737.066853933,2292235.151685393,2203714.5226230714
EWR,2020,1,9.595071684587817,3.656129032258064,680.04,186.0,66185.46606741572,13042.988764044943,5852.24136370316
Manhattan,2020,1,91.69324179816702,2.2603324805752987,1217361.3890909092,527935.3636363636,118480723.05961186,37020725.8927477,10476284.741798945
Queens,2020,1,198.1955959664156,16.34994806825326,932803.9999999998,81763.2,90785935.37078649,5733529.564044943,8027460.374430563
Staten Island,2020,1,50.027760416666666,18.74775,5999.28,320.0,583884.9815730336,22439.55056179775,51628.19035415136
Unknown,2020,1,7.9693368479694575,1.5697096124069112,63663.345,20344.0,6196088.701011236,1426594.426966292,547869.6267288759
Bronx,2020,2,24.30684814244136,6.881800719054956,66994.33,9735.0,6520279.623146067,682653.202247191,554192.2588574578
