pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips,co2_month,noise_month,cost_month
Manhattan,2014,9,13.753087579070163,29.40827843931869,354275354.62,12046790.0,34480147435.03865,844764229.1011235,4157347099.4884286
Queens,2014,9,32.11300839295074,65.00940598601855,47752334.12,734545.0,4647536158.959999,51508936.46067415,560363641.3278662
Staten Island,2014,9,18.969565217391303,8.841913043478261,1016.82,115.0,98962.86337078652,8064.213483146066,11932.169772961057
Unknown,2014,9,12.243855750257309,3.2786089248136565,833537.14,254235.0,81124704.5694382,17827872.303370785,9781383.79118075
Bronx,2014,10,13.97609278975158,3.653547130615424,28139.62,7702.0,2738712.2296629213,540091.9325842696,316503.5289933872
Brooklyn,2014,10,15.547763381625,7.677804768316524,2372103.85,308956.0,230867006.16516852,21665105.573033705,26680503.847024247
EWR,2014,10,3.299566294919455,5.093605947955391,1370.18,269.0,133353.92314606742,18863.247191011233,15411.253078618663
Manhattan,2014,10,13.747908208031443,13.460123022830814,174315632.79,12950523.0,16965415856.48292,908137236.4382021,1960634611.865775
Queens,2014,10,31.97570131537937,27.32087844372821,20395090.4,746502.0,1984969360.0539324,52347404.29213483,229396064.54313004
Staten Island,2014,10,24.156973995271866,5.299148936170212,747.18,141.0,72719.9231460674,9887.426966292134,8403.99077149155
Unknown,2014,10,14.133042581909622,2.9276120479254493,633347.88,216336.0,61641116.14112359,15170258.157303369,7123651.246906687
Bronx,2014,11,14.415370667277449,3.536181859825928,30877.94,8732.0,3005221.5312359547,612319.2359550562,324990.8856921381
Brooklyn,2014,11,15.88634312942536,26.777088234576123,7678249.72,286747.0,747292124.4341573,20107730.640449435,80813719.34359
EWR,2014,11,4.521844660194175,6.017831715210356,1859.51,309.0,180978.37775280897,21668.191011235955,19571.376907053636
Manhattan,2014,11,14.278778520656063,15.347460503148229,184667980.86,12032478.0,17972966856.284496,843760620.2022471,1943633890.6892822
Queens,2014,11,31.92659281655504,32.20630271892603,21783376.97,676370.0,2120085520.3835952,47429496.29213483,229270442.7447564
Staten Island,2014,11,17.388938053097345,7.203805309734513,814.03,113.0,79226.15573033708,7923.966292134831,8567.680702792064
Unknown,2014,11,14.262734455716828,2.8801358147748632,632797.52,219711.0,61587551.89033708,15406925.29213483,6660205.52176047
Bronx,2014,12,15.02193733681462,3.474127415143603,33264.77,9575.0,3237521.77235955,671433.4269662921,319440.7797432035
Brooklyn,2014,12,15.316405248082557,40.97377670324406,10948029.24,267196.0,1065526171.6503371,18736744.2247191,105133659.33619837
EWR,2014,12,3.229618473895582,5.539367469879518,1839.07,332.0,178989.0375280899,23281.033707865165,17660.54461829537
Manhattan,2014,12,14.265466161513894,27.20673927259251,322066278.55,11837739.0,31345371964.046066,830104821.3370786,3092794663.8141127
Queens,2014,12,32.75233953537721,90.71947603339264,62702580.25,691170.0,6102581462.08427,48467325.505617976,602131357.7989805
Staten Island,2014,12,14.373093681917211,5.119084967320261,783.22,153.0,76227.54651685394,10728.91011235955,7521.242669360764
Unknown,2014,12,14.588870501789398,2.90320811272531,650873.13,224191.0,63346775.86584269,15721078.999999998,6250318.885749082
Bronx,2015,1,17.107687331337104,3.7057336142841297,33414.6,9017.0,3252104.103370786,632304.4606741572,274446.55741366645
Brooklyn,2015,1,14.497602899099649,10.562269366111892,2398258.32,227059.0,233412511.99820223,15922193.471910112,19697788.98184276
EWR,2015,1,5.38279132791328,6.214065040650407,1528.66,246.0,148778.1226966292,17250.40449438202,12555.454036737692
Manhattan,2015,1,12.516261867534933,12.77954902798346,147883292.79,11571871.0,14392866091.539099,811461201.247191,1214620573.1989243
Queens,2015,1,28.365084204714908,26.02238054472595,16292950.75,626113.0,1585725161.758427,43905294.75280898,133820073.96311536
Staten Island,2015,1,21.357911392405065,9.08493670886076,1435.42,158.0,139703.4611235955,11079.528089887639,11789.63918295371
Unknown,2015,1,61.72928892447567,2.7475633243792403,638247.97,232296.0,62118021.529662915,16289430.741573032,5242168.3378750915
Bronx,2015,2,14.88510050097752,3.42962793255132,37424.1,10912.0,3642332.069662921,765188.6741573033,294774.5945664952
Brooklyn,2015,2,15.338114437775756,9.222306764815434,2401682.35,260421.0,233745758.6033708,18261656.865168538,18917086.60993204
EWR,2015,2,3.991160593792173,5.121255060728745,1264.95,247.0,123112.32471910112,17320.528089887637,9963.502753490082
Manhattan,2015,2,13.656593353360384,15.474912377873896,174367583.22,11267759.0,16970471975.861122,790135774.3707864,1373423372.8857908
Queens,2015,2,30.190314137297424,54.66140989143061,32564425.62,595748.0,3169360165.3982024,41775991.77528089,256496892.62871495
Staten Island,2015,2,18.70888888888889,7.904916666666667,948.59,120.0,92322.32112359551,8414.831460674157,7471.6621818515805
Unknown,2015,2,22.62167021951043,2.736970977308604,643251.13,235023.0,62604958.29280899,16480657.786516853,5066630.621716753
Bronx,2015,3,14.577793140843164,3.4777950386335905,42759.49,12295.0,4161603.3975280896,862169.606741573,358190.05844305654
Brooklyn,2015,3,15.89510589928125,4.984624346858583,1415693.13,284012.0,137783526.87707862,19915942.60674157,11859056.433370315
EWR,2015,3,4.770141342756184,7.024028268551237,1987.8,283.0,193464.31011235953,19844.977528089887,16651.512872887582
Manhattan,2015,3,14.166016959549545,17.278029545168405,207634590.61,12017261.0,20208211504.087864,842693549.4494381,1739324911.157641
Queens,2015,3,33.72386945176328,31.71361484089988,22532396.49,710496.0,2192984476.36382,49822534.112359546,188750623.91097793
Staten Island,2015,3,20.91468253968254,5.957142857142857,1501.2,252.0,146105.5550561798,17671.146067415728,12575.33510653931
Unknown,2015,3,28.52386727823352,2.873482612768138,684110.12,238077.0,66581593.92629213,16694815.24719101,5730691.45268773
Bronx,2015,4,14.57250749494527,3.59617757791257,34386.65,9562.0,3346709.688764045,670521.820224719,291762.2612325496
Brooklyn,2015,4,15.611855890164607,27.409782460037704,7255013.09,264687.0,706100262.7593257,18560804.123595502,61557000.301283985
EWR,2015,4,8.44531914893617,6.061404255319149,1424.43,235.0,138633.85011235956,16479.044943820223,12085.937937178547
Manhattan,2015,4,78.78911425776539,28.76155614082076,339663940.24,11809651.0,33058079217.515507,828135189.7865168,2881964927.1906395
Queens,2015,4,32.6629992336105,56.48500252101809,39209855.29,694164.0,3816132208.1121345,48677275.55056179,332685970.92218775
Staten Island,2015,4,16.69969696969697,7.615181818181818,837.67,110.0,81526.93865168538,7713.595505617976,7107.4237637766355
Unknown,2015,4,15.380794390052822,121.50039969431748,25279251.66,208059.0,2460324470.5496626,14589845.157303369,214488228.0358303
Bronx,2015,5,16.084516054744046,3.73748618239242,37868.21,10132.0,3685555.449662921,710492.2696629213,345818.0028350478
Brooklyn,2015,5,16.498806581798295,3.5754023979122103,1032998.11,288918.0,100537411.55977528,20259968.96629213,9433489.022390522
EWR,2015,5,5.428381642512077,6.963768115942029,1922.0,276.0,187060.26966292135,19354.11235955056,17551.98361498898
Manhattan,2015,5,14.36611428569336,12.74838862396246,150865744.06,11834103.0,14683135674.693483,829849851.9438201,1377727922.8950267
Queens,2015,5,34.85055506049361,35.759575431923075,26886551.98,751870.0,2616756328.6602244,52723827.75280898,245531904.17092067
Staten Island,2015,5,14.577898550724637,5.265507246376812,726.64,138.0,70720.85033707865,9677.05617977528,6635.782192505511
Unknown,2015,5,14.691984048710712,2.957353925569976,563736.72,190622.0,54866151.3330337,13367100.022471908,5148125.740170463
Bronx,2015,6,14.926733614819886,3.819469359808285,33470.01,8763.0,3257496.9283146067,614493.0674157303,315064.4427740632
Brooklyn,2015,6,15.805741387663142,3.4997473208657284,799454.28,228432.0,77807561.49842696,16018473.168539325,7525531.580407054
EWR,2015,6,3.9951822916666666,6.410546875,1641.1,256.0,159721.44044943817,17951.6404494382,15448.22535268185
Manhattan,2015,6,14.380333136099498,11.422779289943808,127065306.25,11123852.0,12366738008.286516,780044498.1123595,1196108394.0390797
Queens,2015,6,34.78802184573195,13.90720515931116,9973552.18,717150.0,970684370.5973033,50289136.51685393,93884395.61475311
Staten Island,2015,6,16.81990291262136,7.209611650485437,742.59,103.0,72273.19752808989,7222.730337078651,6990.249018736224
Unknown,2015,6,14.956763098852305,46.56670241933586,7914663.01,169964.0,770301247.1080898,11918486.786516853,74503380.51856393
Bronx,2015,7,15.270773610447524,3.926321070234114,32871.16,8372.0,3199213.3474157304,587074.7415730336,309857.17600734765
Brooklyn,2015,7,15.579035318480647,20.004593929125235,4037907.28,201849.0,392992728.7568539,14154377.629213482,38062987.33480383
EWR,2015,7,5.734535256410256,6.356634615384616,1322.18,208.0,128682.28269662922,14585.707865168537,12463.416592946365
Manhattan,2015,7,13.899542792023643,6.611799768452052,69079713.72,10447944.0,6723241351.040898,732647398.9213482,651174008.2392961
Queens,2015,7,32.54459026668474,15.340221233591317,10409935.49,678604.0,1013155743.9817977,47586152.404494375,98128365.81824504
Staten Island,2015,7,32.73724489795919,8.645102040816326,847.22,98.0,82456.4004494382,6872.112359550561,7986.246808963998
Unknown,2015,7,21.551481525581067,5.246336448969061,793104.4199999999,151173.0,77189556.02292134,10600794.303370785,7476130.926324026
Bronx,2015,8,13.973103713603043,3.7182687401287815,30605.07,8231.0,2978664.2285393258,577187.3146067415,268982.810662748
Brooklyn,2015,8,15.25310585404972,48.09782181234964,8996697.57,187050.0,875611172.4869663,13116618.53932584,79070461.17069216
EWR,2015,8,5.369047619047619,7.063277310924369,1681.06,238.0,163610.5811235955,16689.415730337078,14774.553487141808
Manhattan,2015,8,13.586887723445122,5.687201762444669,57008686.77,10024031.0,5548418480.918427,702921095.1797752,501039755.81780463
Queens,2015,8,31.744266465391927,30.09509483915372,20813526.83,691592.0,2025694038.2186515,48496917.66292135,182926585.25329024
Staten Island,2015,8,20.22308743169399,9.321147540983606,1137.18,122.0,110677.0017977528,8555.078651685393,9994.48367964732
Unknown,2015,8,14.03993503780758,2.999114132932281,430738.77,143622.0,41922013.77235955,10071291.033707865,3785690.574013226
Bronx,2015,9,15.186458750723476,3.868379858421264,28962.56,7487.0,2818805.5586516852,525015.3595505618,231251.46455841293
Brooklyn,2015,9,16.70994869678704,3.524430858563281,717436.67,203561.0,69825128.48921348,14274429.2247191,5728370.719487878
EWR,2015,9,3.741599462365591,6.4575000000000005,1601.46,248.0,155863.4440449438,17390.651685393255,12786.852074944893
Manhattan,2015,9,14.921309630359136,5.987171380078636,60526159.53,10109308.0,5890759481.4478655,708901025.0337077,483270920.64405364
Queens,2015,9,34.505994134971566,11.303820916135738,7742710.39,684964.0,753565813.4626966,48032138.471910104,61821645.50851653
Staten Island,2015,9,17.684883720930234,6.087151162790698,1046.99,172.0,101899.18404494382,12061.258426966291,8359.688193240265
Unknown,2015,9,15.417877358379362,71.93895758630201,10171665.03,141393.0,989965870.6725842,9914985.539325843,81215625.80051947
Bronx,2015,10,16.568002747496234,3.858009837809093,29019.95,7522.0,2824391.088764045,527469.6853932583,219564.38731447468
Brooklyn,2015,10,16.885079770569238,3.4450467537475298,714743.85,207470.0,69563047.51348314,14548542.35955056,5407738.314919177
EWR,2015,10,3.5804918032786883,6.783672131147541,2069.02,305.0,201369.11505617975,21387.696629213482,15654.16579426892
Manhattan,2015,10,15.465489088245604,3.0455173412764607,33903122.37,11132139.0,3299649954.7071905,780625612.3483145,256510376.1797215
Queens,2015,10,36.37206873935602,13.223772593433369,9530029.09,720674.0,927518112.1076404,50536252.06741572,72104018.03707348
Staten Island,2015,10,15.746194225721784,6.515354330708661,827.4499999999999,127.0,80532.26853932583,8905.696629213482,6260.470892725936
Unknown,2015,10,15.722124887690926,48.03385078850117,7876686.919999999,163982.0,766605192.1465167,11499007.438202245,59594862.76364144
Bronx,2015,11,15.98887454271573,3.718028405422853,28796.13,7745.0,2802607.6186516853,543107.2471910112,215046.36744599562
Brooklyn,2015,11,19.04399739856039,5.450817800019841,988985.48,181438.0,96253845.25573033,12723084.921348313,7385636.018827333
EWR,2015,11,4.048464912280702,6.596381578947368,2005.3,304.0,195167.51235955054,21317.573033707864,14975.362336517268
Manhattan,2015,11,15.674955714973386,5.925182617267579,60551846.79,10219406.0,5893259515.673932,716621492.6516854,452194607.20367527
Queens,2015,11,34.496838093462145,38.9513740059672,25901417.27,664968.0,2520877262.839775,46629947.05617977,193428967.5597546
Staten Island,2015,11,47.00524691358024,9.611203703703705,1038.01,108.0,101025.19797752808,7573.348314606741,7751.745803085967
Unknown,2015,11,21.88027389676151,97.03365608320787,15598548.35,160754.0,1518141863.007865,11272648.471910112,116488262.83595152
Bronx,2015,12,15.111699948796725,3.6012168093043666,32821.49,9114.0,3194379.1728089885,639106.4494382022,238561.10698126376
Brooklyn,2015,12,16.016625441212685,3.440137740443812,628633.57,182735.0,61182291.94764044,12814035.2247191,4569186.845106172
EWR,2015,12,14.923582089552236,6.640955223880597,2224.72,335.0,216522.74876404493,23491.40449438202,16170.24900220426
Manhattan,2015,12,15.539369026996829,4.72165538433626,49030066.13,10384084.0,4771892503.573708,728169306.1123595,356372207.70103276
Queens,2015,12,35.402785811185794,13.411565378923353,8699814.23,648680.0,846716751.2388765,45487773.93258426,63234097.94132294
Staten Island,2015,12,19.912912912912915,9.65918918918919,1072.17,111.0,104349.84876404495,7783.719101123595,7793.005804188098
Unknown,2015,12,16.03199131834345,2.902880392809378,462321.44,159263.0,44995823.7447191,11168094.191011235,3360356.7207817785
Bronx,2016,1,14.745235836002056,3.642520460206381,30710.09,8431.0,2988885.388539326,591212.0337078652,211566.796732917
Brooklyn,2016,1,15.896114145095405,3.379317298481662,613839.47,181646.0,59742443.698202245,12737670.629213482,4228839.784452976
EWR,2016,1,4.554129793510325,6.163141592920354,1392.87,226.0,135562.24651685392,15847.932584269662,9595.707605069802
Manhattan,2016,1,14.26469270388514,3.985102992734212,39311945.12,9864725.0,3826068186.84764,691749985.6741573,270826373.42901397
Queens,2016,1,32.317981842848376,13.79578387607776,8613080.36,624327.0,838275304.2507864,43780054.01123595,59336909.19721822
Staten Island,2016,1,16.35,5.700967741935483,706.92,124.0,68801.58471910111,8695.325842696628,4870.086670095518
Unknown,2016,1,14.641714949521072,2.883191347876683,468261.99,162411.0,45573992.77955056,11388843.26966292,3225932.8857740634
Bronx,2016,2,15.804948573258091,3.5589662624564773,29642.63,8329.0,2884993.944494382,584059.4269662921,188414.7418104335
Brooklyn,2016,2,15.784700815466866,3.3240150672355133,615507.87,185170.0,59904822.1341573,12984786.179775279,3912296.459806025
EWR,2016,2,2.1137614678899084,7.541926605504588,1644.14,218.0,160017.31101123596,15286.943820224718,10450.496922850847
Manhattan,2016,2,15.855048809367483,3.48827364496918,36127910.61,10356960.0,3516179344.9867415,726267273.7078651,229636538.6517179
Queens,2016,2,39.68327245027555,11.96254063141532,7079969.86,591845.0,689064032.891236,41502299.38202247,45001765.80814695
Staten Island,2016,2,14.10159722222222,3.612895833333333,1734.19,480.0,168781.5031460674,33659.32584269663,11022.873513592947
Unknown,2016,2,14.732349209726385,2.854421080004492,482976.61,169203.0,47006105.57101123,11865122.730337078,3069900.115935342
Bronx,2016,3,15.734918422139613,3.5390974803800086,34272.62,9684.0,3335611.6229213485,679076.8988764044,224007.20414474653
Brooklyn,2016,3,16.30726304920431,3.4095434750393183,713238.99,209189.0,69416585.7458427,14669084.820224717,4661758.337615357
EWR,2016,3,5.477231638418079,6.819966101694916,2011.89,295.0,195808.88966292134,20686.4606741573,13149.79286517267
Manhattan,2016,3,14.776248563422817,5.367767171718724,59382287.75,11062754.0,5779431196.522471,775760086.6741573,388124988.82770944
Queens,2016,3,35.413256222010126,18.40538408340063,12534986.83,681050.0,1219978156.420899,47757674.719101116,81929171.26789604
Staten Island,2016,3,16.673260381593714,3.498232323232323,2077.95,594.0,202238.23483146064,41653.415730337074,13581.563646216018
Unknown,2016,3,18.277441437915268,2.9442211324273453,511508.37,173733.0,49782983.15662921,12182782.617977526,3343239.001288391
Bronx,2016,4,17.0840625351479,3.805111910921157,33831.25,8891.0,3292654.915730337,623468.8876404493,241807.6786370316
Brooklyn,2016,4,16.52356992402906,3.430219156036258,724685.25,211265.0,70530602.64606741,14814661.40449438,5179662.532274063
EWR,2016,4,9.484920634920634,7.303589743589744,1993.88,273.0,194056.05123595506,19143.741573033705,14251.18771197649
Manhattan,2016,4,15.23555970974724,2.6609412355879805,28775357.32,10813977.0,2800585900.065618,758314948.9550561,205670862.16147244
Queens,2016,4,33.9438564072783,26.137514848941382,17193022.03,657791.0,1673325357.5714607,46126670.01123595,122886524.90906027
Staten Island,2016,4,18.007079414838035,3.4342476489028217,2191.05,638.0,213245.78764044945,44738.853932584265,15660.453405584129
Unknown,2016,4,15.972872464323776,2.938050324966452,475109.18,161709.0,46240401.31640449,11339616.505617976,3395826.282355621
Bronx,2016,5,15.835440673785106,3.7031218944920186,35027.83,9459.0,3409113.0725842696,663299.0898876404,268455.75985598826
Brooklyn,2016,5,17.132932545861923,56.92878481354986,13051322.42,229257.0,1270230952.8319101,16076325.134831458,100026255.61979133
EWR,2016,5,9.01327485380117,6.483333333333333,1847.75,285.0,179833.82584269662,19985.224719101123,14161.286333578253
Manhattan,2016,5,15.56657738489802,4.762800210805911,50834914.56,10673325.0,4947550897.963146,748451924.9999999,389602370.8981984
Queens,2016,5,35.82003417354028,11.181168884126809,7951756.6,711174.0,773911412.013483,49870077.91011235,60942823.4704482
Staten Island,2016,5,15.048404516445752,3.0560088365243008,2075.03,679.0,201954.04337078653,47613.9213483146,15903.1762850845
Unknown,2016,5,17.00149818640593,3.1809001304640794,443741.93,139502.0,43187557.27707865,9782381.820224717,3400869.4514650996
Bronx,2016,6,16.698844129091324,3.74613298237583,32733.71,8738.0,3185835.9103370784,612739.9775280898,255261.6073897869
Brooklyn,2016,6,16.908881029425306,3.471694487194665,703809.68,202728.0,68498870.20404495,14216016.26966292,5488396.830462895
EWR,2016,6,3.473790849673202,6.265098039215686,1597.6,255.0,155487.76629213482,17881.516853932582,12458.28670095518
Manhattan,2016,6,15.668961025432791,2.5178903156076085,25299560.46,10047920.0,2462301041.6238203,704596277.7528089,197289169.7664181
Queens,2016,6,36.07456394737948,11.074103347252406,7465440.66,674135.0,726580303.3361797,47272770.05617977,58216449.73162749
Staten Island,2016,6,17.610640608034746,3.515276872964169,2158.38,614.0,210066.15235955056,43055.88764044944,16831.32001102131
Unknown,2016,6,16.564034483725937,2.995514922461345,391540.76,130709.0,38107034.41707865,9165785.044943819,3053284.328486407
Bronx,2016,7,17.233739883305102,3.898213438735178,34518.68,8855.0,3359559.619775281,620944.4382022471,264215.0058530492
Brooklyn,2016,7,17.03630224133361,3.51828386298707,597281.46,169765.0,58130921.42157303,11904532.191011235,4571748.527168993
EWR,2016,7,4.9926447574334905,8.029154929577466,1710.21,213.0,166447.62943820225,14936.325842696628,13090.394683688464
Manhattan,2016,7,15.454375738161335,2.923223752196708,27133573.34,9282072.0,2640797890.686292,650892262.3820224,207687467.73753342
Queens,2016,7,34.22686463041195,11.57744006669865,7456924.95,644091.0,725751504.6842697,45165976.75280898,57077254.092856355
Staten Island,2016,7,14.330975877192984,4.6753125,2842.59,608.0,276657.46719101124,42635.14606741573,21757.92740301249
Unknown,2016,7,16.5895140065043,9.224850711258478,1160144.9,125763.0,112912080.04269661,8818953.741573032,8880052.526454812
Bronx,2016,8,16.43743093312116,3.987194006099987,30067.43,7541.0,2926337.96247191,528802.0337078652,223163.95602130788
Brooklyn,2016,8,16.69187830532824,3.5152521109613746,539953.27,153603.0,52551407.01955056,10771194.640449436,4007595.853714181
EWR,2016,8,7.188748241912798,5.038185654008439,1194.05,237.0,116211.9224719101,16619.29213483146,8862.377718589274
Manhattan,2016,8,15.19547046420106,3.3931899239878964,30461083.31,8977123.0,2964650602.597977,629508142.0561798,226085696.58777735
Queens,2016,8,35.52844873070429,11.308797986225969,7001683.95,619136.0,681444790.7292135,43416042.42696629,51967311.110157974
Staten Island,2016,8,13.793221288515406,3.3088571428571427,1968.77,595.0,191612.1993258427,41723.53932584269,14612.439496693609
Unknown,2016,8,16.296377454459428,9.820909332860184,1217714.19,123992.0,118515059.70539325,8694764.853932584,9038016.083971346
Bronx,2016,9,16.668585720782175,3.908492496589359,28649.25,7330.0,2788312.3988764044,514005.9550561797,212357.0399614254
Brooklyn,2016,9,17.71961898968673,3.484301932701081,630083.74,180835.0,61323430.96494382,12680800.393258426,4670374.196679647
EWR,2016,9,9.655956471935854,6.697766323024055,1949.05,291.0,189692.93370786516,20405.966292134828,14446.957206098457
Manhattan,2016,9,16.165923967722005,8.071918180596958,73668086.83,9126466.0,7169808630.578201,639980610.1797752,546050485.0507454
Queens,2016,9,38.84612093774243,30.20147160105364,18505468.5,612734.0,1801060316.258427,42967111.16853932,137168216.05310434
Staten Island,2016,9,17.63967320261438,3.403549019607843,1735.81,510.0,168939.17101123594,35763.033707865165,12866.356834313005
Unknown,2016,9,17.434658020528598,3.064211763955648,384408.43,125451.0,37412874.3894382,8797075.17977528,2849353.345411095
Bronx,2016,10,18.662414343377453,3.989545198535624,28333.75,7102.0,2757606.095505618,498017.77528089884,213909.40333394564
Brooklyn,2016,10,17.18383150278447,3.511212234325336,620831.48,176814.0,60422946.9635955,12398833.415730337,4687049.59483762
EWR,2016,10,9.858785942492013,6.129552715654952,1918.55,313.0,186724.49550561796,21948.685393258424,14484.347668993387
Manhattan,2016,10,15.86327455406006,5.159976694819336,50718159.13,9829145.0,4936187577.348989,689254988.1460674,382903468.7499681
Queens,2016,10,36.79294685255276,12.441912940385846,7849901.479999999,630924.0,763998276.6265167,44242659.37078651,59263872.30130345
Staten Island,2016,10,19.84045768566494,3.997668393782383,1543.1,386.0,150183.50786516853,27067.707865168537,11649.838100661278
Unknown,2016,10,16.739550040061605,2.976757642299513,429727.71,144361.0,41823611.50584269,10123112.370786516,3244286.338453711
Bronx,2016,11,17.414185769574278,3.719041381363501,24984.52,6718.0,2431639.4633707865,471090.31460674154,190666.2160734754
Brooklyn,2016,11,17.48347973116679,3.447519531526933,486286.42,141054.0,47328235.61842696,9891213.640449436,3711033.5371388686
EWR,2016,11,8.230240549828178,5.730721649484536,1667.64,291.0,162304.46831460675,20405.966292134828,12726.384520205733
Manhattan,2016,11,16.29814541996782,2.431313037973786,22296125.24,9170405.0,2169989177.852584,643061770.8426965,170150070.22792944
Queens,2016,11,37.81708867198089,11.963576889530096,6899287.12,576691.0,671478932.96,40439646.415730335,52651040.27513299
Staten Island,2016,11,23.14257877280265,4.025522388059701,1618.26,402.0,157498.51820224719,28189.685393258424,12349.547272593682
Unknown,2016,11,16.573704728837825,2.9158948491271124,418232.63,143432.0,40704843.15797753,10057967.550561797,3191689.6142314477
Bronx,2016,12,17.061756636811104,3.664168482207698,30273.36,8262.0,2946380.2732584267,579361.1460674157,235382.60312711244
Brooklyn,2016,12,16.104841251267647,3.3829716826585536,505940.33,149555.0,49241068.97146067,10487334.325842695,3933806.881772962
EWR,2016,12,5.741481481481482,6.407492063492064,2018.36,315.0,196438.58786516852,22088.93258426966,15693.230974283617
Manhattan,2016,12,15.586311091757306,2.424677332941106,23012852.61,9491099.0,2239745273.121573,665549987.1797752,178930424.39697355
Queens,2016,12,36.11570350906467,11.160363613693,6086404.74,545359.0,592364470.3132584,38242533.92134831,47323250.25654225
Staten Island,2016,12,17.1960407239819,4.330135746606335,1913.92,442.0,186273.8768539326,30994.629213483142,14881.185034533433
Unknown,2016,12,15.796352235861386,2.892066600429473,541412.22,187206.0,52693400.5577528,13127557.820224717,4209609.297033064
Bronx,2017,1,14.584926470588234,3.4988512763596007,25219.72,7208.0,2454530.5015730336,505450.87640449434,204252.8630844967
Brooklyn,2017,1,15.567712975398326,3.3152830260667847,434461.21,131048.0,42284303.382247195,9189556.943820223,3518672.929027553
EWR,2017,1,5.239358974358974,6.303423076923077,1638.89,260.0,159506.35033707865,18232.134831460673,13273.2629379133
Manhattan,2017,1,13.879351811165032,2.305940786175651,20345410.1,8823041.0,1980134182.9910114,618703358.2134831,164776145.95059884
Queens,2017,1,32.291259123652246,11.43627909429584,6072046.64,530946.0,590967056.1312358,37231842.53932584,49177108.66744746
Staten Island,2017,1,13.88710843373494,3.601493975903614,1494.62,415.0,145465.15101123592,29101.29213483146,12104.82964217487
Unknown,2017,1,14.09427708507557,2.78718031426254,443270.37,159039.0,43141662.30269663,11152386.505617976,3590017.7398093315
Bronx,2017,2,15.643980654761906,3.509830357142857,23586.06,6720.0,2295533.1653932584,471230.56179775274,185855.0334092579
Brooklyn,2017,2,15.59803200497524,3.307629925448504,429029.37,129709.0,41755644.97685393,9095661.449438201,3380694.6940227775
EWR,2017,2,5.235555555555556,6.25051282051282,1218.85,195.0,118625.6033707865,13674.101123595505,9604.37680014695
Manhattan,2017,2,14.252970286987452,2.3445214282016464,19609579.57,8364001.0,1908518856.576854,586513822.9325842,154520893.5330382
Queens,2017,2,32.77806163984714,11.207564759611463,5222209.63,465954.0,508255952.9782022,32674369.820224717,41150321.21743938
Staten Island,2017,2,14.921296296296296,6.495833333333333,701.55,108.0,68278.94494382021,7573.348314606741,5528.121216017634
Unknown,2017,2,14.438349084329824,2.7420732765746405,398083.23,145176.0,38743785.82314607,10180263.101123594,3136843.2036260106
Bronx,2017,3,15.883688850967008,3.5424221416382253,33213.75,9376.0,3232556.2078651683,657478.8314606741,257050.26510837622
Brooklyn,2017,3,16.19149883693124,3.289527228852801,504383.21,153330.0,49089520.9552809,10752050.898876403,3903559.153865908
EWR,2017,3,9.761640211640213,6.057777777777778,1526.56,252.0,148573.73842696627,17671.146067415728,11814.463970609844
Manhattan,2017,3,15.1032275578956,2.368981540747895,22036271.03,9302002.0,2144698647.8860674,652289825.6404494,170544708.44940817
Queens,2017,3,36.79118375466974,11.241268434527544,6629987.71,589790.0,645269140.944045,41358195.39325842,51311282.18044563
Staten Island,2017,3,20.95172413793104,4.798836206896551,1113.33,232.0,108355.78044943819,16268.674157303369,8616.364356722997
Unknown,2017,3,15.529177312065553,2.8190097477328178,489898.79,173784.0,47679812.57280898,12186358.921348313,3791460.2791245407
Bronx,2017,4,17.820309665443194,3.660039235539805,28917.97,7901.0,2814465.799325843,554046.5280898876,231557.29827957388
Brooklyn,2017,4,16.70806239196642,3.3733649545915987,491796.13,145788.0,47864472.78719101,10223178.741573032,3938000.598491183
EWR,2017,4,6.034039548022599,7.904237288135594,1865.4,236.0,181551.62696629213,16549.16853932584,14936.974628949303
Manhattan,2017,4,15.23219046221698,2.409518290883578,21907443.91,9092043.0,2132160439.8698876,637566745.6516854,175421321.89814514
Queens,2017,4,37.28999218000016,11.4645494712323,6870910.86,599318.0,668717189.5429213,42026333.01123595,55018023.58399927
Staten Island,2017,4,15.809901338971104,3.670190274841437,1736.0,473.0,168957.6629213483,33168.4606741573,13900.819103600295
Unknown,2017,4,16.067516128549403,2.93355741164848,391964.34,133614.0,38148259.697528094,9369494.08988764,3138609.092973549
Bronx,2017,5,16.159168603856145,3.6829946670313145,26933.74,7313.0,2621348.9424719103,512813.8539325842,216109.12632035272
Brooklyn,2017,5,17.378003250461788,3.417492901853024,523590.67,153209.0,50958903.18584269,10743565.943820223,4201151.501543717
EWR,2017,5,23.97303240740741,5.359826388888889,1543.63,288.0,150235.09056179776,20195.595505617974,12385.674275532698
Manhattan,2017,5,15.61085264599207,2.420617784511101,22022061.68,9097703.0,2143315710.923146,637963645.2022471,176699133.11102426
Queens,2017,5,40.335206095923446,11.30719943681802,7227844.56,639225.0,703456062.6822472,44824755.337078646,57994291.659491554
Staten Island,2017,5,13.52212389380531,5.815663716814159,657.17,113.0,63959.62404494381,7923.966292134831,5272.956319617928
Unknown,2017,5,16.447778993752628,2.982632448651234,411537.66,137978.0,40053249.56089887,9675513.460674156,3302068.117926525
Bronx,2017,6,17.48162631905649,3.739255121042831,28111.72,7518.0,2735996.8386516855,527189.1910112359,222435.79182953713
