pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2022,5,28.206415882967605,97.12536363636364,309829.91,3190.0
Brooklyn,2022,5,24.386727538776704,44.06346567164179,1169857.645,14238.5
EWR,2022,5,16.883969907407405,3.3090277777777777,953.0,288.0
Manhattan,2022,5,335.2929057866355,3.131186069388768,2918576.98,526259.5
Queens,2022,5,366.62112346907367,12.3206906746264,830045.38,61511.8
Staten Island,2022,5,55.23494318181818,16.907102272727272,2975.65,176.0
Unknown,2022,5,23.516305531737387,5.084615767884869,140657.505,21576.0
