pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2020,12,22.399509043927647,29.274485553206485,415404.95,14190
Brooklyn,2020,12,24.470890937019966,56.06592463207968,1508621.9,26908
EWR,2020,12,4.357142857142857,2.7478571428571428,38.47,14
Manhattan,2020,11,7.0166666666666675,1.784,17.84,10
Manhattan,2020,12,14.121940244454047,2.802863470006377,3709724.34,1323548
Manhattan,2021,1,7.529166666666667,2.835,11.34,4
Manhattan,2021,2,114.50833333333334,1.6625,6.65,4
Manhattan,2021,4,153.82777777777778,3.8233333333333337,11.47,3
Manhattan,2021,5,6.141666666666667,1.06,2.12,2
Manhattan,2021,6,30.9,5.85,5.85,1
Queens,2009,1,24.21666666666667,7.175,14.35,2
Queens,2020,11,361.30833333333334,7.902500000000001,31.610000000000003,4
Queens,2020,12,28.588376401318627,52.4056799368672,3121125.08,59557
Staten Island,2020,12,45.317056277056274,26.48135064935065,10195.32,385
Unknown,2020,12,27.94714365920415,5.517182258404099,78614.33,14249
