pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2019,3,30.299900988394114,7.681659778902779,148701.57,19358
Brooklyn,2019,2,285.9266666666667,2.43,12.15,5
Brooklyn,2019,3,22.66710273480115,4.831550877714966,519642.96,107552
Brooklyn,2019,4,9.316666666666666,2.6,2.6,1
Brooklyn,2019,5,925.7666666666667,14.81,14.81,1
EWR,2019,3,5.474063670411985,5.355112359550562,953.21,178
Manhattan,2008,12,308.6,1.1916666666666667,7.15,6
Manhattan,2009,1,363.9453125,2.1746875,69.59,32
Manhattan,2019,2,84.66391941391942,2.8493040293040295,777.86,273
Manhattan,2019,3,16.26473864147523,2.3801228221684974,16930315.84,7113211
Manhattan,2019,4,46.570707070707066,2.852121212121212,188.24,66
Manhattan,2019,5,117.48333333333333,2.4225,19.38,8
Manhattan,2019,6,6.516666666666667,1.85,1.85,1
Manhattan,2019,7,9.07,1.034,5.17,5
Manhattan,2019,8,12.7,2.45,2.45,1
Manhattan,2041,3,312.05,2.85,2.85,1
Queens,2008,12,963.7583333333333,11.719999999999999,23.439999999999998,2
Queens,2009,1,518.5285714285714,8.532857142857143,59.73,7
Queens,2019,2,204.32258064516128,14.153548387096773,438.76,31
Queens,2019,3,37.51045521325926,11.541483613393936,6033241.31,522744
Queens,2019,4,304.9818181818182,10.418181818181818,114.6,11
Queens,2019,5,43.166666666666664,20.8,20.8,1
Staten Island,2019,3,36.76221322537112,15.45417004048583,3817.18,247
Unknown,2019,2,0.2833333333333333,0.28,0.28,1
Unknown,2019,3,16.78687972395662,2.9295142540256327,142632.19,48688
