pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2018,1,18.55358766801579,3.6227836906011093,24167.59,6671
Brooklyn,2001,1,6.7,1.53,1.53,1
Brooklyn,2017,12,317.1166666666666,3.3133333333333335,29.82,9
Brooklyn,2018,1,16.670763185150587,3.3290069251233727,327847.26,98482
EWR,2018,1,5.591117216117216,6.965494505494505,1267.72,182
Manhattan,2002,12,475.9125,1.79,7.16,4
Manhattan,2003,1,19.155555555555555,5.256666666666667,15.77,3
Manhattan,2008,12,125.04,2.668,26.68,10
Manhattan,2009,1,12.553333333333335,2.072,31.08,15
Manhattan,2017,12,219.18184079601988,2.8199502487562187,566.81,201
Manhattan,2018,1,14.520619981966183,2.2414918665101036,17787273.53,7935462
Manhattan,2018,2,11.518686868686869,2.256515151515152,148.93,66
Manhattan,2018,7,12.180555555555557,4.319999999999999,25.919999999999998,6
Queens,2003,1,616.9333333333333,16.060000000000002,32.120000000000005,2
Queens,2008,12,67.0,40.66,40.66,1
Queens,2009,1,35.78333333333333,8.91,17.82,2
Queens,2017,12,14.066666666666668,6.96090909090909,76.57,11
Queens,2018,1,34.42495667053687,11.685005358744656,6018315.27,515046
Queens,2018,2,29.5,19.07,19.07,1
Staten Island,2018,1,15.384234234234235,4.621171171171172,512.95,111
Unknown,2002,12,957.2666666666667,0.89,0.89,1
Unknown,2018,1,14.718908296258462,2.705834487022675,402622.76,148798
