pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2023,6,31.101248439450686,10.783905118601748,43189.54,4005
Brooklyn,2023,6,26.258969427155375,11.383418482019364,263366.77,23136
EWR,2023,6,16.96390977443609,7.812631578947368,1039.08,133
Manhattan,2003,1,890.6833333333333,2.81,2.81,1
Manhattan,2008,12,1309.6333333333332,7.1,14.2,2
Manhattan,2023,5,12.180555555555555,2.470833333333333,29.65,12
Manhattan,2023,6,15.327444721802589,3.3531514880073052,9635418.28,2873541
Manhattan,2023,7,18.03076923076923,4.518461538461539,58.74,13
Queens,2002,12,881.8916666666667,16.93,33.86,2
Queens,2023,5,22.476190476190478,10.132857142857144,70.93,7
Queens,2023,6,38.704714948784755,13.354187575784417,4372281.2,327409
Queens,2023,7,36.93333333333333,17.036666666666665,51.11,3
Staten Island,2023,6,51.206376811594204,17.632652173913044,4055.51,230
Unknown,2023,6,19.168411858922678,4.105213325163662,127298.56,31009
