pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2018,5,24.388198233307353,5.765217264224474,59174.19,10264
Brooklyn,2018,4,9.55,3.835,7.67,2
Brooklyn,2018,5,19.22704536165606,3.8623275947773066,466198.39,120704
Brooklyn,2018,6,7.188888888888889,1.05,3.15,3
EWR,2018,5,6.487430555555556,5.3618749999999995,1286.85,240
Manhattan,2008,12,167.57628205128205,3.467307692307692,90.14999999999999,26
Manhattan,2009,1,145.90952380952382,3.1350000000000002,87.78,28
Manhattan,2018,4,71.84802083333332,3.1174375000000003,498.79,160
Manhattan,2018,5,16.220888911863987,2.411084557508639,20055847.4,8318185
Manhattan,2018,6,11.997076023391813,3.085263157894737,175.86,57
Manhattan,2041,6,6.0,1.34,1.34,1
Queens,2008,12,56.5,16.325,32.65,2
Queens,2009,1,199.30714285714288,16.245714285714286,113.72,7
Queens,2018,4,22.609848484848484,11.363636363636363,250.0,22
Queens,2018,5,39.328511200446044,11.494643459304516,6865210.29,597253
Queens,2018,6,23.59583333333333,13.217500000000001,52.870000000000005,4
Staten Island,2018,5,45.57875,10.621416666666667,1274.57,120
Unknown,2018,4,11.383333333333333,3.16,3.16,1
Unknown,2018,5,17.200561672454192,2.949590666553739,348258.17,118070
