pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2020,11,22.99478370488323,26.147815286624205,328416.56,12560
Bronx,2020,12,9.4,1.9,1.9,1
Brooklyn,2020,11,25.200901416511662,10.99571684074975,307396.26,27956
EWR,2020,11,7.655333333333333,6.082000000000001,152.05,25
Manhattan,2009,1,191.47500000000002,1.8025,7.21,4
Manhattan,2020,10,72.43111111111111,2.9313333333333333,131.91,45
Manhattan,2020,11,14.055718346879473,2.440059399103283,3342603.21,1369886
Manhattan,2020,12,10.91418439716312,1.9589361702127661,92.07000000000001,47
Manhattan,2021,1,114.23333333333333,2.2225,8.89,4
Manhattan,2021,2,16.538888888888888,2.5166666666666666,7.55,3
Queens,2008,12,43.56666666666667,17.82,17.82,1
Queens,2020,10,30.3,18.86,18.86,1
Queens,2020,11,28.252726709996903,36.40402582932388,2156392.4699999997,59235
Staten Island,2020,11,44.73347659980898,24.205472779369625,8447.71,349
Unknown,2009,1,9.333333333333334,2.82,2.82,1
Unknown,2020,11,27.84856165340036,5.3844637620444065,77116.29,14322
