pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2009,1,7.216666666666667,0.39,0.39,1
Bronx,2020,1,23.92037240331025,7.140940719473062,84563.02,11842
Brooklyn,2019,12,1390.5,1.68,1.68,1
Brooklyn,2020,1,20.204925099934737,7.833895772148801,512148.77,65376
EWR,2020,1,9.595071684587815,3.656129032258064,680.04,186
Manhattan,2008,12,286.01875,3.03625,24.29,8
Manhattan,2009,1,112.28205128205127,2.8846153846153846,37.5,13
Manhattan,2019,12,221.7019607843137,2.6319327731092437,313.2,119
Manhattan,2020,1,14.760516761091308,2.3058829381274646,13390492.81,5807100
Manhattan,2020,2,12.535714285714286,2.514642857142857,70.41,28
Manhattan,2020,3,113.66000000000001,2.136,10.68,5
Manhattan,2020,4,6.6,0.46,0.46,1
Manhattan,2020,5,185.1,1.986,9.93,5
Manhattan,2020,6,34.483333333333334,3.94,3.94,1
Manhattan,2020,7,7.322222222222223,1.0516666666666667,6.3100000000000005,6
Manhattan,2021,1,14.161111111111111,1.9166666666666667,5.75,3
Queens,2008,12,696.425,19.275,38.55,2
Queens,2009,1,36.75416666666666,13.7775,55.11,4
Queens,2019,12,197.18749999999997,12.39875,99.19,8
Queens,2020,1,32.5946464987447,11.408490341266289,4663802.26,408801
Queens,2020,2,28.016666666666666,24.89,24.89,1
Staten Island,2020,1,50.027760416666666,18.74775,5999.28,320
Unknown,2009,1,0.06666666666666667,0.01,0.01,1
Unknown,2020,1,15.872007029272249,3.1294192248138226,127326.68,40687
