pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2018,6,24.59386238436753,5.867436856875584,56450.61,9621
Bronx,2018,7,33.3,18.66,18.66,1
Brooklyn,2018,5,13.966666666666667,4.675,18.7,4
Brooklyn,2018,6,19.054022793625066,3.8655690549246966,467389.82,120911
Brooklyn,2018,7,14.354166666666668,3.685,14.74,4
EWR,2018,6,13.674378109452736,6.705074626865672,1347.72,201
Manhattan,2008,12,16.955882352941178,2.958235294117647,50.29,17
Manhattan,2009,1,201.41041666666666,3.6375,29.1,8
Manhattan,2018,5,63.2861559139785,3.0220967741935483,749.48,248
Manhattan,2018,6,16.170932510023125,2.4138944047818396,18941882.5,7847022
Manhattan,2018,7,49.714666666666666,2.3568800000000003,294.61,125
Manhattan,2018,8,82.41574074074074,2.2527777777777778,40.55,18
Manhattan,2018,9,112.3156862745098,2.2094117647058824,37.56,17
Manhattan,2018,10,61.55,1.3228571428571427,9.26,7
Manhattan,2018,11,74.65512820512821,1.5046153846153847,19.560000000000002,13
Manhattan,2018,12,7.6194444444444445,1.1683333333333332,7.01,6
Manhattan,2019,1,79.21904761904761,3.427142857142857,23.99,7
Manhattan,2019,2,6.330952380952381,1.0657142857142856,7.46,7
Manhattan,2019,3,9.5125,1.8475000000000001,7.390000000000001,4
Manhattan,2019,4,7.576666666666666,1.256,6.28,5
Queens,2008,12,30.0,9.79,9.79,1
Queens,2009,1,33.56666666666667,17.63,17.63,1
Queens,2018,5,118.29666666666667,11.876,178.14,15
Queens,2018,6,39.26279912090948,11.449051482527452,6409419.45,559821
Queens,2018,7,24.849999999999998,10.093333333333334,30.28,3
Staten Island,2018,6,40.15978835978836,13.092857142857143,1649.7,126
Unknown,2018,5,15.833333333333334,3.61,3.61,1
Unknown,2018,6,16.970203895820408,2.8767623388708903,333865.53,116056
