pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2019,6,27.739400485068973,6.9482999848415945,91675.87,13194
Brooklyn,2019,5,242.41666666666666,3.341666666666667,20.05,6
Brooklyn,2019,6,22.245089368814938,4.538310786939427,398214.08,87745
Brooklyn,2019,7,249.39999999999998,7.705,15.41,2
EWR,2019,6,16.879009762900978,5.318995815899582,1271.24,239
Manhattan,2001,1,57.9,0.43,0.43,1
Manhattan,2008,12,151.58888888888887,1.79,16.11,9
Manhattan,2009,1,156.65833333333333,3.6196875,115.83,32
Manhattan,2019,5,76.90350609756098,2.7871036585365854,914.17,328
Manhattan,2019,6,17.22004818723818,2.4353116817450133,15219675.18,6249580
Manhattan,2019,7,82.41787878787879,2.4770909090909092,136.24,55
Manhattan,2019,8,129.33981481481482,2.459722222222222,88.55,36
Manhattan,2019,9,72.83253968253969,2.0585714285714283,43.23,21
Manhattan,2019,10,176.6095238095238,1.7185714285714284,12.03,7
Queens,2008,12,75.2611111111111,11.983333333333334,35.95,3
Queens,2009,1,20.833333333333332,7.456666666666666,22.369999999999997,3
Queens,2019,5,175.04444444444445,8.757222222222222,157.63,18
Queens,2019,6,39.17297774172051,11.575689984073227,5807187.97,501671
Queens,2019,7,105.85833333333333,15.615,93.69,6
Queens,2019,9,697.15,10.29,10.29,1
Staten Island,2019,6,44.76806853582554,15.91190031152648,5107.72,321
Unknown,2019,5,9.95,1.65,1.65,1
Unknown,2019,6,16.448814121247448,2.8974393398426113,159057.83,54896
