pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2021,10,32.67015899122807,428.4196085526316,2604791.22,6080
Brooklyn,2008,12,160.91666666666666,1.93,1.93,1
Brooklyn,2021,9,1398.2333333333333,5.01,5.01,1
Brooklyn,2021,10,28.093890093998553,73.52748814294642,1999874.15,27199
EWR,2021,10,5.937166666666667,2.8813,288.13,100
Manhattan,2008,12,591.3555555555555,1.9988888888888887,17.99,9
Manhattan,2009,1,427.63500000000005,4.119,41.19,10
Manhattan,2021,9,89.95064102564103,2.2975,119.47,52
Manhattan,2021,10,15.818412666097046,4.628492075273281,14436428.78,3119035
Manhattan,2021,11,185.98666666666665,3.128,31.28,10
Manhattan,2021,12,11.1,6.53,6.53,1
Queens,2008,12,193.08888888888887,12.646666666666667,37.94,3
Queens,2009,1,682.9541666666667,14.615,58.46,4
Queens,2021,9,172.2796296296296,11.278888888888888,101.50999999999999,9
Queens,2021,10,36.934401721371636,23.1065696815089,5362179.88,232063
Queens,2021,11,29.144444444444446,9.688333333333333,58.129999999999995,6
Staten Island,2021,10,56.631328751431845,29.679862542955327,8636.84,291
Unknown,2008,12,724.55,1.32,1.32,1
Unknown,2021,10,28.519638912614496,6.2554716814419935,212392.03,33953
