pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2021,12,30.229017206182565,466.8799868766404,2134575.3,4572
Brooklyn,2021,12,25.37972905970603,128.1314231562785,2670386.99,20841
EWR,2021,12,5.382365591397849,3.5958709677419356,557.36,155
Manhattan,2008,12,322.5904761904762,3.36,23.52,7
Manhattan,2009,1,158.92037037037036,1.6044444444444446,14.440000000000001,9
Manhattan,2021,11,72.25248226950355,3.083617021276596,144.93,47
Manhattan,2021,12,15.799079169781429,4.472451482951566,12827277.09,2868064
Manhattan,2022,1,9.462745098039216,2.1841176470588235,37.13,17
Manhattan,2022,2,4.529999999999999,1.16,5.8,5
Queens,2008,12,70.68333333333334,17.92,17.92,1
Queens,2009,1,650.8791666666666,12.97,51.88,4
Queens,2021,11,220.70952380952377,14.049999999999999,98.35,7
Queens,2021,12,36.10335569483628,20.500074378045653,5115506.5600000005,249536
Queens,2022,1,18.319444444444446,10.148333333333333,60.89,6
Queens,2028,12,40.96666666666667,16.15,16.15,1
Staten Island,2021,12,50.35134680134681,317.79696969696965,62923.799999999996,198
Unknown,2021,12,25.24868172968542,6.321441438671995,205636.49,32530
