pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2022,9,29.816119746689694,46.520129533678755,161610.93,3474
Brooklyn,2022,8,15.433333333333334,2.81,2.81,1
Brooklyn,2022,9,26.25491012366983,63.69400000000001,1476426.9200000002,23180
EWR,2022,9,5.730195258019526,2.762133891213389,660.15,239
Manhattan,2002,12,39.7,3.94,3.94,1
Manhattan,2022,8,12.779924242424244,2.9684090909090908,130.60999999999999,44
Manhattan,2022,9,16.435481200550925,5.929815866666426,16424967.32,2769895
Manhattan,2022,10,10.373529411764705,1.918823529411765,32.620000000000005,17
Queens,2008,12,1086.6666666666667,26.35,26.35,1
Queens,2009,1,49.0,10.7,10.7,1
Queens,2022,8,27.956666666666667,14.504,145.04,10
Queens,2022,9,40.25840123046702,14.68003641833584,4264741.42,290513
Queens,2022,10,14.208333333333334,6.01,12.02,2
Staten Island,2022,9,56.44905008635578,14.137098445595855,2728.46,193
Unknown,2022,9,23.92563464466717,6.211972682439035,273333.01,44001
