pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2018,2,16.787570335358993,3.733208980418636,22115.53,5924
Brooklyn,2009,1,30.0,7.0,7.0,1
Brooklyn,2018,1,10.179166666666667,2.17,17.36,8
Brooklyn,2018,2,16.608027640029846,3.32542504310945,310484.96,93367
Brooklyn,2018,3,11.329166666666666,3.0425,12.17,4
EWR,2018,2,6.353271983640082,4.687484662576687,764.0600000000001,163
Manhattan,2008,12,187.17619047619047,2.126190476190476,44.65,21
Manhattan,2009,1,106.52704918032786,2.3678688524590163,144.44,61
Manhattan,2018,1,34.02147001934236,2.6099226305609284,1349.33,517
Manhattan,2018,2,14.729396716970511,2.267327497646247,17546180.91,7738706
Manhattan,2018,3,34.4,2.785263157894737,105.84,38
Manhattan,2018,4,14.55,2.03,2.03,1
Manhattan,2019,2,11.0,2.33,2.33,1
Manhattan,2026,2,221.99166666666667,1.995,3.99,2
Manhattan,2029,5,159.7,11.51,11.51,1
Manhattan,2031,2,11.575,1.565,3.13,2
Queens,2008,12,332.9233333333333,9.847999999999999,49.239999999999995,5
Queens,2009,1,268.575,7.418333333333334,44.510000000000005,6
Queens,2018,1,76.6974358974359,10.098461538461539,262.56,26
Queens,2018,2,33.76960974949908,11.203373223540153,5300674.38,473132
Staten Island,2018,2,14.208227848101266,5.782405063291139,456.81,79
Unknown,2018,2,14.935572414581369,2.6535400057668777,340499.6,128319
