pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2021,11,34.144603174603176,494.7702275132275,2805347.19,5670
Brooklyn,2021,11,26.992636489893883,116.73888313579549,2885901.93,24721
Brooklyn,2021,12,18.05,5.7,5.7,1
EWR,2021,11,16.48948717948718,2.214769230769231,287.92,130
Manhattan,2003,1,311.1333333333333,4.1325,16.53,4
Manhattan,2008,12,352.6333333333334,4.446666666666666,53.36,12
Manhattan,2009,1,356.3515151515152,2.2963636363636364,25.26,11
Manhattan,2021,10,80.69065040650406,3.2807317073170728,134.51,41
Manhattan,2021,11,16.09724454026612,4.509399853101475,14053260.55,3116437
Manhattan,2021,12,13.531666666666666,2.737,54.74,20
Manhattan,2022,1,187.52307692307693,2.456923076923077,31.94,13
Manhattan,2022,2,107.12666666666667,1.5100000000000002,7.550000000000001,5
Manhattan,2022,3,16.400000000000002,6.553333333333334,19.66,3
Queens,2008,12,695.725,6.83,13.66,2
Queens,2009,1,1301.45,9.14,9.14,1
Queens,2021,10,21.094444444444445,10.88,65.28,6
Queens,2021,11,38.101931494213225,21.541270098227514,5495651.91,255122
Queens,2021,12,90.99047619047619,11.907142857142857,83.35,7
Staten Island,2021,11,50.31326291079812,592.1404577464788,168167.88999999998,284
Unknown,2021,11,25.458786082757104,6.010213128984943,200783.19,33407
