pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2020,3,23.632218417512533,6.650780237250825,54383.43,8177
Brooklyn,2020,2,13.10277777777778,3.081666666666667,18.490000000000002,6
Brooklyn,2020,3,20.99180099582684,18.017522701628067,670648.23,37222
EWR,2020,3,6.932608695652173,4.465434782608695,410.82,92
Manhattan,2008,12,869.9916666666667,6.26,25.04,4
Manhattan,2009,1,11.328571428571427,1.8071428571428572,12.65,7
Manhattan,2020,1,13.890796019900499,2.313880597014925,155.03,67
Manhattan,2020,2,54.84826989619377,2.579757785467128,745.55,289
Manhattan,2020,3,14.610435834118151,2.4265167720948826,6639680.27,2736301
Manhattan,2020,4,233.91805555555558,1.9733333333333334,23.68,12
Manhattan,2020,5,9.233333333333334,1.9240000000000002,9.620000000000001,5
Manhattan,2020,6,39.876666666666665,1.856,27.84,15
Manhattan,2020,7,10.383333333333333,2.4299999999999997,4.859999999999999,2
Manhattan,2020,8,12.994444444444445,2.4066666666666667,7.22,3
Queens,2008,12,13.333333333333334,8.21,8.21,1
Queens,2009,1,218.275,5.8575,23.43,4
Queens,2020,2,478.7916666666667,10.061666666666667,60.370000000000005,6
Queens,2020,3,30.422473251451578,11.102298586854781,1945255.94,175212
Staten Island,2020,3,46.707904761904764,20.965028571428572,3668.88,175
Unknown,2020,2,15.933333333333334,3.32,3.32,1
Unknown,2020,3,15.010839660159077,3.193650759219089,58890.92,18440
