pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2018,8,8.05,1.82,1.82,1
Bronx,2018,9,27.457458157359614,6.697645236977945,71363.41,10655
Brooklyn,2018,8,15.775,3.3800000000000003,20.28,6
Brooklyn,2018,9,21.1672154153232,4.159635651773376,451528.45,108550
Brooklyn,2018,10,26.2,2.75,2.75,1
Brooklyn,2018,11,52.11666666666667,10.09,10.09,1
EWR,2018,9,15.526287878787878,7.0500454545454545,1551.01,220
Manhattan,2001,1,1006.4833333333333,0.92,0.92,1
Manhattan,2008,12,146.4280701754386,4.11,78.09,19
Manhattan,2009,1,31.744444444444444,2.5114285714285716,52.74,21
Manhattan,2018,8,81.67599388379206,2.8048165137614682,611.45,218
Manhattan,2018,9,16.882351132083283,2.393247737903059,17345541.63,7247700
Manhattan,2018,10,81.89141414141413,3.354393939393939,221.39,66
Manhattan,2018,11,79.02628205128205,2.052692307692308,53.370000000000005,26
Manhattan,2018,12,89.13039215686274,2.0494117647058823,34.839999999999996,17
Manhattan,2019,1,183.0628205128205,2.7346153846153842,35.55,13
Manhattan,2019,2,78.77857142857144,1.0457142857142858,7.32,7
Manhattan,2019,3,224.23666666666662,9.018,45.09,5
Manhattan,2019,4,3.6333333333333333,0.34,0.34,1
Manhattan,2019,5,154.81666666666666,2.066666666666667,6.2,3
Queens,2002,12,458.1333333333333,3.1,3.1,1
Queens,2008,12,188.15416666666667,12.3825,99.06,8
Queens,2009,1,32.825,6.48,12.96,2
Queens,2018,8,22.602272727272727,11.635454545454545,255.98,22
Queens,2018,9,38.43065255303142,11.646462951228896,6083867.67,522379
Queens,2018,10,21.904761904761905,13.078571428571427,91.55,7
Queens,2018,11,170.5611111111111,11.586666666666666,34.76,3
Queens,2018,12,249.89999999999998,18.505,37.01,2
Staten Island,2018,9,35.50184426229509,14.015491803278689,3419.78,244
Unknown,2009,1,7.483333333333333,2.04,2.04,1
Unknown,2018,9,17.529045954872487,2.859563948293322,288021.0,100722
Unknown,2018,10,2.5583333333333336,0.59,1.18,2
