pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2018,11,28.92783389450056,7.098765920070267,96983.34,13662
Brooklyn,2008,12,10.65,2.87,2.87,1
Brooklyn,2009,1,23.65,7.3950000000000005,14.790000000000001,2
Brooklyn,2018,10,14.776190476190477,4.588571428571429,32.120000000000005,7
Brooklyn,2018,11,23.10040077971947,4.472172229339226,457319.86,102259
Brooklyn,2018,12,12.4,2.835,5.67,2
EWR,2018,11,10.243304221251819,5.96296943231441,1365.52,229
Manhattan,2008,12,149.63174603174602,3.6028571428571428,75.66,21
Manhattan,2009,1,13.398888888888887,2.048,30.72,15
Manhattan,2018,10,124.56323924731183,2.80258064516129,695.04,248
Manhattan,2018,11,17.77387200631695,2.3366736951565525,17118233.15,7325898
Manhattan,2018,12,12.939357429718877,2.645180722891566,219.54999999999998,83
Manhattan,2019,1,121.60833333333333,1.96,7.84,4
Queens,2008,12,191.69761904761904,16.47142857142857,115.3,7
Queens,2009,1,52.90833333333333,18.37,36.74,2
Queens,2018,10,266.65555555555557,15.839166666666666,190.07,12
Queens,2018,11,39.06811857472174,11.494293833887278,5868768.04,510581
Queens,2018,12,19.09047619047619,8.514285714285714,59.6,7
Staten Island,2018,11,39.107308970099666,14.492724252491696,4362.31,301
Unknown,2018,10,31.766666666666666,10.03,10.03,1
Unknown,2018,11,17.175681938122565,2.7705503095756407,391988.54,141484
Unknown,2019,11,11.903333333333332,3.4539999999999997,17.27,5
