pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2023,4,31.42727272727273,10.937546936758894,44275.19,4048
Brooklyn,2023,4,25.24736105436773,15.031295564937126,331124.41,22029
EWR,2023,4,5.291008771929825,3.7305263157894735,283.52,76
Manhattan,2001,1,25.7,5.955,11.91,2
Manhattan,2002,12,14.75,3.03,3.03,1
Manhattan,2003,1,733.25,18.19,18.19,1
Manhattan,2008,12,955.2583333333333,3.27,6.54,2
Manhattan,2023,3,87.99504504504505,2.47972972972973,91.75,37
Manhattan,2023,4,15.03806560970577,3.068528867621386,8823677.5,2875540
Manhattan,2023,5,15.799999999999999,2.7009302325581395,116.14,43
Queens,2001,1,952.9333333333333,18.63,18.63,1
Queens,2008,12,36.0,8.52,8.52,1
Queens,2023,3,25.6875,13.8925,55.57,4
Queens,2023,4,37.43847170033815,13.199358855456437,4141523.23,313767
Queens,2023,5,53.56666666666666,12.496666666666664,37.489999999999995,3
Staten Island,2023,4,37.05108843537415,14.105183673469387,3455.77,245
Unknown,2023,4,18.06339731585518,3.8594728464419474,123657.51,32040
