pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2021,9,33.05696211283186,318.42031526548675,2302815.72,7232
Brooklyn,2009,1,895.7333333333333,1.24,1.24,1
Brooklyn,2021,9,28.094988500110915,98.32606738818255,2807307.55,28551
EWR,2021,9,7.653777777777777,5.434666666666667,407.6,75
Manhattan,2008,12,404.95714285714286,1.4557142857142857,10.19,7
Manhattan,2009,1,230.31025641025641,2.1561538461538463,28.03,13
Manhattan,2021,8,12.527333333333333,3.4056,85.14,25
Manhattan,2021,9,15.689354625604595,4.046544016363524,10631513.42,2627307
Manhattan,2021,10,47.23240740740741,2.191666666666667,78.9,36
Manhattan,2098,9,28.55,4.95,4.95,1
Queens,2008,12,20.45,6.03,6.03,1
Queens,2009,1,360.8722222222222,10.713333333333333,32.14,3
Queens,2021,8,22.928571428571427,11.187142857142858,78.31,7
Queens,2021,9,37.737937922508266,16.817638301303333,3545898.13,210844
Queens,2021,10,267.97499999999997,12.618333333333332,75.71,6
Staten Island,2021,9,52.16870428422152,27.438871473354233,8753.0,319
Unknown,2021,9,30.670493564572425,6.600520615183246,201711.91,30560
