pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2021,2,24.17581210235713,49.08807533843437,583804.48,11893
Brooklyn,2021,2,26.215863691374643,23.88384163505079,585464.61,24513
EWR,2021,2,6.3125,9.88875,79.11,8
Manhattan,2008,12,9.64,1.544,7.720000000000001,5
Manhattan,2009,1,55.730555555555554,1.3508333333333333,16.21,12
Manhattan,2021,1,15.87857142857143,4.244285714285714,29.709999999999997,7
Manhattan,2021,2,13.782815550830327,2.8455041385352615,3514135.0100000002,1234978
Manhattan,2021,3,3.8583333333333334,0.785,1.57,2
Queens,2009,1,7.35,0.84,0.84,1
Queens,2021,1,13.816666666666666,4.85,4.85,1
Queens,2021,2,28.549576812291342,18.063866412410455,1051479.6,58209
Staten Island,2021,2,49.00885744234801,27.03490566037736,8597.1,318
Unknown,2021,2,30.7170388270321,5.722100208001957,93533.45,16346
