pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2022,10,28.339277494245973,6.571167817472231,21888.56,3331
Brooklyn,2022,10,24.726220013305678,40.360363166751455,1031328.36,25553
EWR,2022,10,4.393246592317224,3.999665427509294,1075.91,269
Manhattan,2009,1,23.15,7.84,7.84,1
Manhattan,2022,9,33.25446009389671,3.0938028169014085,219.66,71
Manhattan,2022,10,15.97766179949061,5.2397315846572665,16831773.16,3212335
Manhattan,2022,11,10.316666666666666,2.5975,10.39,4
Queens,2008,12,1206.7333333333333,22.93,22.93,1
Queens,2009,1,1020.3,8.11,8.11,1
Queens,2022,9,21.58055555555556,9.200000000000001,55.2,6
Queens,2022,10,38.391421978221814,13.24944921192815,4225819.08,318943
Queens,2022,11,27.583333333333332,12.026,60.13,5
Staten Island,2022,10,41.12638888888889,14.51328431372549,2960.71,204
Unknown,2022,9,8.116666666666667,1.62,1.62,1
Unknown,2022,10,25.22201985356695,11.629021224346605,596673.45,51309
