pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2021,5,28.070249665626392,269.0714944271066,3017636.81,11215
Brooklyn,2021,5,27.139590121204225,142.87275022807248,4385050.45,30692
EWR,2021,5,3.987606837606837,2.108717948717949,82.24000000000001,39
Manhattan,2008,12,7.991666666666667,0.955,1.91,2
Manhattan,2009,1,774.5416666666667,3.465,13.86,4
Manhattan,2021,4,103.59745762711864,2.905593220338983,171.43,59
Manhattan,2021,5,14.455344823492789,4.127200312153412,9329235.02,2260427
Manhattan,2021,6,60.1925925925926,2.5922222222222224,23.330000000000002,9
Manhattan,2021,7,12.472222222222223,3.856666666666667,11.57,3
Queens,2021,4,20.76666666666667,11.043333333333335,33.13,3
Queens,2021,5,33.35737131313688,29.067431364708153,4215998.38,145042
Queens,2021,6,24.579166666666666,11.788333333333334,141.46,12
Staten Island,2021,5,54.0944658944659,24.536138996138995,6354.86,259
Unknown,2021,5,25.88436935976693,6.1793600511618,144936.89,23455
Unknown,2021,6,444.75,4.24,4.24,1
