pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2020,4,17.98781825708963,33.11191264748499,159963.65,4831
Brooklyn,2020,2,18.133333333333333,4.13,4.13,1
Brooklyn,2020,4,21.549790274972814,12.807748951374865,82443.48000000001,6437
EWR,2020,4,263.26666666666665,6.225,12.45,2
Manhattan,2020,2,11.743560606060607,1.9626136363636364,172.71,88
Manhattan,2020,3,14.442156862745097,3.565294117647059,121.22,34
Manhattan,2020,4,10.37865437452046,3.0198540128556557,632363.47,209402
Queens,2020,3,24.316666666666666,8.033333333333333,48.2,6
Queens,2020,4,20.00133296460177,8.60287721238938,77770.01,9040
Staten Island,2020,4,66.845987654321,24.619537037037034,2658.91,108
Unknown,2020,3,0.7833333333333333,0.02,0.02,1
Unknown,2020,4,10.355567587078145,3.369615592853276,6223.68,1847
