pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2022,8,26.80414792603698,6.995037481259371,23328.45,3335
Brooklyn,2022,8,25.040061025156295,20.317312571513856,408398.3,20101
EWR,2022,8,5.339724919093851,3.10126213592233,638.86,206
Manhattan,2001,1,492.275,1.99,3.98,2
Manhattan,2008,12,1235.2625,3.685,14.74,4
Manhattan,2022,7,10.043650793650793,2.380952380952381,50.0,21
Manhattan,2022,8,14.87272567474673,4.729931019658777,12960961.71,2740201
Manhattan,2022,9,12.775641025641026,3.136923076923077,40.78,13
Queens,2008,12,1114.1416666666667,18.41,36.82,2
Queens,2022,7,25.364583333333332,15.0625,120.5,8
Queens,2022,8,36.34088165773179,14.732134050394066,4325442.95,293606
Queens,2022,9,27.494444444444444,9.196666666666667,27.59,3
Staten Island,2022,8,55.438508771929826,15.620999999999999,2967.99,190
Unknown,2022,8,22.804892216675913,6.51900876317249,293844.32,45075
