Start date/time in UTC,Timezone,Duration (s),Observer ID,Latitude,Longitude,Mean volume (dBA),Could control noise exposure,Indoors,Noise_Source,Nominated as noise refuge,Start date UTC,Start time UTC,Mood_scale,timestamp,hour_of_day,day_of_month,month,day_of_week
2023-03-24 11:20:37,New York,29,883,40.79019,-73.95306,57,False,True,television,False,2023-03-24,11:20:37,Somewhat Sad,2023-03-24 11:20:37,11,24,3,5
2023-03-29 08:20:45,New York,29,897,41.03788,-83.65325,66,False,False,"automobile,racing motorcycle,police car",False,2023-03-29,08:20:45,Happy,2023-03-29 08:20:45,8,29,3,3
2023-04-10 12:50:12,New York,29,755,40.6902,-74.1815,79,False,True,"airplane,speaking head in silhouette",False,2023-04-10,12:50:12,Somewhat Sad,2023-04-10 12:50:12,12,10,4,1
2023-04-11 22:27:35,New York,29,915,38.63762,-77.25318,38,False,True,"automobile,helicopter",False,2023-04-11,22:27:35,Somewhat Sad,2023-04-11 22:27:35,22,11,4,2
2023-04-12 12:22:00,New York,29,915,38.84368,-77.43666,62,False,False,"motorway,airplane",False,2023-04-12,12:22:00,Neutral,2023-04-12 12:22:00,12,12,4,3
2023-04-12 15:57:37,New York,29,915,38.84335,-77.43773,66,False,False,airplane,False,2023-04-12,15:57:37,Neutral,2023-04-12 15:57:37,15,12,4,3
2023-04-15 08:49:21,New York,29,915,38.63762,-77.25304,54,False,False,,False,2023-04-15,08:49:21,Extremely Happy,2023-04-15 08:49:21,8,15,4,6
2023-04-15 19:00:34,New York,29,930,39.16217,-84.51082,80,True,True,,False,2023-04-15,19:00:34,Neutral,2023-04-15 19:00:34,19,15,4,6
2023-04-17 13:31:03,New York,29,915,38.84309,-77.43799,74,False,False,"fallen leaf,dash symbol",False,2023-04-17,13:31:03,Very Sad,2023-04-17 13:31:03,13,17,4,1
2023-04-18 00:05:31,New York,29,938,40.69018,-73.99433,59,False,True,motorway,False,2023-04-18,00:05:31,Somewhat Sad,2023-04-18 00:05:31,0,18,4,2
2023-04-18 17:01:37,New York,29,539,40.6859,-73.828,79,False,False,,False,2023-04-18,17:01:37,Very Sad,2023-04-18 17:01:37,17,18,4,2
2023-04-22 13:25:46,New York,29,539,40.86518,-73.92823,82,False,False,,False,2023-04-22,13:25:46,Very Sad,2023-04-22 13:25:46,13,22,4,6
2023-04-24 15:08:26,New York,29,947,32.49976,-83.68854,40,True,False,,False,2023-04-24,15:08:26,Somewhat Sad,2023-04-24 15:08:26,15,24,4,1
2023-04-30 03:16:10,New York,29,130,43.02819,-76.1365,53,False,False,"speaker with three sound waves,multiple musical notes",False,2023-04-30,03:16:10,Very Sad,2023-04-30 03:16:10,3,30,4,7
2023-04-30 03:18:22,New York,29,130,43.0282,-76.13636,52,False,True,"speaker with three sound waves,multiple musical notes",False,2023-04-30,03:18:22,Very Sad,2023-04-30 03:18:22,3,30,4,7
2023-04-30 03:35:44,New York,29,130,43.02803,-76.13646,72,False,True,"multiple musical notes,speaker with three sound waves",False,2023-04-30,03:35:44,Very Sad,2023-04-30 03:35:44,3,30,4,7
2023-04-30 10:06:40,New York,29,576,40.87131,-73.91524,47,False,True,,False,2023-04-30,10:06:40,Somewhat Sad,2023-04-30 10:06:40,10,30,4,7
2023-05-01 21:50:39,New York,29,539,40.86642,-73.92526,72,False,False,,False,2023-05-01,21:50:39,Somewhat Sad,2023-05-01 21:50:39,21,1,5,1
2023-05-07 06:39:23,New York,29,990,27.72639,-82.45451,46,False,False,,False,2023-05-07,06:39:23,Happy,2023-05-07 06:39:23,6,7,5,7
2023-05-09 18:26:17,New York,29,999,37.67269,-77.54945,43,False,True,,False,2023-05-09,18:26:17,Neutral,2023-05-09 18:26:17,18,9,5,2
2023-05-10 08:27:41,New York,29,915,38.64038,-77.29291,77,False,False,"loudly crying face,serious face with symbols covering mouth",False,2023-05-10,08:27:41,Very Sad,2023-05-10 08:27:41,8,10,5,3
2023-05-13 16:08:48,New York,29,921,42.77339,-71.23345,61,False,False,automobile,False,2023-05-13,16:08:48,Somewhat Sad,2023-05-13 16:08:48,16,13,5,6
2023-05-14 11:11:03,New York,29,921,42.77345,-71.23376,67,False,False,vertical traffic light,False,2023-05-14,11:11:03,Somewhat Sad,2023-05-14 11:11:03,11,14,5,7
2023-05-15 11:04:53,New York,29,1014,40.43359,-79.95272,74,True,False,tractor,False,2023-05-15,11:04:53,Somewhat Sad,2023-05-15 11:04:53,11,15,5,1
2023-05-15 14:10:41,New York,29,921,42.77339,-71.23359,63,False,False,taxi,False,2023-05-15,14:10:41,Somewhat Sad,2023-05-15 14:10:41,14,15,5,1
2023-05-16 05:59:54,New York,29,130,43.02815,-76.13644,41,False,True,"multiple musical notes,party popper,speaker with three sound waves",False,2023-05-16,05:59:54,Very Sad,2023-05-16 05:59:54,5,16,5,2
2023-05-16 13:39:22,New York,28,1034,42.38509,-73.72529,77,False,True,cow,False,2023-05-16,13:39:22,Neutral,2023-05-16 13:39:22,13,16,5,2
2023-05-21 15:54:21,New York,29,970,35.19811,-80.70596,76,False,True,"party popper,multiple musical notes,video game,rolling on the floor laughing",False,2023-05-21,15:54:21,Somewhat Sad,2023-05-21 15:54:21,15,21,5,7
2023-05-27 19:56:07,New York,29,915,38.63757,-77.25302,46,False,False,"speaker with three sound waves,multiple musical notes,serious face with symbols covering mouth",False,2023-05-27,19:56:07,Very Sad,2023-05-27 19:56:07,19,27,5,6
2023-05-31 12:50:11,New York,29,524,41.78866,-81.06832,78,False,True,,False,2023-05-31,12:50:11,Happy,2023-05-31 12:50:11,12,31,5,3
2023-05-31 21:42:48,New York,29,1056,27.78733,-82.65212,51,False,True,"high-heeled shoe,control knobs,house building,hot springs,mouth,woman+emoji modifier fitzpatrick type-1-2+null,electric light bulb,electric plug,toilet,wind blowing face",False,2023-05-31,21:42:48,Somewhat Sad,2023-05-31 21:42:48,21,31,5,3
2023-06-01 04:56:25,New York,29,1086,42.13135,-80.08636,66,False,True,,False,2023-06-01,04:56:25,Neutral,2023-06-01 04:56:25,4,1,6,4
2023-06-01 14:26:26,New York,29,1088,42.1367,-80.08691,54,False,True,,False,2023-06-01,14:26:26,Somewhat Sad,2023-06-01 14:26:26,14,1,6,4
2023-06-01 20:03:20,New York,17,439,40.75161,-73.99552,81,False,True,,False,2023-06-01,20:03:20,Somewhat Sad,2023-06-01 20:03:20,20,1,6,4
2023-06-02 14:15:55,New York,29,1088,42.13961,-80.01452,44,False,True,,False,2023-06-02,14:15:55,Neutral,2023-06-02 14:15:55,14,2,6,5
2023-06-03 22:51:35,New York,29,1088,41.66619,-81.29134,32,True,True,,False,2023-06-03,22:51:35,Neutral,2023-06-03 22:51:35,22,3,6,6
2023-06-04 16:56:16,New York,29,1088,41.66548,-81.29149,55,False,False,bird,False,2023-06-04,16:56:16,Somewhat Sad,2023-06-04 16:56:16,16,4,6,7
2023-06-04 17:50:53,New York,29,439,40.87126,-73.91943,81,False,False,,False,2023-06-04,17:50:53,Somewhat Sad,2023-06-04 17:50:53,17,4,6,7
2023-06-04 18:01:11,New York,29,539,40.86615,-73.92795,83,False,False,,False,2023-06-04,18:01:11,Somewhat Sad,2023-06-04 18:01:11,18,4,6,7
2023-06-04 18:22:03,New York,29,1088,41.66583,-81.29129,53,False,False,drum with drumsticks,False,2023-06-04,18:22:03,Somewhat Sad,2023-06-04 18:22:03,18,4,6,7
2023-06-06 11:09:39,New York,29,1088,42.13945,-80.01405,68,False,False,,False,2023-06-06,11:09:39,Very Sad,2023-06-06 11:09:39,11,6,6,2
2023-06-06 17:20:00,New York,29,1088,42.13942,-80.01342,55,False,False,,False,2023-06-06,17:20:00,Somewhat Sad,2023-06-06 17:20:00,17,6,6,2
2023-06-07 16:34:48,New York,29,1088,42.13734,-80.08636,49,False,False,,False,2023-06-07,16:34:48,Neutral,2023-06-07 16:34:48,16,7,6,3
2023-06-08 05:08:47,New York,29,1088,42.13943,-80.01401,45,False,True,,False,2023-06-08,05:08:47,Somewhat Sad,2023-06-08 05:08:47,5,8,6,4
2023-06-09 12:55:06,New York,29,1088,42.13711,-80.08567,64,False,False,,False,2023-06-09,12:55:06,Somewhat Sad,2023-06-09 12:55:06,12,9,6,5
2023-06-09 20:14:41,New York,29,1088,42.13927,-80.01371,60,True,False,vertical traffic light,False,2023-06-09,20:14:41,Somewhat Sad,2023-06-09 20:14:41,20,9,6,5
2023-06-10 09:51:32,New York,29,141,40.90678,-73.78117,58,False,False,,False,2023-06-10,09:51:32,Very Sad,2023-06-10 09:51:32,9,10,6,6
2023-06-10 17:42:08,New York,29,1088,42.13917,-80.01396,54,False,False,,False,2023-06-10,17:42:08,Neutral,2023-06-10 17:42:08,17,10,6,6
2023-06-10 21:43:47,New York,29,1088,42.13931,-80.01386,50,False,True,dog,False,2023-06-10,21:43:47,Somewhat Sad,2023-06-10 21:43:47,21,10,6,6
2023-06-11 11:51:29,New York,29,1088,42.13912,-80.01369,42,False,True,dog,False,2023-06-11,11:51:29,Somewhat Sad,2023-06-11 11:51:29,11,11,6,7
2023-06-11 14:49:10,New York,29,921,42.77331,-71.23342,63,False,False,,False,2023-06-11,14:49:10,Somewhat Sad,2023-06-11 14:49:10,14,11,6,7
2023-06-11 20:51:27,New York,29,1134,42.11496,-73.26915,47,True,False,national park,True,2023-06-11,20:51:27,Happy,2023-06-11 20:51:27,20,11,6,7
2023-06-12 13:35:26,New York,29,858,35.97383,-78.51973,51,False,False,,False,2023-06-12,13:35:26,Somewhat Sad,2023-06-12 13:35:26,13,12,6,1
2023-06-12 14:00:35,New York,29,1139,40.71737,-74.01505,48,False,True,,False,2023-06-12,14:00:35,Neutral,2023-06-12 14:00:35,14,12,6,1
2023-06-13 09:22:59,New York,29,1088,42.13945,-80.01404,43,False,False,"taxi,dog",False,2023-06-13,09:22:59,Somewhat Sad,2023-06-13 09:22:59,9,13,6,2
2023-06-14 18:01:09,New York,29,1088,42.1367,-80.08689,55,False,True,,False,2023-06-14,18:01:09,Somewhat Sad,2023-06-14 18:01:09,18,14,6,3
2023-06-15 18:37:01,New York,29,1088,42.13676,-80.08661,54,False,True,,False,2023-06-15,18:37:01,Somewhat Sad,2023-06-15 18:37:01,18,15,6,4
2023-06-15 20:58:00,New York,29,1088,42.13905,-80.01382,59,False,False,dog,False,2023-06-15,20:58:00,Somewhat Sad,2023-06-15 20:58:00,20,15,6,4
2023-06-16 16:34:48,New York,29,1088,42.13945,-80.01404,66,False,False,automobile,False,2023-06-16,16:34:48,Somewhat Sad,2023-06-16 16:34:48,16,16,6,5
2023-06-16 18:00:25,New York,29,1088,42.13945,-80.01404,66,False,False,helicopter,False,2023-06-16,18:00:25,Somewhat Sad,2023-06-16 18:00:25,18,16,6,5
2023-06-16 20:29:22,New York,29,138,31.554,-84.12385,53,False,False,"railway car,delivery truck,hammer and wrench,honeybee,cricket,bird",False,2023-06-16,20:29:22,Neutral,2023-06-16 20:29:22,20,16,6,5
2023-06-18 11:00:26,New York,29,1156,41.14128,-73.54936,57,True,False,,False,2023-06-18,11:00:26,Happy,2023-06-18 11:00:26,11,18,6,7
2023-06-18 17:13:39,New York,29,1088,42.14492,-80.00436,67,False,True,,False,2023-06-18,17:13:39,Somewhat Sad,2023-06-18 17:13:39,17,18,6,7
2023-06-18 17:16:33,New York,29,1088,42.14514,-80.00485,72,False,False,taxi,False,2023-06-18,17:16:33,Somewhat Sad,2023-06-18 17:16:33,17,18,6,7
2023-06-18 18:09:18,New York,29,539,40.86734,-73.92217,83,False,False,,False,2023-06-18,18:09:18,Very Sad,2023-06-18 18:09:18,18,18,6,7
2023-06-20 08:38:36,New York,29,1156,41.05111,-73.54394,75,True,False,,False,2023-06-20,08:38:36,Somewhat Sad,2023-06-20 08:38:36,8,20,6,2
2023-06-20 12:52:06,New York,29,1014,40.43366,-79.95251,81,False,False,"null,tractor",False,2023-06-20,12:52:06,Very Sad,2023-06-20 12:52:06,12,20,6,2
2023-06-23 12:48:19,New York,29,1088,42.13692,-80.08578,61,False,False,"helicopter,automobile",False,2023-06-23,12:48:19,Somewhat Sad,2023-06-23 12:48:19,12,23,6,5
2023-06-24 08:56:24,New York,29,1177,39.46731,-76.80494,41,True,True,"wind blowing face,deciduous tree",False,2023-06-24,08:56:24,Happy,2023-06-24 08:56:24,8,24,6,6
2023-06-24 13:22:39,New York,29,539,40.86592,-73.92741,84,False,False,,False,2023-06-24,13:22:39,Very Sad,2023-06-24 13:22:39,13,24,6,6
2023-06-24 17:57:14,New York,29,1088,41.66627,-81.29126,63,False,False,"automobile,null",False,2023-06-24,17:57:14,Somewhat Sad,2023-06-24 17:57:14,17,24,6,6
2023-06-24 18:00:03,New York,29,1088,41.66611,-81.29124,69,False,False,automobile,False,2023-06-24,18:00:03,Somewhat Sad,2023-06-24 18:00:03,18,24,6,6
2023-06-25 18:08:26,New York,29,1183,41.81685,-71.45306,70,True,False,multiple musical notes,False,2023-06-25,18:08:26,Neutral,2023-06-25 18:08:26,18,25,6,7
2023-06-26 08:48:45,New York,29,141,40.90684,-73.78101,69,False,False,,False,2023-06-26,08:48:45,Very Sad,2023-06-26 08:48:45,8,26,6,1
2023-06-26 08:49:50,New York,29,141,40.90685,-73.78105,80,False,False,"metro,delivery truck",False,2023-06-26,08:49:50,Very Sad,2023-06-26 08:49:50,8,26,6,1
2023-06-29 20:16:29,New York,29,1088,42.13697,-80.08767,49,False,True,,False,2023-06-29,20:16:29,Somewhat Sad,2023-06-29 20:16:29,20,29,6,4
2023-07-01 11:01:49,New York,29,1088,42.13691,-80.0875,59,False,True,,False,2023-07-01,11:01:49,Somewhat Sad,2023-07-01 11:01:49,11,1,7,6
2023-07-02 21:42:37,New York,29,755,40.77044,-73.86271,74,False,True,"airplane,microphone,speaking head in silhouette,woman",False,2023-07-02,21:42:37,Very Sad,2023-07-02 21:42:37,21,2,7,7
2023-07-02 22:35:51,New York,29,755,40.77089,-73.86295,80,False,True,"airplane,microphone,speaking head in silhouette",False,2023-07-02,22:35:51,Somewhat Sad,2023-07-02 22:35:51,22,2,7,7
2023-07-02 22:53:23,New York,29,755,43.64626,-70.31069,78,False,True,"airplane,speaking head in silhouette",False,2023-07-02,22:53:23,Neutral,2023-07-02 22:53:23,22,2,7,7
2023-07-06 01:44:54,New York,29,130,43.02823,-76.13649,55,True,True,,False,2023-07-06,01:44:54,Neutral,2023-07-06 01:44:54,1,6,7,4
2023-07-06 19:10:55,New York,29,921,42.77351,-71.23361,63,False,False,,False,2023-07-06,19:10:55,Somewhat Sad,2023-07-06 19:10:55,19,6,7,4
2023-07-08 07:30:28,New York,29,1211,38.98496,-77.08986,59,False,False,"automobile,bus,vertical traffic light,bird,deciduous tree,thunder cloud and rain,high voltage sign,office building",False,2023-07-08,07:30:28,Extremely Happy,2023-07-08 07:30:28,7,8,7,6
2023-07-08 16:23:46,New York,29,755,40.79367,-73.96727,78,False,False,"delivery truck,taxi,automobile,bus,speaking head in silhouette,bird",False,2023-07-08,16:23:46,Somewhat Sad,2023-07-08 16:23:46,16,8,7,6
2023-07-08 16:26:08,New York,29,755,40.79337,-73.96617,68,False,False,"helicopter,bus,automobile,taxi,delivery truck,bird,deciduous tree",False,2023-07-08,16:26:08,Neutral,2023-07-08 16:26:08,16,8,7,6
2023-07-08 16:40:51,New York,29,755,40.78705,-73.95734,64,False,False,"automobile,bus,delivery truck,airplane,rolling on the floor laughing,wind blowing face,deciduous tree,bird",True,2023-07-08,16:40:51,Neutral,2023-07-08 16:40:51,16,8,7,6
2023-07-08 20:09:15,New York,29,755,40.74581,-73.88957,66,False,True,"multiple musical notes,speaker with three sound waves,rolling on the floor laughing",False,2023-07-08,20:09:15,Extremely Happy,2023-07-08 20:09:15,20,8,7,6
2023-07-09 20:49:29,New York,29,1222,40.77534,-73.97877,59,False,False,,False,2023-07-09,20:49:29,Extremely Happy,2023-07-09 20:49:29,20,9,7,7
2023-07-10 19:43:41,New York,29,1088,42.13707,-80.08743,67,False,False,helicopter,False,2023-07-10,19:43:41,Somewhat Sad,2023-07-10 19:43:41,19,10,7,1
2023-07-11 08:53:07,New York,29,1088,42.1393,-80.01387,48,False,False,"dog,automobile",False,2023-07-11,08:53:07,Very Sad,2023-07-11 08:53:07,8,11,7,2
2023-07-12 05:52:36,New York,29,130,43.02804,-76.13645,35,True,True,,False,2023-07-12,05:52:36,Neutral,2023-07-12 05:52:36,5,12,7,3
2023-07-12 20:57:34,New York,29,1237,36.44488,-81.04733,41,True,False,,False,2023-07-12,20:57:34,Neutral,2023-07-12 20:57:34,20,12,7,3
2023-07-13 20:14:52,New York,29,755,40.78633,-73.95767,68,False,False,"helicopter,automobile,speaking head in silhouette,deciduous tree,wind blowing face",False,2023-07-13,20:14:52,Neutral,2023-07-13 20:14:52,20,13,7,4
2023-07-13 20:18:45,New York,29,755,40.78404,-73.95891,65,False,False,"airplane,helicopter,taxi,automobile,speaking head in silhouette,bird,deciduous tree",False,2023-07-13,20:18:45,Happy,2023-07-13 20:18:45,20,13,7,4
2023-07-14 18:16:50,New York,29,755,40.78362,-73.97919,69,False,False,"taxi,automobile,delivery truck,bus",False,2023-07-14,18:16:50,Neutral,2023-07-14 18:16:50,18,14,7,5
2023-07-14 20:35:26,New York,29,755,40.78705,-73.97548,76,True,True,"multiple musical notes,speaker with three sound waves,speaking head in silhouette",False,2023-07-14,20:35:26,Extremely Happy,2023-07-14 20:35:26,20,14,7,5
2023-07-14 20:41:38,New York,29,755,40.78694,-73.97554,68,False,True,"multiple musical notes,speaker with three sound waves",False,2023-07-14,20:41:38,Happy,2023-07-14 20:41:38,20,14,7,5
2023-07-14 21:51:48,New York,29,755,40.78827,-73.97643,78,False,True,"railway car,speaking head in silhouette,serious face with symbols covering mouth",False,2023-07-14,21:51:48,Neutral,2023-07-14 21:51:48,21,14,7,5
2023-07-14 21:53:47,New York,29,755,40.78823,-73.97651,76,False,True,"railway car,speaking head in silhouette",False,2023-07-14,21:53:47,Extremely Happy,2023-07-14 21:53:47,21,14,7,5
2023-07-14 21:56:08,New York,29,755,40.78822,-73.97652,78,False,True,railway car,False,2023-07-14,21:56:08,Neutral,2023-07-14 21:56:08,21,14,7,5
2023-07-15 10:57:48,New York,29,1251,38.21846,-85.66714,58,True,False,"deciduous tree,thunder cloud and rain",False,2023-07-15,10:57:48,Extremely Happy,2023-07-15 10:57:48,10,15,7,6
2023-07-16 13:06:27,New York,29,1257,36.05287,-79.89407,60,False,False,"automobile,delivery truck,racing motorcycle,motorway",False,2023-07-16,13:06:27,Neutral,2023-07-16 13:06:27,13,16,7,7
2023-07-16 18:47:01,New York,29,1251,38.21834,-85.667,66,True,False,,False,2023-07-16,18:47:01,Neutral,2023-07-16 18:47:01,18,16,7,7
2023-07-17 19:53:46,New York,29,145,33.667,-84.44545,65,False,False,tractor,False,2023-07-17,19:53:46,Somewhat Sad,2023-07-17 19:53:46,19,17,7,1
2023-07-18 16:13:20,New York,29,130,43.02812,-76.13645,37,False,True,,False,2023-07-18,16:13:20,Neutral,2023-07-18 16:13:20,16,18,7,2
2023-07-20 19:34:48,New York,29,221,33.76478,-84.33367,82,False,True,,False,2023-07-20,19:34:48,Very Sad,2023-07-20 19:34:48,19,20,7,4
2023-07-20 19:41:28,New York,29,221,33.7653,-84.33531,81,False,True,,False,2023-07-20,19:41:28,Very Sad,2023-07-20 19:41:28,19,20,7,4
2023-07-21 18:39:37,New York,29,1239,39.11363,-84.55702,56,True,False,"automobile,rugby football,bird",False,2023-07-21,18:39:37,Happy,2023-07-21 18:39:37,18,21,7,5
2023-07-22 20:37:51,New York,29,1251,38.24605,-85.72896,76,True,True,multiple musical notes,False,2023-07-22,20:37:51,Extremely Happy,2023-07-22 20:37:51,20,22,7,6
2023-07-26 13:54:09,New York,29,921,42.77337,-71.23347,57,False,False,"automobile,taxi,delivery truck,hammer",False,2023-07-26,13:54:09,Very Sad,2023-07-26 13:54:09,13,26,7,3
2023-07-27 08:05:04,New York,29,1127,40.67424,-73.90677,74,False,True,"tractor,hammer",False,2023-07-27,08:05:04,Somewhat Sad,2023-07-27 08:05:04,8,27,7,4
2023-07-27 19:06:29,New York,29,1078,38.88229,-77.10976,76,False,True,,False,2023-07-27,19:06:29,Very Sad,2023-07-27 19:06:29,19,27,7,4
2023-07-28 12:25:42,New York,29,921,42.77331,-71.23363,63,False,False,"taxi,automobile,delivery truck,hammer",False,2023-07-28,12:25:42,Somewhat Sad,2023-07-28 12:25:42,12,28,7,5
2023-07-28 14:48:10,New York,29,1294,42.48002,-76.4512,53,True,True,,False,2023-07-28,14:48:10,Happy,2023-07-28 14:48:10,14,28,7,5
2023-08-05 17:19:04,New York,29,130,43.03651,-76.13657,85,False,True,,False,2023-08-05,17:19:04,Neutral,2023-08-05 17:19:04,17,5,8,6
2023-08-05 18:19:07,New York,29,1086,42.13127,-80.08632,63,False,True,wind blowing face,False,2023-08-05,18:19:07,Very Sad,2023-08-05 18:19:07,18,5,8,6
2023-08-05 19:31:00,New York,29,130,43.03625,-76.13651,82,False,True,,False,2023-08-05,19:31:00,Neutral,2023-08-05 19:31:00,19,5,8,6
2023-08-07 22:58:31,New York,29,1313,39.27085,-76.61205,56,False,False,"cricket,frog face,thunder cloud and rain,night with stars",False,2023-08-07,22:58:31,Neutral,2023-08-07 22:58:31,22,7,8,1
2023-08-08 16:52:10,New York,29,1315,37.4664,-84.21784,46,False,True,,False,2023-08-08,16:52:10,Happy,2023-08-08 16:52:10,16,8,8,2
2023-08-08 16:54:09,New York,29,1315,37.4664,-84.21784,51,False,False,"null,cricket",False,2023-08-08,16:54:09,Extremely Happy,2023-08-08 16:54:09,16,8,8,2
2023-08-08 16:54:09,New York,29,1315,37.4664,-84.21784,51,False,False,"null,cricket",False,2023-08-08,16:54:09,Extremely Happy,2023-08-08 16:54:09,16,8,8,2
2023-08-10 20:47:33,New York,29,1313,39.27086,-76.6121,61,True,False,"airplane,helicopter,speaking head in silhouette,cricket,control knobs",False,2023-08-10,20:47:33,Neutral,2023-08-10 20:47:33,20,10,8,4
2023-08-11 17:46:44,New York,29,130,43.03483,-76.16345,78,False,False,,False,2023-08-11,17:46:44,Very Sad,2023-08-11 17:46:44,17,11,8,5
2023-08-12 10:23:48,New York,29,1088,42.1395,-80.0138,74,False,False,,False,2023-08-12,10:23:48,Very Sad,2023-08-12 10:23:48,10,12,8,6
2023-08-12 12:51:44,New York,29,1086,42.13138,-80.08626,66,False,True,wind blowing face,False,2023-08-12,12:51:44,Somewhat Sad,2023-08-12 12:51:44,12,12,8,6
2023-08-14 17:19:35,New York,29,1328,36.07373,-83.90124,48,False,True,,False,2023-08-14,17:19:35,Neutral,2023-08-14 17:19:35,17,14,8,1
2023-08-16 04:47:10,New York,29,1086,42.13141,-80.08647,67,False,True,hammer,False,2023-08-16,04:47:10,Somewhat Sad,2023-08-16 04:47:10,4,16,8,3
2023-08-16 14:22:18,New York,29,1332,38.87563,-77.28914,62,True,True,,False,2023-08-16,14:22:18,Extremely Happy,2023-08-16 14:22:18,14,16,8,3
2023-08-23 10:58:47,New York,29,1088,42.10799,-80.13618,68,False,True,,False,2023-08-23,10:58:47,Somewhat Sad,2023-08-23 10:58:47,10,23,8,3
2023-08-29 22:49:12,New York,29,1348,40.87078,-73.91808,48,True,True,television,False,2023-08-29,22:49:12,Happy,2023-08-29 22:49:12,22,29,8,2
2023-08-30 01:19:55,New York,29,1348,40.87078,-73.91808,60,True,True,gear,False,2023-08-30,01:19:55,Neutral,2023-08-30 01:19:55,1,30,8,3
2023-08-30 13:13:32,New York,29,1348,40.75121,-73.97702,53,False,True,"desktop computer,speaking head in silhouette,office building",False,2023-08-30,13:13:32,Neutral,2023-08-30 13:13:32,13,30,8,3
2023-08-30 19:41:50,New York,29,1088,42.1366,-80.08691,53,False,True,,False,2023-08-30,19:41:50,Somewhat Sad,2023-08-30 19:41:50,19,30,8,3
2023-08-31 02:09:45,New York,29,1348,40.87076,-73.91815,45,False,True,gear,False,2023-08-31,02:09:45,Happy,2023-08-31 02:09:45,2,31,8,4
2023-08-31 12:02:53,New York,29,130,43.02814,-76.13638,39,False,True,,False,2023-08-31,12:02:53,Happy,2023-08-31 12:02:53,12,31,8,4
2023-08-31 14:34:25,New York,29,130,43.02813,-76.13648,39,False,True,,False,2023-08-31,14:34:25,Happy,2023-08-31 14:34:25,14,31,8,4
2023-09-02 21:05:17,New York,29,539,40.86622,-73.92787,83,False,False,speaker with three sound waves,False,2023-09-02,21:05:17,Very Sad,2023-09-02 21:05:17,21,2,9,6
2023-09-02 21:05:17,New York,29,539,40.86622,-73.92787,83,False,False,,False,2023-09-02,21:05:17,Very Sad,2023-09-02 21:05:17,21,2,9,6
2023-09-05 19:13:01,New York,29,1086,42.13132,-80.08649,60,False,True,office building,False,2023-09-05,19:13:01,Very Sad,2023-09-05 19:13:01,19,5,9,2
2023-09-06 09:16:11,New York,29,1088,42.10771,-80.13633,66,False,True,,False,2023-09-06,09:16:11,Somewhat Sad,2023-09-06 09:16:11,9,6,9,3
2023-09-16 08:02:09,New York,29,1361,43.08629,-78.97172,53,True,False,,False,2023-09-16,08:02:09,Neutral,2023-09-16 08:02:09,8,16,9,6
2023-09-16 08:04:08,New York,29,1361,43.08642,-78.97193,53,True,False,,False,2023-09-16,08:04:08,Neutral,2023-09-16 08:04:08,8,16,9,6
2023-09-16 08:07:49,New York,29,1361,43.08631,-78.97186,55,True,False,"automobile,vertical traffic light,delivery truck,bus,speedboat,building construction,tractor,film projector,factory,desktop computer,adult+microphone,bird,cricket,null,dog",False,2023-09-16,08:07:49,Neutral,2023-09-16 08:07:49,8,16,9,6
2023-09-16 08:16:26,New York,29,1361,43.09607,-79.05546,49,True,True,,False,2023-09-16,08:16:26,Happy,2023-09-16 08:16:26,8,16,9,6
2023-09-17 18:06:49,New York,29,1356,40.86816,-73.92691,66,False,True,multiple musical notes,False,2023-09-17,18:06:49,Very Sad,2023-09-17 18:06:49,18,17,9,7
2023-09-17 18:12:58,New York,29,1366,40.86474,-73.92839,49,False,True,"multiple musical notes,microphone",False,2023-09-17,18:12:58,Somewhat Sad,2023-09-17 18:12:58,18,17,9,7
2023-09-17 18:45:53,New York,29,1086,42.13138,-80.0865,60,False,True,,False,2023-09-17,18:45:53,Very Sad,2023-09-17 18:45:53,18,17,9,7
2023-09-22 18:43:11,New York,29,130,33.63476,-84.42147,82,False,True,airplane,False,2023-09-22,18:43:11,Neutral,2023-09-22 18:43:11,18,22,9,5
2023-09-22 20:45:35,New York,29,539,40.86675,-73.92858,83,False,False,,False,2023-09-22,20:45:35,Very Sad,2023-09-22 20:45:35,20,22,9,5
2023-09-22 20:51:14,New York,29,539,40.86576,-73.92751,84,False,False,,False,2023-09-22,20:51:14,Very Sad,2023-09-22 20:51:14,20,22,9,5
2023-09-24 18:43:58,New York,29,539,40.86589,-73.92786,83,False,False,,False,2023-09-24,18:43:58,Very Sad,2023-09-24 18:43:58,18,24,9,7
2023-09-28 11:11:42,New York,29,1383,26.12071,-80.14316,49,False,True,"man+personal computer,card file box",False,2023-09-28,11:11:42,Happy,2023-09-28 11:11:42,11,28,9,4
2023-10-01 10:55:02,New York,19,439,40.86599,-73.92788,80,False,False,,False,2023-10-01,10:55:02,Somewhat Sad,2023-10-01 10:55:02,10,1,10,7
2023-10-03 08:28:29,New York,29,1088,41.09742,-75.39129,59,False,False,,False,2023-10-03,08:28:29,Somewhat Sad,2023-10-03 08:28:29,8,3,10,2
2023-10-03 16:59:28,New York,29,1088,41.04577,-75.31257,68,False,False,automobile,False,2023-10-03,16:59:28,Very Sad,2023-10-03 16:59:28,16,3,10,2
2023-10-12 13:16:21,New York,29,1383,26.1208,-80.14274,62,False,True,baby,False,2023-10-12,13:16:21,Happy,2023-10-12 13:16:21,13,12,10,4
