Start date/time in UTC,Timezone,Duration (s),Observer ID,Latitude,Longitude,Mean volume (dBA),Could control noise exposure,Indoors,Noise_Source,Nominated as noise refuge,Start date UTC,Start time UTC,Mood_scale,timestamp,hour_of_day,day_of_month,month,day_of_week
2022-05-29 06:41:02,New York,28,205,42.03958,-70.09716,42,False,False,"automobile,delivery truck",False,2022-05-29,06:41:02,Somewhat Sad,2022-05-29 06:41:02,6,29,5,7
2022-05-29 18:27:22,New York,29,359,40.50192,-75.71807,72,False,False,,False,2022-05-29,18:27:22,Very Sad,2022-05-29 18:27:22,18,29,5,7
2022-05-30 19:13:12,New York,29,359,40.50704,-75.70284,74,False,False,,False,2022-05-30,19:13:12,Very Sad,2022-05-30 19:13:12,19,30,5,1
2022-05-30 19:15:00,New York,29,359,40.50703,-75.70276,75,False,False,,False,2022-05-30,19:15:00,Very Sad,2022-05-30 19:15:00,19,30,5,1
2022-05-30 20:53:27,New York,29,205,42.03974,-70.09698,42,False,True,water wave,False,2022-05-30,20:53:27,Happy,2022-05-30 20:53:27,20,30,5,1
2022-06-01 18:33:35,New York,29,359,40.50593,-75.70201,75,False,False,,False,2022-06-01,18:33:35,Very Sad,2022-06-01 18:33:35,18,1,6,3
2022-06-02 19:04:32,New York,29,359,40.50724,-75.70282,75,False,False,,False,2022-06-02,19:04:32,Very Sad,2022-06-02 19:04:32,19,2,6,4
2022-06-06 18:48:04,New York,29,67,40.01013,-75.23147,77,False,True,rolling on the floor laughing,False,2022-06-06,18:48:04,Somewhat Sad,2022-06-06 18:48:04,18,6,6,1
2022-06-08 18:03:53,New York,29,359,40.50712,-75.70283,75,False,False,,False,2022-06-08,18:03:53,Very Sad,2022-06-08 18:03:53,18,8,6,3
2022-06-08 19:56:37,New York,29,67,39.90083,-75.16677,83,False,False,,False,2022-06-08,19:56:37,Very Sad,2022-06-08 19:56:37,19,8,6,3
2022-06-09 11:35:09,New York,29,391,41.47533,-81.45102,39,True,True,man+personal computer,True,2022-06-09,11:35:09,Neutral,2022-06-09 11:35:09,11,9,6,4
2022-06-11 17:22:34,New York,29,227,33.79039,-84.20512,42,False,True,,False,2022-06-11,17:22:34,Neutral,2022-06-11 17:22:34,17,11,6,6
2022-06-12 16:41:03,New York,29,205,43.0314,-76.14131,73,False,False,,False,2022-06-12,16:41:03,Very Sad,2022-06-12 16:41:03,16,12,6,7
2022-06-14 01:25:37,New York,29,130,43.02812,-76.13645,44,False,True,automobile,False,2022-06-14,01:25:37,Somewhat Sad,2022-06-14 01:25:37,1,14,6,2
2022-06-16 14:50:07,New York,29,130,40.75471,-73.98423,72,False,False,,False,2022-06-16,14:50:07,Neutral,2022-06-16 14:50:07,14,16,6,4
2022-06-16 20:51:54,New York,29,130,40.81279,-74.07445,83,False,False,"multiple musical notes,microphone,trumpet",False,2022-06-16,20:51:54,Neutral,2022-06-16 20:51:54,20,16,6,4
2022-06-18 21:04:47,New York,29,403,35.31303,-81.00822,60,False,False,,False,2022-06-18,21:04:47,Happy,2022-06-18 21:04:47,21,18,6,6
2022-06-18 21:05:53,New York,29,403,35.31315,-81.00841,54,True,False,"dog,cricket,deciduous tree,frog face",False,2022-06-18,21:05:53,Extremely Happy,2022-06-18 21:05:53,21,18,6,6
2022-06-20 15:37:03,New York,29,406,40.61154,-75.37914,48,False,True,,False,2022-06-20,15:37:03,Neutral,2022-06-20 15:37:03,15,20,6,1
2022-06-21 14:44:32,New York,29,141,40.90719,-73.78126,74,False,False,,False,2022-06-21,14:44:32,Very Sad,2022-06-21 14:44:32,14,21,6,2
2022-06-21 18:28:55,New York,29,408,41.88646,-73.8207,28,True,True,,True,2022-06-21,18:28:55,Extremely Happy,2022-06-21 18:28:55,18,21,6,2
2022-06-24 09:27:59,New York,29,408,41.88559,-73.82087,45,False,False,,True,2022-06-24,09:27:59,Happy,2022-06-24 09:27:59,9,24,6,5
2022-06-24 16:48:26,New York,29,141,40.90746,-73.78204,82,False,False,,False,2022-06-24,16:48:26,Very Sad,2022-06-24 16:48:26,16,24,6,5
2022-06-24 17:23:32,New York,29,408,39.8748,-75.24377,72,False,True,airplane,False,2022-06-24,17:23:32,Somewhat Sad,2022-06-24 17:23:32,17,24,6,5
2022-06-25 00:05:24,New York,29,408,47.65582,-114.6724,85,False,True,airplane,False,2022-06-25,00:05:24,Somewhat Sad,2022-06-25 00:05:24,0,25,6,6
2022-06-25 08:06:11,New York,29,421,39.34906,-83.00017,61,False,False,"automobile,racing motorcycle,null",False,2022-06-25,08:06:11,Neutral,2022-06-25 08:06:11,8,25,6,6
2022-06-25 13:07:01,New York,29,422,33.73733,-84.43029,71,True,False,"automobile,racing motorcycle,multiple musical notes,speaker with three sound waves,speaking head in silhouette",False,2022-06-25,13:07:01,Happy,2022-06-25 13:07:01,13,25,6,6
2022-06-29 21:33:18,New York,29,426,32.53701,-82.92906,49,False,True,desktop computer,False,2022-06-29,21:33:18,Neutral,2022-06-29 21:33:18,21,29,6,3
2022-06-30 13:15:22,New York,29,427,40.77802,-73.98274,69,False,False,,False,2022-06-30,13:15:22,Neutral,2022-06-30 13:15:22,13,30,6,4
2022-06-30 18:30:04,New York,29,456,42.47026,-71.06899,62,True,True,,False,2022-06-30,18:30:04,Neutral,2022-06-30 18:30:04,18,30,6,4
2022-06-30 19:45:28,New York,29,427,40.84882,-73.93951,75,False,True,,False,2022-06-30,19:45:28,Somewhat Sad,2022-06-30 19:45:28,19,30,6,4
2022-07-01 08:40:28,New York,29,130,43.04886,-76.17059,73,False,False,,False,2022-07-01,08:40:28,Neutral,2022-07-01 08:40:28,8,1,7,5
2022-07-01 19:02:16,New York,29,130,43.02752,-76.13616,52,False,False,bird,False,2022-07-01,19:02:16,Neutral,2022-07-01 19:02:16,19,1,7,5
2022-07-01 22:38:55,New York,29,331,40.83515,-73.94376,56,False,True,"multiple musical notes,party popper,speaker with three sound waves",True,2022-07-01,22:38:55,Very Sad,2022-07-01 22:38:55,22,1,7,5
2022-07-02 00:24:33,New York,29,435,40.86321,-73.91859,70,True,True,,False,2022-07-02,00:24:33,Very Sad,2022-07-02 00:24:33,0,2,7,6
2022-07-02 01:59:59,New York,29,432,40.8635,-73.92664,57,False,True,,False,2022-07-02,01:59:59,Very Sad,2022-07-02 01:59:59,1,2,7,6
2022-07-03 17:29:00,New York,29,422,33.72575,-84.42386,55,True,False,"automobile,collision symbol,multiple musical notes,speaking head in silhouette,deciduous tree,bird,thunder cloud and rain",False,2022-07-03,17:29:00,Happy,2022-07-03 17:29:00,17,3,7,7
2022-07-04 00:26:20,New York,29,431,40.86304,-73.92736,81,False,False,,False,2022-07-04,00:26:20,Neutral,2022-07-04 00:26:20,0,4,7,1
2022-07-04 00:32:12,New York,29,431,40.86305,-73.92735,80,False,False,,False,2022-07-04,00:32:12,Somewhat Sad,2022-07-04 00:32:12,0,4,7,1
2022-07-04 00:55:54,New York,29,431,40.86309,-73.92736,80,False,False,,False,2022-07-04,00:55:54,Somewhat Sad,2022-07-04 00:55:54,0,4,7,1
2022-07-04 22:57:08,New York,29,437,40.85489,-73.9376,53,False,False,,False,2022-07-04,22:57:08,Very Sad,2022-07-04 22:57:08,22,4,7,1
2022-07-04 22:58:36,New York,29,437,40.85489,-73.9376,57,False,False,fireworks,False,2022-07-04,22:58:36,Very Sad,2022-07-04 22:58:36,22,4,7,1
2022-07-04 23:14:15,New York,25,439,40.86779,-73.92664,65,False,False,,False,2022-07-04,23:14:15,Somewhat Sad,2022-07-04 23:14:15,23,4,7,1
2022-07-04 23:15:50,New York,24,439,40.86779,-73.92664,71,False,False,,False,2022-07-04,23:15:50,Somewhat Sad,2022-07-04 23:15:50,23,4,7,1
2022-07-04 23:17:17,New York,29,439,40.86779,-73.92664,73,False,False,,False,2022-07-04,23:17:17,Somewhat Sad,2022-07-04 23:17:17,23,4,7,1
2022-07-04 23:29:30,New York,29,440,40.82499,-73.94163,66,False,True,fireworks,False,2022-07-04,23:29:30,Very Sad,2022-07-04 23:29:30,23,4,7,1
2022-07-04 23:30:54,New York,29,440,40.82499,-73.94163,67,False,True,"null,fireworks",False,2022-07-04,23:30:54,Very Sad,2022-07-04 23:30:54,23,4,7,1
2022-07-04 23:58:52,New York,29,442,40.85693,-73.92778,78,False,True,"racing motorcycle,taxi,speaker with three sound waves,microphone,party popper,null,fireworks,speaking head in silhouette",True,2022-07-04,23:58:52,Very Sad,2022-07-04 23:58:52,23,4,7,1
2022-07-05 00:14:40,New York,29,431,40.86304,-73.92737,78,False,False,,False,2022-07-05,00:14:40,Somewhat Sad,2022-07-05 00:14:40,0,5,7,2
2022-07-05 01:11:23,New York,29,442,40.85702,-73.92776,81,False,True,"multiple musical notes,speaker with three sound waves,null,null,speaking head in silhouette",True,2022-07-05,01:11:23,Very Sad,2022-07-05 01:11:23,1,5,7,2
2022-07-07 19:56:55,New York,29,130,43.02912,-76.16165,67,False,False,national park,True,2022-07-07,19:56:55,Neutral,2022-07-07 19:56:55,19,7,7,4
2022-07-10 01:58:58,New York,29,331,40.83513,-73.94373,38,False,True,"party popper,multiple musical notes,speaker with three sound waves,rolling on the floor laughing",True,2022-07-10,01:58:58,Very Sad,2022-07-10 01:58:58,1,10,7,7
2022-07-10 02:02:03,New York,29,331,40.83516,-73.94365,55,False,True,"party popper,multiple musical notes,speaker with three sound waves,dancer,rolling on the floor laughing",True,2022-07-10,02:02:03,Very Sad,2022-07-10 02:02:03,2,10,7,7
2022-07-10 13:16:01,New York,30,431,40.86309,-73.92737,75,False,False,,False,2022-07-10,13:16:01,Very Sad,2022-07-10 13:16:01,13,10,7,7
2022-07-10 20:18:00,New York,29,457,40.84607,-73.9383,79,False,True,,False,2022-07-10,20:18:00,Very Sad,2022-07-10 20:18:00,20,10,7,7
2022-07-12 00:55:17,New York,29,432,40.86351,-73.92698,74,False,False,"tractor,hammer and wrench",False,2022-07-12,00:55:17,Very Sad,2022-07-12 00:55:17,0,12,7,2
2022-07-15 19:58:35,New York,29,464,41.11369,-81.53434,48,True,False,"deciduous tree,null",False,2022-07-15,19:58:35,Happy,2022-07-15 19:58:35,19,15,7,5
2022-07-15 19:58:57,New York,29,457,40.84601,-73.93813,73,False,True,,False,2022-07-15,19:58:57,Very Sad,2022-07-15 19:58:57,19,15,7,5
2022-07-16 23:36:55,New York,29,431,40.86323,-73.92726,81,False,False,,False,2022-07-16,23:36:55,Somewhat Sad,2022-07-16 23:36:55,23,16,7,6
2022-07-17 17:57:43,New York,29,440,40.82499,-73.94164,80,False,False,speaker with three sound waves,False,2022-07-17,17:57:43,Very Sad,2022-07-17 17:57:43,17,17,7,7
2022-07-17 19:28:12,New York,29,457,40.84613,-73.93842,83,False,True,,False,2022-07-17,19:28:12,Very Sad,2022-07-17 19:28:12,19,17,7,7
2022-07-18 07:27:48,New York,29,300,33.7477,-84.46794,44,True,True,,False,2022-07-18,07:27:48,Neutral,2022-07-18 07:27:48,7,18,7,1
2022-07-19 14:31:01,New York,29,141,40.90688,-73.78099,74,False,False,"hammer,null,tractor",False,2022-07-19,14:31:01,Very Sad,2022-07-19 14:31:01,14,19,7,2
2022-07-19 14:36:52,New York,29,141,40.9068,-73.78094,74,False,False,,False,2022-07-19,14:36:52,Very Sad,2022-07-19 14:36:52,14,19,7,2
2022-07-19 14:37:44,New York,24,141,40.90718,-73.78089,71,False,False,,False,2022-07-19,14:37:44,Very Sad,2022-07-19 14:37:44,14,19,7,2
2022-07-20 08:23:13,New York,28,130,43.03123,-76.14103,68,False,False,,False,2022-07-20,08:23:13,Neutral,2022-07-20 08:23:13,8,20,7,3
2022-07-21 14:49:07,New York,29,480,33.87756,-77.99811,53,True,True,,False,2022-07-21,14:49:07,Happy,2022-07-21 14:49:07,14,21,7,4
2022-07-21 19:29:52,New York,29,130,43.03929,-76.14396,77,False,False,factory,False,2022-07-21,19:29:52,Very Sad,2022-07-21 19:29:52,19,21,7,4
2022-07-24 10:54:13,New York,29,242,33.88965,-84.2792,38,True,True,bird,False,2022-07-24,10:54:13,Happy,2022-07-24 10:54:13,10,24,7,7
2022-07-25 02:32:41,New York,29,431,40.86315,-73.92736,80,False,False,multiple musical notes,False,2022-07-25,02:32:41,Very Sad,2022-07-25 02:32:41,2,25,7,1
2022-07-27 20:05:22,New York,29,493,41.47513,-81.46293,54,False,False,,False,2022-07-27,20:05:22,Neutral,2022-07-27 20:05:22,20,27,7,3
2022-07-28 18:19:46,New York,29,464,41.40141,-82.22231,51,False,False,"hammer and wrench,deciduous tree",False,2022-07-28,18:19:46,Neutral,2022-07-28 18:19:46,18,28,7,4
2022-07-31 19:21:47,New York,29,130,43.02808,-76.13648,64,False,True,"multiple musical notes,speaker with three sound waves,automobile",False,2022-07-31,19:21:47,Somewhat Sad,2022-07-31 19:21:47,19,31,7,7
2022-08-09 17:05:51,New York,29,130,43.02813,-76.13644,51,False,True,motorway,False,2022-08-09,17:05:51,Neutral,2022-08-09 17:05:51,17,9,8,2
2022-08-09 21:38:44,New York,29,521,43.01858,-75.99521,59,True,True,television,False,2022-08-09,21:38:44,Happy,2022-08-09 21:38:44,21,9,8,2
2022-08-11 15:41:09,New York,29,141,40.90702,-73.781,73,False,False,,False,2022-08-11,15:41:09,Very Sad,2022-08-11 15:41:09,15,11,8,4
2022-08-11 15:42:51,New York,29,141,40.90698,-73.7809,69,False,False,,False,2022-08-11,15:42:51,Very Sad,2022-08-11 15:42:51,15,11,8,4
2022-08-12 19:11:22,New York,29,526,41.37179,-71.49315,62,True,True,,False,2022-08-12,19:11:22,Neutral,2022-08-12 19:11:22,19,12,8,5
2022-08-17 18:35:43,New York,29,532,40.82965,-73.94658,76,False,False,"automobile,multiple musical notes",False,2022-08-17,18:35:43,Very Sad,2022-08-17 18:35:43,18,17,8,3
2022-08-18 16:42:15,New York,29,69,42.45097,-76.50923,76,True,False,speaker with three sound waves,False,2022-08-18,16:42:15,Somewhat Sad,2022-08-18 16:42:15,16,18,8,4
2022-08-20 01:08:17,New York,29,300,33.748,-84.46807,61,False,True,,False,2022-08-20,01:08:17,Neutral,2022-08-20 01:08:17,1,20,8,6
2022-08-21 13:10:11,New York,29,464,41.18796,-81.57961,51,False,False,"deciduous tree,duck,frog face",False,2022-08-21,13:10:11,Extremely Happy,2022-08-21 13:10:11,13,21,8,7
2022-08-22 14:59:52,New York,29,130,43.02819,-76.13644,44,False,True,bird,False,2022-08-22,14:59:52,Happy,2022-08-22 14:59:52,14,22,8,1
2022-08-22 15:39:37,New York,29,62,42.47991,-76.45104,54,True,True,,False,2022-08-22,15:39:37,Happy,2022-08-22 15:39:37,15,22,8,1
2022-08-27 13:08:29,New York,29,130,43.07271,-76.22096,79,False,False,"speaker with three sound waves,stadium",False,2022-08-27,13:08:29,Neutral,2022-08-27 13:08:29,13,27,8,6
2022-08-27 18:48:17,New York,29,539,40.86605,-73.92782,80,False,False,,False,2022-08-27,18:48:17,Somewhat Sad,2022-08-27 18:48:17,18,27,8,6
2022-08-27 23:32:12,New York,29,432,40.8635,-73.92683,66,False,True,"multiple musical notes,speaker with three sound waves,microphone,public address loudspeaker,speaking head in silhouette",False,2022-08-27,23:32:12,Somewhat Sad,2022-08-27 23:32:12,23,27,8,6
2022-08-28 18:24:46,New York,29,432,40.86346,-73.92688,80,False,False,"party popper,multiple musical notes,drum with drumsticks,public address loudspeaker,speaker with three sound waves",False,2022-08-28,18:24:46,Very Sad,2022-08-28 18:24:46,18,28,8,7
2022-08-28 22:54:53,New York,29,554,40.82571,-73.92593,77,False,False,"multiple musical notes,party popper",False,2022-08-28,22:54:53,Very Sad,2022-08-28 22:54:53,22,28,8,7
2022-08-31 17:59:48,New York,29,562,39.94713,-82.99504,47,True,True,"automobile,church,woman,woman,deciduous tree,dog,bird",False,2022-08-31,17:59:48,Happy,2022-08-31 17:59:48,17,31,8,3
2022-09-02 03:41:38,New York,29,566,40.90287,-75.14276,39,True,True,,False,2022-09-02,03:41:38,Extremely Happy,2022-09-02 03:41:38,3,2,9,5
2022-09-02 03:57:44,New York,29,566,40.90289,-75.14271,38,True,True,,False,2022-09-02,03:57:44,Happy,2022-09-02 03:57:44,3,2,9,5
2022-09-02 20:57:18,New York,29,457,40.84592,-73.93854,68,False,False,,False,2022-09-02,20:57:18,Very Sad,2022-09-02 20:57:18,20,2,9,5
2022-09-02 21:02:32,New York,29,457,40.8458,-73.93782,70,False,False,,False,2022-09-02,21:02:32,Very Sad,2022-09-02 21:02:32,21,2,9,5
2022-09-04 03:03:04,New York,29,570,40.87064,-73.91837,59,False,False,,False,2022-09-04,03:03:04,Very Sad,2022-09-04 03:03:04,3,4,9,7
2022-09-04 15:57:43,New York,29,457,40.84574,-73.93839,83,False,True,,False,2022-09-04,15:57:43,Very Sad,2022-09-04 15:57:43,15,4,9,7
2022-09-06 10:32:28,New York,29,145,33.7427,-84.42406,58,False,False,,True,2022-09-06,10:32:28,Neutral,2022-09-06 10:32:28,10,6,9,2
2022-09-10 19:25:19,New York,28,539,40.86654,-73.92857,81,True,False,radio,False,2022-09-10,19:25:19,Very Sad,2022-09-10 19:25:19,19,10,9,6
2022-09-11 09:31:56,New York,29,583,40.86174,-73.9215,68,False,True,"automobile,delivery truck",True,2022-09-11,09:31:56,Very Sad,2022-09-11 09:31:56,9,11,9,7
2022-09-13 10:38:14,New York,29,539,40.86589,-73.92347,76,True,False,"radio,serious face with symbols covering mouth",False,2022-09-13,10:38:14,Very Sad,2022-09-13 10:38:14,10,13,9,2
2022-09-13 10:38:14,New York,29,539,40.86589,-73.92347,76,True,False,,False,2022-09-13,10:38:14,Very Sad,2022-09-13 10:38:14,10,13,9,2
2022-09-17 13:21:32,New York,29,539,40.86601,-73.92772,72,True,False,,False,2022-09-17,13:21:32,Very Sad,2022-09-17 13:21:32,13,17,9,6
2022-09-17 18:12:31,New York,29,539,40.86612,-73.9281,80,True,False,,False,2022-09-17,18:12:31,Very Sad,2022-09-17 18:12:31,18,17,9,6
2022-09-18 04:52:41,New York,29,439,40.86781,-73.92669,56,False,True,,False,2022-09-18,04:52:41,Somewhat Sad,2022-09-18 04:52:41,4,18,9,7
2022-09-18 05:29:25,New York,25,439,40.86737,-73.92701,69,False,True,,False,2022-09-18,05:29:25,Very Sad,2022-09-18 05:29:25,5,18,9,7
2022-09-18 16:58:19,New York,29,439,40.86573,-73.92749,79,False,False,,False,2022-09-18,16:58:19,Neutral,2022-09-18 16:58:19,16,18,9,7
2022-09-23 22:59:03,New York,29,603,33.73203,-84.39455,51,False,True,"railway track,motorway,man+personal computer,sleeping accommodation,dog face",False,2022-09-23,22:59:03,Happy,2022-09-23 22:59:03,22,23,9,5
2022-09-24 05:31:36,New York,29,145,35.87783,-78.79389,60,False,True,,False,2022-09-24,05:31:36,Neutral,2022-09-24 05:31:36,5,24,9,6
2022-09-24 18:11:39,New York,29,539,40.86678,-73.9282,82,False,False,,False,2022-09-24,18:11:39,Very Sad,2022-09-24 18:11:39,18,24,9,6
2022-10-07 18:25:09,New York,29,603,33.98307,-84.56927,58,False,True,"desktop computer,gear,office building",False,2022-10-07,18:25:09,Happy,2022-10-07 18:25:09,18,7,10,5
2022-10-07 18:28:58,New York,29,603,33.98294,-84.56961,68,False,False,"automobile,taxi,bus,delivery truck,hammer,building construction",False,2022-10-07,18:28:58,Neutral,2022-10-07 18:28:58,18,7,10,5
2022-10-07 19:14:13,New York,29,603,33.8503,-84.42953,63,False,True,gear,False,2022-10-07,19:14:13,Somewhat Sad,2022-10-07 19:14:13,19,7,10,5
2022-10-07 19:15:53,New York,29,603,33.85032,-84.42953,79,False,False,"gear,convenience store,shopping trolley,negative squared latin capital letter p",False,2022-10-07,19:15:53,Very Sad,2022-10-07 19:15:53,19,7,10,5
2022-10-08 12:58:34,New York,29,576,40.87238,-73.91678,69,False,False,,False,2022-10-08,12:58:34,Somewhat Sad,2022-10-08 12:58:34,12,8,10,6
2022-10-08 13:00:34,New York,29,576,40.8726,-73.91784,70,False,False,,False,2022-10-08,13:00:34,Very Sad,2022-10-08 13:00:34,13,8,10,6
2022-10-10 14:57:24,New York,29,426,32.53747,-82.92994,52,True,False,owl,False,2022-10-10,14:57:24,Happy,2022-10-10 14:57:24,14,10,10,1
2022-10-15 18:10:35,New York,29,539,40.86605,-73.92782,85,False,False,,False,2022-10-15,18:10:35,Very Sad,2022-10-15 18:10:35,18,15,10,6
2022-10-15 18:11:45,New York,29,539,40.86591,-73.92771,84,False,False,,False,2022-10-15,18:11:45,Very Sad,2022-10-15 18:11:45,18,15,10,6
2022-10-21 20:42:17,New York,29,619,36.82668,-76.41428,78,False,True,"multiple musical notes,high-heeled shoe",False,2022-10-21,20:42:17,Somewhat Sad,2022-10-21 20:42:17,20,21,10,5
2022-10-22 13:42:28,New York,29,426,32.5418,-82.90279,51,True,True,,True,2022-10-22,13:42:28,Extremely Happy,2022-10-22 13:42:28,13,22,10,6
2022-10-30 19:14:32,New York,29,145,33.65969,-84.50019,64,False,True,,False,2022-10-30,19:14:32,Very Sad,2022-10-30 19:14:32,19,30,10,7
2022-11-04 14:27:42,New York,29,130,43.02816,-76.13634,57,False,True,,False,2022-11-04,14:27:42,Neutral,2022-11-04 14:27:42,14,4,11,5
2022-11-18 19:50:38,New York,29,663,40.69503,-73.93078,62,True,True,desktop computer,True,2022-11-18,19:50:38,Neutral,2022-11-18 19:50:38,19,18,11,5
2022-11-20 15:09:59,New York,29,716,40.69516,-73.93065,61,True,True,"racing motorcycle,rolling on the floor laughing",False,2022-11-20,15:09:59,Neutral,2022-11-20 15:09:59,15,20,11,7
2022-11-22 00:27:52,New York,29,242,33.88966,-84.27924,49,False,True,,False,2022-11-22,00:27:52,Neutral,2022-11-22 00:27:52,0,22,11,2
2022-12-02 20:23:24,New York,28,130,43.03223,-76.08874,76,False,True,"american football,multiple musical notes",False,2022-12-02,20:23:24,Somewhat Sad,2022-12-02 20:23:24,20,2,12,5
2022-12-02 20:23:24,New York,28,130,43.03223,-76.08874,76,False,True,"american football,multiple musical notes",False,2022-12-02,20:23:24,Somewhat Sad,2022-12-02 20:23:24,20,2,12,5
2022-12-13 11:19:45,New York,29,735,43.75661,-71.69028,62,True,True,,True,2022-12-13,11:19:45,Extremely Happy,2022-12-13 11:19:45,11,13,12,2
2022-12-13 12:12:29,New York,29,736,43.75858,-71.69067,49,True,True,wind blowing face,False,2022-12-13,12:12:29,Extremely Happy,2022-12-13 12:12:29,12,13,12,2
2022-12-22 08:45:51,New York,29,746,28.52245,-81.22514,66,True,True,,False,2022-12-22,08:45:51,Somewhat Sad,2022-12-22 08:45:51,8,22,12,4
2022-12-28 15:06:34,New York,29,333,44.45404,-73.1789,43,False,True,"automobile,motorway,delivery truck,airplane,airplane departure,helicopter",False,2022-12-28,15:06:34,Neutral,2022-12-28 15:06:34,15,28,12,3
2023-01-07 18:32:56,New York,29,487,40.85552,-73.93372,68,False,True,,False,2023-01-07,18:32:56,Neutral,2023-01-07 18:32:56,18,7,1,6
2023-01-08 15:02:01,New York,29,145,33.66678,-84.44575,75,True,False,,True,2023-01-08,15:02:01,Neutral,2023-01-08 15:02:01,15,8,1,7
2023-01-11 10:01:25,New York,29,755,43.58778,-70.33528,57,False,False,"automobile,delivery truck,bird",False,2023-01-11,10:01:25,Happy,2023-01-11 10:01:25,10,11,1,3
2023-01-11 10:06:52,New York,29,755,43.58778,-70.33525,42,False,True,"automobile,delivery truck",False,2023-01-11,10:06:52,Neutral,2023-01-11 10:06:52,10,11,1,3
2023-01-11 19:13:11,New York,29,735,43.45866,-71.56127,73,False,True,hamburger,False,2023-01-11,19:13:11,Very Sad,2023-01-11 19:13:11,19,11,1,3
2023-01-12 14:13:50,New York,29,755,43.58762,-70.33382,73,False,False,"delivery truck,automobile,railway track",False,2023-01-12,14:13:50,Happy,2023-01-12 14:13:50,14,12,1,4
2023-01-12 14:49:30,New York,29,755,43.57874,-70.34354,48,True,False,"automobile,bird",True,2023-01-12,14:49:30,Happy,2023-01-12 14:49:30,14,12,1,4
2023-01-12 20:43:41,New York,29,735,44.25586,-71.70156,47,True,True,"woman,desktop computer",False,2023-01-12,20:43:41,Happy,2023-01-12 20:43:41,20,12,1,4
2023-01-20 19:36:24,New York,29,786,37.6062,-86.03747,64,False,True,,False,2023-01-20,19:36:24,Neutral,2023-01-20 19:36:24,19,20,1,5
2023-01-26 18:10:02,New York,29,791,42.33092,-71.2465,56,False,True,hospital,False,2023-01-26,18:10:02,Happy,2023-01-26 18:10:02,18,26,1,4
2023-01-30 09:36:46,New York,29,778,38.84712,-77.07511,62,False,False,airplane departure,False,2023-01-30,09:36:46,Very Sad,2023-01-30 09:36:46,9,30,1,1
2023-01-30 09:37:49,New York,29,778,38.84707,-77.07503,62,False,False,airplane,False,2023-01-30,09:37:49,Very Sad,2023-01-30 09:37:49,9,30,1,1
2023-02-06 17:53:45,New York,29,807,40.86977,-73.91796,62,False,False,deciduous tree,False,2023-02-06,17:53:45,Happy,2023-02-06 17:53:45,17,6,2,1
2023-02-06 18:03:20,New York,29,807,40.86969,-73.91786,48,False,True,,False,2023-02-06,18:03:20,Neutral,2023-02-06 18:03:20,18,6,2,1
2023-02-06 18:05:18,New York,29,807,40.86969,-73.91786,41,False,True,,False,2023-02-06,18:05:18,Happy,2023-02-06 18:05:18,18,6,2,1
2023-02-13 13:11:42,New York,29,813,25.75882,-80.37575,59,False,True,"speaking head in silhouette,office building,school",False,2023-02-13,13:11:42,Somewhat Sad,2023-02-13 13:11:42,13,13,2,1
2023-02-14 20:30:58,New York,29,813,25.68632,-80.40083,76,True,True,"microphone,multiple musical notes,oncoming automobile",False,2023-02-14,20:30:58,Extremely Happy,2023-02-14 20:30:58,20,14,2,2
2023-02-15 17:19:36,New York,29,521,43.01861,-75.99514,46,True,True,television,False,2023-02-15,17:19:36,Neutral,2023-02-15 17:19:36,17,15,2,3
2023-02-15 20:13:36,New York,29,807,40.86947,-73.9179,64,False,True,,False,2023-02-15,20:13:36,Somewhat Sad,2023-02-15 20:13:36,20,15,2,3
2023-02-21 19:10:11,New York,29,145,26.07029,-80.14498,64,False,False,,False,2023-02-21,19:10:11,Neutral,2023-02-21 19:10:11,19,21,2,2
2023-02-22 09:47:31,New York,29,813,25.75753,-80.37598,62,False,True,office building,False,2023-02-22,09:47:31,Neutral,2023-02-22 09:47:31,9,22,2,3
2023-03-05 13:31:13,New York,29,858,35.97381,-78.51955,44,True,False,"bird,frog face",True,2023-03-05,13:31:13,Extremely Happy,2023-03-05 13:31:13,13,5,3,7
2023-03-08 13:50:24,New York,29,858,35.97375,-78.51997,56,True,False,,False,2023-03-08,13:50:24,Neutral,2023-03-08 13:50:24,13,8,3,3
2023-03-09 13:28:47,New York,29,864,35.44276,-76.97379,65,False,False,dog,False,2023-03-09,13:28:47,Very Sad,2023-03-09 13:28:47,13,9,3,4
2023-03-09 13:30:31,New York,29,864,35.44276,-76.97379,60,False,False,dog,False,2023-03-09,13:30:31,Very Sad,2023-03-09 13:30:31,13,9,3,4
2023-03-09 13:32:36,New York,29,864,35.44276,-76.97379,59,False,False,dog,False,2023-03-09,13:32:36,Very Sad,2023-03-09 13:32:36,13,9,3,4
2023-03-15 14:26:03,New York,25,755,40.79062,-73.95235,65,False,True,"hospital,speaking head in silhouette",False,2023-03-15,14:26:03,Very Sad,2023-03-15 14:26:03,14,15,3,3
2023-03-18 02:21:08,New York,29,755,27.78784,-82.67154,41,True,True,"automobile,cricket",False,2023-03-18,02:21:08,Extremely Happy,2023-03-18 02:21:08,2,18,3,6
2023-03-24 06:24:58,New York,29,887,43.20311,-77.67702,81,False,True,,False,2023-03-24,06:24:58,Extremely Happy,2023-03-24 06:24:58,6,24,3,5
