pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2017,4,17.820309665443194,3.660039235539805,28917.97,7901.0
Brooklyn,2017,4,16.70806239196642,3.3733649545915987,491796.13,145788.0
EWR,2017,4,6.034039548022599,7.904237288135594,1865.4,236.0
Manhattan,2017,4,15.23219046221698,2.409518290883578,21907443.91,9092043.0
Queens,2017,4,37.28999218000016,11.4645494712323,6870910.86,599318.0
Staten Island,2017,4,15.809901338971104,3.670190274841437,1736.0,473.0
Unknown,2017,4,16.067516128549403,2.93355741164848,391964.34,133614.0
