pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2023,1,30.525529436679374,7.002547649301143,22044.02,3148
Brooklyn,2023,1,24.2271027843479,6.387370222830823,102619.49,16066
EWR,2022,10,0.06666666666666667,0.02,0.02,1
EWR,2023,1,6.788492063492064,7.783809523809524,653.84,84
Manhattan,2022,12,10.957575757575757,2.328181818181818,51.22,22
Manhattan,2023,1,13.891388743895057,2.9153284439179163,7830391.45,2685938
Manhattan,2023,2,11.339583333333334,2.2875,18.3,8
Queens,2008,12,927.4833333333333,17.76,17.76,1
Queens,2022,10,4.379166666666666,2.1075000000000004,8.430000000000001,4
Queens,2022,12,21.383333333333336,10.526666666666666,31.58,3
Queens,2023,1,32.53226898615788,12.785557727815792,3531498.9,276210
Queens,2023,2,28.025,13.715,27.43,2
Staten Island,2023,1,40.94419475655431,14.504344569288389,3872.66,267
Unknown,2022,10,10.0,2.33,2.33,1
Unknown,2023,1,19.211923345958304,7.86849703142594,307469.39,39076
