pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2022,1,25.066031582560935,85.82890147614144,250019.59,2913
Brooklyn,2022,1,22.922097864967583,35.76798960429242,426640.57999999996,11928
EWR,2022,1,5.495238095238095,5.625194805194805,433.14,77
Manhattan,2008,12,572.6458333333334,1.7075,6.83,4
Manhattan,2009,1,389.44166666666666,4.033333333333333,24.2,6
Manhattan,2021,12,10.385714285714286,2.6590476190476187,55.839999999999996,21
Manhattan,2022,1,12.74497595919965,4.346576816296608,9605000.25,2209785
Manhattan,2022,2,14.661111111111111,4.473333333333334,26.84,6
Manhattan,2022,3,115.1625,1.895,7.58,4
Manhattan,2022,4,9.233333333333333,1.67,1.67,1
Manhattan,2022,5,5.725,1.4100000000000001,2.8200000000000003,2
Queens,2008,12,1267.775,12.95,25.9,2
Queens,2021,12,20.475,11.95,23.9,2
Queens,2022,1,30.893367614947735,15.329693991291409,2791828.54,182119
Queens,2022,2,16.75,7.98,7.98,1
Staten Island,2022,1,51.438187702265374,17.81631067961165,1835.08,103
Unknown,2022,1,21.05429545367498,5.880847600444291,153543.05,26109
