pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2019,12,25.146387335377952,6.7898701064405556,75272.5,11086
Brooklyn,2019,11,14.933333333333334,3.8,3.8,1
Brooklyn,2019,12,20.932314614830815,4.404807505399568,326308.14,74080
EWR,2019,12,7.278073286052009,4.523758865248227,1275.7,282
Manhattan,2008,12,239.80599999999998,2.074,51.85,25
Manhattan,2009,1,561.0702380952381,1.624285714285714,22.74,14
Manhattan,2019,11,40.56818181818182,2.2853846153846153,326.81,143
Manhattan,2019,12,17.143866043275352,2.3787437963414395,14827226.27,6233217
Manhattan,2020,1,74.68467741935484,2.1470967741935483,133.12,62
Manhattan,2020,2,123.46722222222222,1.9833333333333334,59.5,30
Manhattan,2020,3,153.4364197530864,3.001481481481482,81.04,27
Manhattan,2020,4,187.18725490196078,2.2758823529411765,38.69,17
Manhattan,2020,5,101.05499999999999,1.482,14.82,10
Manhattan,2020,6,151.84166666666667,1.6849999999999998,10.11,6
Manhattan,2020,7,4.133333333333334,0.71,0.71,1
Manhattan,2058,12,8.411111111111111,1.2966666666666666,3.89,3
Manhattan,2066,12,21.633333333333333,16.14,16.14,1
Queens,2008,12,489.49333333333334,12.892,64.46,5
Queens,2009,1,396.36296296296297,16.57,149.13,9
Queens,2019,11,112.290625,12.146875,194.35,16
Queens,2019,12,38.36848639037848,11.377939489551428,5185564.19,455756
Queens,2020,1,242.84166666666667,6.74,13.48,2
Queens,2020,2,492.9583333333333,14.515,58.06,4
Queens,2026,12,30.683333333333334,18.98,18.98,1
Queens,2090,12,37.38333333333333,18.6,18.6,1
Staten Island,2019,12,44.599221789883266,18.242645914396885,4688.36,257
Unknown,2009,1,1140.8833333333334,8.02,8.02,1
Unknown,2019,12,18.11332392788232,3.1659663063549037,152596.41,48199
