pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2022,3,30.759981605189274,33.9605808887598,116926.28,3443
Brooklyn,2022,2,7.7,0.89,0.89,1
Brooklyn,2022,3,24.784936220978253,73.69124070845187,1606026.9000000001,21794
EWR,2022,3,3.4569958847736624,2.4625925925925927,398.94,162
Manhattan,2008,12,24.166666666666668,2.76,2.76,1
Manhattan,2009,1,469.56333333333333,3.7600000000000002,18.8,5
Manhattan,2022,2,42.567647058823525,2.902647058823529,98.69,34
Manhattan,2022,3,14.494444707042994,4.59908872432713,14886698.31,3236880
Manhattan,2022,4,28.95,2.403636363636364,52.88,22
Manhattan,2022,5,215.49848484848482,1.8027272727272725,19.83,11
Queens,2008,12,129.4,17.095,34.19,2
Queens,2009,1,18.366666666666667,6.38,12.76,2
Queens,2022,2,416.6690476190476,10.83,75.81,7
Queens,2022,3,36.154029073247116,14.333306811164297,4015375.57,280143
Queens,2022,4,48.15,16.54,16.54,1
Staten Island,2022,3,54.82276688453159,15.282614379084967,2338.24,153
Unknown,2022,2,4.622222222222223,1.0833333333333333,3.25,3
Unknown,2022,3,24.187496618449735,6.252643576645821,261948.25,41894
