pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2022,6,29.072162670427833,6.477430183356841,22962.49,3545
Brooklyn,2002,10,2064394.1099999999,3.0100000000000002,15.05,5
Brooklyn,2022,5,25.05,7.14,7.14,1
Brooklyn,2022,6,25.48909100057866,57.092909653558756,1512847.92,26498
EWR,2002,10,0.6,0.06,0.06,1
EWR,2022,6,5.421103117505995,3.4501438848920865,959.14,278
Manhattan,2002,10,3149721.2471813727,2.5681985294117644,698.55,272
Manhattan,2003,1,88.78333333333333,17.3,17.3,1
Manhattan,2008,12,701.8166666666667,2.68,2.68,1
Manhattan,2009,1,853.6,2.05,2.05,1
Manhattan,2022,5,91.76666666666667,3.2657142857142856,114.3,35
Manhattan,2022,6,15.938132671287562,4.89175743136607,15352061.61,3138353
Manhattan,2022,7,80.1975,2.299,45.98,20
Manhattan,2023,4,540.5666666666667,0.93,0.93,1
Queens,2001,8,22.433333333333334,7.08,7.08,1
Queens,2002,10,6783018.9676190475,12.847,899.29,70
Queens,2003,1,350.7833333333333,17.483333333333334,52.45,3
Queens,2022,5,25.66944444444444,13.451666666666666,80.71,6
Queens,2022,6,40.49693883899987,13.789004798848818,4062985.42,294654
Queens,2022,7,18.275,10.5,21.0,2
Staten Island,2022,6,57.16521367521368,15.780974358974358,3077.29,195
Unknown,2002,10,4515869.488541666,6.78,108.48,16
Unknown,2022,5,22.0,3.74,3.74,1
Unknown,2022,6,26.11573182434892,6.725067259009232,270966.41,40292
