pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2018,3,21.415464859645493,4.620035174839645,44657.26,9666
Brooklyn,2002,12,27.416666666666668,9.73,9.73,1
Brooklyn,2009,1,16.433333333333334,7.27,7.27,1
Brooklyn,2018,2,14.078571428571427,4.1242857142857146,28.87,7
Brooklyn,2018,3,17.854460635850586,3.4824494811578375,420840.09,120846
Brooklyn,2018,4,4.066666666666666,0.7,0.7,1
EWR,2018,3,8.879032258064516,7.720215053763441,1435.96,186
Manhattan,2001,1,19.946666666666665,1.56,7.800000000000001,5
Manhattan,2002,12,18.314285714285713,4.01,28.07,7
Manhattan,2003,1,14.795833333333333,2.3000000000000003,9.200000000000001,4
Manhattan,2008,12,93.27588652482271,3.74468085106383,176.0,47
Manhattan,2009,1,65.72033333333334,2.1018,210.18,100
Manhattan,2018,2,27.82837837837838,2.4724948024948024,2378.54,962
Manhattan,2018,3,15.335819216982618,2.3240557975891925,19836548.31,8535315
Manhattan,2018,4,32.95796019900498,2.5167164179104478,168.62,67
Manhattan,2018,5,104.38148148148149,2.06,18.54,9
Manhattan,2018,6,9.041666666666666,1.73,3.46,2
Manhattan,2018,7,298.73333333333335,6.603333333333334,19.810000000000002,3
Manhattan,2018,8,16.8,6.32,6.32,1
Manhattan,2018,9,149.31666666666666,1.01,3.03,3
Manhattan,2018,10,418.46666666666664,6.66,13.32,2
Manhattan,2018,11,7.158333333333333,0.94,1.88,2
Manhattan,2018,12,7.061111111111111,1.2433333333333334,3.73,3
Manhattan,2019,9,53.20666666666666,1.4460000000000002,7.23,5
Manhattan,2020,3,210.04722222222222,1.2016666666666667,7.21,6
Manhattan,2037,11,21.583333333333332,2.99,2.99,1
Manhattan,2042,12,3.066666666666667,0.29,0.29,1
Manhattan,2084,11,10.914583333333333,1.25,10.0,8
Queens,2002,12,1078.8666666666666,19.22,19.22,1
Queens,2003,1,33.7,14.190000000000001,28.380000000000003,2
Queens,2008,12,34.20666666666666,9.724,97.24,10
Queens,2009,1,155.08461538461538,14.905384615384614,193.76999999999998,13
Queens,2018,2,62.642735042735055,11.427179487179489,445.66,39
Queens,2018,3,36.84799530199475,11.403549891654295,6283515.64,551014
Queens,2018,4,20.083333333333336,8.9825,35.93,4
Queens,2018,10,43.333333333333336,11.94,11.94,1
Staten Island,2018,3,17.832371794871793,7.649711538461539,795.57,104
Unknown,2009,1,291.0208333333333,1.595,12.76,8
Unknown,2018,2,9.058333333333334,2.06,4.12,2
Unknown,2018,3,15.805115777071435,2.796268777779243,424031.79,151642
