pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2019,3,13.85,1.72,1.72,1
Bronx,2019,4,27.39405404833005,7.4411226888620625,117115.83,15739
Brooklyn,2009,1,4.05,1.28,1.28,1
Brooklyn,2019,3,11.45,8.26,8.26,1
Brooklyn,2019,4,22.14669858721996,4.676776754326487,448329.85,95863
EWR,2019,4,4.659799713876967,5.2167811158798285,1215.51,233
Manhattan,2008,8,672.2833333333333,1.15,1.15,1
Manhattan,2008,12,453.839393939394,3.723636363636363,40.959999999999994,11
Manhattan,2009,1,196.86259259259256,1.3024444444444445,58.61,45
Manhattan,2019,3,58.239689265536725,3.1177118644067794,367.89,118
Manhattan,2019,4,16.474437040868214,2.389904906487178,16117251.02,6743888
Manhattan,2019,5,57.10945273631841,2.2195522388059703,148.71,67
Manhattan,2019,6,8.386111111111111,1.7633333333333334,10.58,6
Manhattan,2033,4,5.45,0.8566666666666666,2.57,3
Queens,2008,12,610.1833333333333,14.29,57.16,4
Queens,2009,1,27.683333333333334,6.58,6.58,1
Queens,2019,3,163.14957264957263,10.873846153846154,424.08,39
Queens,2019,4,37.99771333116978,11.619124395978966,5835809.8,502259
Queens,2019,5,169.0,10.27,30.81,3
Queens,2019,6,453.2,15.37,15.37,1
Queens,2019,8,27.233333333333334,17.75,17.75,1
Staten Island,2019,4,34.21131386861314,15.254890510948906,4179.84,274
Unknown,2019,4,16.77323240733732,3.029437287109227,200109.48,66055
Unknown,2019,5,15.55,6.45,6.45,1
