pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2019,5,28.150966861022955,7.040712229684847,95394.61,13549
Brooklyn,2008,12,24.716666666666665,4.06,4.06,1
Brooklyn,2019,4,16.15,6.016666666666667,18.05,3
Brooklyn,2019,5,22.30708268106163,4.516974790823212,418384.79,92625
Brooklyn,2019,6,15.2875,2.7750000000000004,11.100000000000001,4
Brooklyn,2020,1,5.416666666666667,1.03,1.03,1
EWR,2019,5,6.159787234042553,5.498425531914893,1292.1299999999999,235
Manhattan,2001,1,390.25,3.22,3.22,1
Manhattan,2008,8,1.95,0.42,0.84,2
Manhattan,2008,12,192.61666666666667,1.636,16.36,10
Manhattan,2009,1,418.8140350877193,2.7336842105263157,51.94,19
Manhattan,2019,4,34.205555555555556,2.5117486338797814,459.65,183
Manhattan,2019,5,16.951608826613374,2.4091706279989404,16490071.88,6844709
Manhattan,2019,6,80.39906367041198,2.641573033707865,235.1,89
Manhattan,2019,7,92.81944444444446,3.8049999999999997,22.83,6
Manhattan,2019,8,372.1,1.5525000000000002,6.210000000000001,4
Manhattan,2019,9,215.68333333333334,0.7,1.4,2
Manhattan,2019,10,170.14666666666668,1.314,6.57,5
Manhattan,2019,11,1.9833333333333334,0.61,0.61,1
Manhattan,2019,12,234.50833333333333,4.2,8.4,2
Queens,2008,12,54.1,20.51,20.51,1
Queens,2009,1,342.84583333333336,7.8475,31.39,4
Queens,2019,4,102.66507936507936,13.86,291.06,21
Queens,2019,5,40.06375262602224,11.53825753918445,6094588.4,528207
Queens,2019,6,16.27857142857143,5.451428571428571,38.16,7
Queens,2019,7,241.30833333333334,8.21,16.42,2
Queens,2019,8,984.2833333333333,8.75,8.75,1
Staten Island,2019,5,39.49227777777778,15.350466666666668,4605.14,300
Unknown,2019,5,17.318934109784582,2.885997112639502,177915.95,61648
Unknown,2019,6,10.8,2.08,2.08,1
