pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2020,2,24.30684814244136,6.881800719054956,66994.33,9735
Brooklyn,2020,1,13.391666666666666,3.64,21.84,6
Brooklyn,2020,2,20.001396108485007,5.409323931717889,344449.52,63677
Brooklyn,2020,3,5.533333333333334,1.52,3.04,2
EWR,2020,2,10.367690875232775,3.3659776536312846,602.51,179
Manhattan,2008,12,128.425,2.2125000000000004,8.850000000000001,4
Manhattan,2009,1,174.715625,3.1325,50.12,16
Manhattan,2020,1,73.88373397435898,2.962067307692308,616.11,208
Manhattan,2020,2,15.063027526252528,2.313624550985489,13332539.11,5762620
Manhattan,2020,3,14.694666666666667,3.242,81.05,25
Manhattan,2020,4,176.48666666666668,1.6420000000000001,8.21,5
Manhattan,2020,5,82.6111111111111,1.9400000000000002,11.64,6
Manhattan,2020,7,2.2916666666666665,0.875,1.75,2
Queens,2008,12,33.05,11.52,11.52,1
Queens,2009,1,266.375,6.904999999999999,27.619999999999997,4
Queens,2020,1,13.6,6.9375,55.5,8
Queens,2020,2,33.2683634626287,11.460291902123224,4177734.81,364540
Queens,2020,3,14.483333333333333,7.75,7.75,1
Staten Island,2020,2,47.09632034632035,19.80095238095238,4574.02,231
Unknown,2020,1,11.174999999999999,1.62,6.48,4
Unknown,2020,2,15.60428558679161,3.1149611780455153,116343.8,37350
