pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2023,2,29.815801886792453,8.782270440251573,27927.62,3180
Brooklyn,2023,2,25.442864164158014,17.981241629292867,292680.67,16277
EWR,2023,2,28.876328502415458,5.170869565217392,356.79,69
Manhattan,2008,12,665.2166666666666,2.35,4.7,2
Manhattan,2009,1,8.916666666666666,1.92,1.92,1
Manhattan,2023,1,9.361904761904762,1.8157142857142858,12.71,7
Manhattan,2023,2,14.324127160886011,2.9200726601496334,7528434.97,2578167
Manhattan,2023,3,14.614166666666666,2.604,104.16,40
Queens,2008,12,284.0833333333333,6.540000000000001,13.080000000000002,2
Queens,2023,1,39.56666666666667,18.25,18.25,1
Queens,2023,2,33.88244247030457,13.094139012967098,3142488.61,239992
Queens,2023,3,26.35,11.055,22.11,2
Staten Island,2023,2,46.462478632478636,45.01010256410256,8776.97,195
Unknown,2023,2,18.584500183224364,7.759345021119019,268209.52,34566
