pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2021,3,24.90656948368867,30.7023728487028,478097.35000000003,15572
Brooklyn,2008,12,3.3833333333333333,0.55,0.55,1
Brooklyn,2021,3,26.481932146796648,25.46418686462153,854145.22,33543
EWR,2021,3,6.091666666666666,6.452777777777778,116.15,18
Manhattan,2008,12,1078.825,1.22,2.44,2
Manhattan,2009,1,433.44166666666666,1.96,3.92,2
Manhattan,2021,2,9.10952380952381,2.295714285714286,16.07,7
Manhattan,2021,3,13.577600336582098,2.6935237267352496,4678839.26,1737070
Manhattan,2021,4,11.404166666666667,2.87625,23.01,8
Manhattan,2021,5,130.17857142857142,1.8928571428571428,13.25,7
Queens,2009,1,45.28333333333333,17.09,17.09,1
Queens,2021,3,29.39963596147643,26.10907031934012,2266371.7399999998,86804
Staten Island,2021,3,47.97635542168675,25.716355421686746,8537.83,332
Unknown,2021,3,27.25719675078662,5.632468214216914,116952.57,20764
