pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2018,4,23.311101551956813,5.256573886639676,51934.95,9880
Brooklyn,2018,3,13.347916666666666,4.39125,35.13,8
Brooklyn,2018,4,18.257492331222817,3.6709516973844982,429622.49,117033
Brooklyn,2018,5,17.733333333333334,6.13,12.26,2
EWR,2018,4,14.776010101010101,7.41949494949495,1469.06,198
Manhattan,2001,1,0.43333333333333335,0.11,0.11,1
Manhattan,2008,12,32.324074074074076,9.17,82.53,9
Manhattan,2009,1,86.73636363636363,4.627727272727273,101.81,22
Manhattan,2018,3,78.76636636636637,3.02,1005.66,333
Manhattan,2018,4,15.713929832575218,2.346254789211579,19703333.89,8397781
Manhattan,2018,5,36.2734693877551,2.7140816326530612,132.99,49
Manhattan,2018,6,78.70641025641027,3.2653846153846158,42.45,13
Manhattan,2018,7,6.464583333333334,1.3425,10.74,8
Manhattan,2018,8,14.027777777777779,3.106666666666667,9.32,3
Manhattan,2018,9,12.216666666666667,1.52,1.52,1
Manhattan,2029,5,20.0,4.47,4.47,1
Queens,2008,12,4.033333333333333,1.05,1.05,1
Queens,2009,1,218.60999999999999,13.315999999999999,66.58,5
Queens,2018,3,108.60111111111111,8.272666666666668,124.09,15
Queens,2018,4,37.468799506379455,11.526968023265782,6722228.05,583174
Queens,2018,5,84.88571428571429,10.549999999999999,73.85,7
Queens,2018,7,474.4,17.15,17.15,1
Staten Island,2018,4,41.07890070921986,11.232872340425534,1055.89,94
Unknown,2018,3,13.95,2.205,4.41,2
Unknown,2018,4,15.977781241490016,2.856835218070545,398648.5,139542
Unknown,2018,5,5.291666666666667,1.165,2.33,2
