pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2021,4,26.017393831635093,212.22965191821106,3103434.2,14623
Brooklyn,2021,4,27.74542535954027,79.72857582802452,2640690.16,33121
EWR,2021,4,21.464285714285715,10.060952380952381,211.28,21
Manhattan,2009,1,304.29166666666663,2.0725,8.29,4
Manhattan,2021,3,10.3125,3.94,31.52,8
Manhattan,2021,4,14.10742408136466,3.672257428785857,7168375.03,1952035
Manhattan,2021,5,36.35,2.892352941176471,49.17,17
Manhattan,2021,6,154.1888888888889,2.8366666666666664,8.51,3
Manhattan,2021,7,16.85,4.5,4.5,1
Queens,2009,1,29.816666666666666,17.22,17.22,1
Queens,2021,3,17.216666666666665,9.74,9.74,1
Queens,2021,4,31.6856515515657,26.18798340637591,2963851.21,113176
Queens,2021,5,23.73095238095238,10.267142857142858,71.87,7
Staten Island,2021,4,51.943885281385285,25.94272727272727,7990.36,308
Unknown,2021,4,26.796048606024044,5.767564527944154,133847.87,23207
