pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips
Bronx,2021,1,21.766305294630033,58.66916590154672,830696.72,14159
Brooklyn,2009,1,13.316666666666666,1.46,1.46,1
Brooklyn,2021,1,23.528767525227394,22.40721152742164,585478.03,26129
EWR,2021,1,7.550000000000001,7.845555555555555,70.61,9
Manhattan,2009,1,11.066666666666666,1.31,1.31,1
Manhattan,2020,12,271.9114583333333,4.814375,77.03,16
Manhattan,2021,1,12.809990896920139,2.86528605751275,3490689.18,1218269
Manhattan,2021,2,6.075,1.13,4.52,4
Queens,2009,1,8.283333333333333,4.09,4.09,1
Queens,2021,1,27.785059678135145,18.459770443556863,1317196.92,71355
Staten Island,2021,1,46.569252077562325,27.607119113573408,9966.17,361
Unknown,2021,1,27.070185388462008,5.667549213318697,77447.06,13665
