year,state,Auto,Bus,Truck,Motorcycle,Total_Vehicles
1989,GA,3790599.0,18696.0,1461192.0,72435.0,5342922.0
1990,GA,3865101.0,14377.0,1609666.0,74463.0,5563607.0
1991,GA,3879128.0,14918.0,1820143.0,77524.0,5791713.0
1992,GA,3863554.0,15399.0,2020484.0,80035.0,5979472.0
1993,GA,3594551.0,14746.0,2023128.0,55004.0,5687429.0
1994,GA,3725652.0,15062.0,2248988.0,57529.0,6047231.0
1995,GA,3759976.0,15551.0,2344670.0,72318.0,6192515.0
1996,GA,3840559.0,16086.0,2502728.0,73492.0,6432865.0
1997,GA,3688005.0,16499.0,2537703.0,75625.0,6317832.0
1998,GA,4032998.0,17068.0,2843253.0,86273.0,6979592.0
1999,GA,4011725.0,17520.0,2943465.0,87009.0,7059719.0
2000,GA,4066530.0,18017.0,3070459.0,88071.0,7243077.0
2001,GA,4084746.0,18538.0,3201501.0,91946.0,7396731.0
2002,GA,4211547.0,19072.0,3416904.0,109024.0,7756547.0
2003,GA,4191745.0,19611.0,3518944.0,118671.0,7848971.0
2004,GA,4222236.0,20171.0,3639958.0,129439.0,8011804.0
2005,GA,4208585.0,20752.0,3833501.0,142010.0,8204848.0
2006,GA,4141179.0,21343.0,4123932.0,142276.0,8428730.0
2007,GA,4155154.0,22083.0,4335274.0,172430.0,8684941.0
2008,GA,4260495.0,22836.0,4286294.0,188072.0,8757697.0
2009,GA,4134274.0,23564.0,4349455.0,197171.0,8704464.0
2010,GA,3738952.0,23582.0,3939408.0,196958.0,7898900.0
2011,GA,3430165.0,27227.0,3876723.0,199620.0,7533735.0
2012,GA,3321507.0,41790.0,4082491.0,201207.11,7646995.11
2013,GA,3435040.0,41776.0,4103397.0,200133.0,7780346.0
2014,GA,3567888.0,41443.0,4346201.0,199575.0,8155107.0
2015,GA,3523619.0,42542.0,4371050.0,200410.0,8137621.0
2016,GA,3538180.0,37487.0,4461721.0,202391.0,8239779.0
2017,GA,3536055.0,36418.0,4665930.0,203922.0,8442325.0
2018,GA,3557469.0,36314.0,4714799.0,203968.0,8512550.0
2019,GA,3491872.305047474,37988.691784711824,4791001.00561347,230254.16450809065,8551116.166953748
2020,GA,3524040.1908770837,38267.76528658043,4982787.987183303,242921.23296112948,8788017.176308095
1980,HI,484509.0,3232.0,82061.0,6880.0,576682.0
1981,HI,494035.0,3259.0,83483.0,7175.0,587952.0
1982,HI,498125.0,3378.0,84803.0,7462.0,593768.0
1983,HI,528392.0,3609.0,78361.0,8057.0,618419.0
1984,HI,555299.0,3834.0,78889.0,15762.0,653784.0
1985,HI,521921.0,4055.0,125949.0,16468.0,668393.0
1986,HI,547494.0,4120.0,139087.0,17989.0,708690.0
1987,HI,539334.0,4152.0,146259.0,20463.0,710208.0
1988,HI,544137.0,4184.0,156390.0,18367.0,723078.0
1989,HI,556304.0,4226.0,175863.0,18427.0,754820.0
1990,HI,575340.0,4251.0,191887.0,20424.0,791902.0
1991,HI,552084.0,4273.0,228647.0,20857.0,805861.0
1992,HI,529305.0,4253.0,240536.0,22846.0,796940.0
1993,HI,513430.0,4241.0,245820.0,24064.0,787555.0
1994,HI,518569.0,4305.0,256001.0,12444.0,791319.0
1995,HI,523456.0,4383.0,274287.0,13209.0,815335.0
1996,HI,505424.0,4164.0,277160.0,25114.0,811862.0
1997,HI,442889.0,3959.0,245956.0,21487.0,714291.0
1998,HI,449731.0,4107.0,249998.0,20445.0,724281.0
1999,HI,454341.0,4184.0,259582.0,19302.0,737409.0
2000,HI,459515.0,4301.0,273735.0,20061.0,757612.0
2001,HI,528622.0,4640.0,334811.0,21749.0,889822.0
2002,HI,532348.0,4769.0,355436.0,20584.0,913137.0
2003,HI,525277.0,4840.0,372793.0,22394.0,925304.0
2004,HI,539845.0,5268.0,402299.0,23106.0,970518.0
2005,HI,517817.0,5269.0,424462.0,24667.0,972215.0
2006,HI,538581.0,5671.0,464288.0,31317.0,1039857.0
2007,HI,521669.0,5940.0,465508.0,30072.35,1023189.35
2008,HI,488217.0,4711.0,452563.0,51407.0,996898.0
2009,HI,448535.0,4605.0,442196.0,49879.0,945215.0
2010,HI,450398.0,4749.0,449320.0,54991.0,959458.0
2011,HI,534815.0,2330.0,580398.0,30498.0,1148041.0
2012,HI,521804.0,2566.0,671845.0,35527.0,1231742.0
2013,HI,568238.0,3032.0,722858.0,40564.0,1334692.0
2014,HI,591971.0,2930.0,755537.0,42821.0,1393259.0
2015,HI,522807.0,2899.0,682809.0,33804.0,1242319.0
2016,HI,516544.0,3069.0,680969.0,31146.0,1231728.0
2017,HI,512386.0,3033.0,708546.0,35576.0,1259541.0
2018,HI,509492.0,2936.0,723960.0,30998.0,1267386.0
2019,HI,504115.0341986638,,,33223.57543945086,537338.6096381147
2020,HI,471425.4915943005,,,49387.38391630176,520812.87551060226
1980,ID,513256.0,2805.0,318007.0,56444.0,890512.0
1981,ID,526199.0,3070.0,327394.0,56176.0,912839.0
1982,ID,529194.0,2862.0,340580.0,53495.0,926131.0
1983,ID,529018.0,2954.0,345348.0,52314.0,929634.0
1984,ID,546676.0,3127.0,298781.0,50780.0,899364.0
1985,ID,489722.0,3199.0,360718.0,49293.0,902932.0
1986,ID,490554.0,3315.0,363457.0,47847.0,905173.0
1987,ID,560233.0,3366.0,383655.0,45900.0,993154.0
1988,ID,560085.0,3584.0,397262.0,44554.0,1005485.0
1989,ID,619003.0,3632.0,416410.0,43247.0,1082292.0
1990,ID,618868.0,3825.0,430845.0,41974.0,1095512.0
1991,ID,568229.0,3794.0,483346.0,33198.0,1088567.0
1992,ID,512254.0,3717.0,518319.0,33475.0,1067765.0
1993,ID,496204.0,3372.0,523603.0,32391.0,1055570.0
1994,ID,489624.0,3410.0,541695.0,33174.0,1067903.0
1995,ID,490433.0,3361.0,549280.0,33489.0,1076563.0
1996,ID,484745.0,3523.0,568139.0,34034.0,1090441.0
1997,ID,494486.0,3643.0,582923.0,35069.0,1116121.0
1998,ID,501509.0,3604.0,613780.0,34530.0,1153423.0
1999,ID,494220.0,3580.0,631843.0,40779.0,1170422.0
2000,ID,515266.0,3687.0,658747.0,42151.0,1219851.0
2001,ID,577762.0,3710.0,742376.0,39272.0,1363120.0
2002,ID,598116.0,3801.0,783903.0,42703.0,1428523.0
2003,ID,554102.0,3696.0,743322.0,43951.0,1345071.0
2004,ID,574825.0,3801.0,765498.0,49578.0,1393702.0
2005,ID,583274.0,3775.0,787007.0,56607.0,1430663.0
2006,ID,541487.0,3767.0,729861.0,50514.0,1325629.0
2007,ID,525560.0,3872.0,752467.0,44107.0,1326006.0
2008,ID,534911.0,3931.0,779391.0,64430.0,1382663.0
2009,ID,563021.0,3895.0,808051.0,56395.0,1431362.0
2010,ID,541038.0,3838.0,780109.0,53205.0,1378190.0
2011,ID,610646.0,4553.0,947382.0,62623.0,1625204.0
2012,ID,577382.0,2480.0,1000402.0,63964.11,1644228.11
2013,ID,598877.0,3132.0,1025504.0,64944.0,1692457.0
2014,ID,608671.0,3404.0,1084421.0,66191.0,1762687.0
2015,ID,626440.0,3278.0,1158666.0,65635.0,1854019.0
2016,ID,607902.0,3877.0,1164527.0,65939.0,1842245.0
2017,ID,550006.0,3870.0,1218730.0,63297.0,1835903.0
2018,ID,598774.0,3809.0,1210554.0,66533.0,1879670.0
2019,ID,541909.1021593434,4174.381067035948,1225568.981500335,56472.727395221926,1828125.1921219362
2020,ID,558713.6227841058,4164.507475856471,1259104.2129033627,77746.97741811218,1899729.320581437
1980,IL,6240460.0,23484.0,1212888.0,304255.0,7781087.0
1981,IL,6334050.0,24502.0,1238516.0,305571.0,7902639.0
1982,IL,5855187.0,23304.0,1363491.0,295115.0,7537097.0
1983,IL,5929783.0,22005.0,1561330.0,232818.0,7745936.0
1984,IL,6069551.0,20451.0,1508236.0,222644.0,7820882.0
1985,IL,6098010.0,19929.0,1408799.0,222140.0,7748878.0
1986,IL,5840709.0,19218.0,1559608.0,218610.0,7638145.0
1987,IL,6139655.0,18660.0,1504007.0,242761.0,7905083.0
1988,IL,6116016.0,18030.0,1730889.0,243735.0,8108670.0
1989,IL,6080972.0,17680.0,1923043.0,225565.0,8247260.0
1990,IL,5862026.0,17099.0,1994064.0,179962.0,8053151.0
1991,IL,6046682.0,16622.0,2129440.0,184380.0,8377124.0
1992,IL,5895362.0,16307.0,2070056.0,200904.0,8182629.0
1993,IL,5869698.0,15991.0,2184775.0,201415.0,8271879.0
1994,IL,6190368.0,16305.0,2491181.0,188553.0,8886407.0
1995,IL,6406116.0,16428.0,2550465.0,184216.0,9157225.0
1996,IL,6293249.0,16244.0,2550863.0,171091.0,9031447.0
1997,IL,5853560.0,16817.0,2572445.0,181789.0,8624611.0
1998,IL,6425276.0,17508.0,2863926.0,204225.0,9510935.0
1999,IL,6307479.0,17691.0,3030090.0,216641.0,9571901.0
2000,IL,5953984.0,18298.0,3000302.0,195511.0,9168095.0
2001,IL,6424601.0,17987.0,3418902.0,256834.0,10118324.0
2002,IL,6099582.0,17991.0,3459649.0,232187.0,9809409.0
2003,IL,5768554.0,17914.0,3463546.0,261038.0,9511052.0
2004,IL,5652494.0,17944.0,3561103.0,276122.0,9507663.0
2005,IL,5704638.0,17519.0,3736095.0,291089.0,9749341.0
2006,IL,5947468.0,18036.0,3910742.0,293078.0,10169324.0
2007,IL,5814178.0,18310.0,3924516.0,308032.0,10065036.0
2008,IL,5779977.0,19166.0,3994678.0,332102.0,10125923.0
2009,IL,5824074.0,18197.0,4048601.0,348873.0,10239745.0
2010,IL,5772947.0,18893.0,4286778.0,350281.0,10428899.0
2011,IL,5563757.0,33428.0,4497731.0,350292.0,10445208.0
2012,IL,4717657.0,30344.0,5019227.0,364655.0,10131883.0
2013,IL,4796992.0,33571.0,5010557.0,352318.0,10193438.0
2014,IL,4795380.0,30882.0,5215943.0,351298.0,10393503.0
2015,IL,4775414.0,34773.0,5438857.0,346210.0,10595254.0
2016,IL,4524709.0,34936.0,5402730.0,314807.0,10277182.0
2017,IL,4655844.0,34359.0,5866614.0,333943.0,10890760.0
2018,IL,4477763.0,34649.0,5756734.0,319764.0,10588910.0
2019,IL,4446213.170687544,35734.244439143906,5943558.833259357,341932.75519284577,10767439.00357889
2020,IL,4271368.804943673,39271.02952538084,5924461.77513088,347399.8364441851,10582501.446044117
1980,IN,2872006.0,17308.0,936538.0,180782.0,4006634.0
1981,IN,2880098.0,18069.0,993130.0,172607.0,4063904.0
1982,IN,2874145.0,18417.0,991055.0,161494.0,4045111.0
1983,IN,2852382.0,18044.0,981326.0,140482.0,3992234.0
1984,IN,2933754.0,17959.0,998605.0,137193.0,4087511.0
1985,IN,2771228.0,18705.0,1034099.0,133678.0,3957710.0
1986,IN,2829901.0,18846.0,1024867.0,125538.0,3999152.0
1987,IN,2648578.0,19268.0,1040005.0,104909.0,3812760.0
1988,IN,2940933.0,20750.0,1207563.0,104532.0,4273778.0
1989,IN,3053387.0,21224.0,1247691.0,97136.0,4419438.0
1990,IN,3039819.0,21493.0,1304448.0,96712.0,4462472.0
1991,IN,2957777.0,22071.0,1433776.0,96812.0,4510436.0
1992,IN,2934903.0,22451.0,1558496.0,95195.0,4611045.0
1993,IN,2997599.0,22890.0,1649812.0,95693.0,4765994.0
1994,IN,3074328.0,23581.0,1790726.0,97465.0,4986100.0
1995,IN,3141995.0,24290.0,1905677.0,96394.0,5168356.0
1996,IN,3166841.0,24845.0,2049376.0,96518.0,5337580.0
1997,IN,3247725.0,25408.0,2072643.0,98476.0,5444252.0
1998,IN,3273026.0,25905.0,2072722.0,102848.0,5474501.0
1999,IN,3224493.0,26902.0,2243692.0,109472.0,5604559.0
2000,IN,3244937.0,27285.0,2298720.0,117837.0,5688779.0
2001,IN,3229359.0,28120.0,2367552.0,127374.0,5752405.0
2002,IN,3216400.0,29057.0,2419269.0,135552.0,5800278.0
2003,IN,3251509.0,30316.0,2457523.0,144310.0,5883658.0
2004,IN,3067260.0,31344.0,2426148.0,153566.0,5678318.0
2005,IN,2694941.0,31974.0,2228561.0,147544.0,5103020.0
2006,IN,2694901.0,31974.0,2228559.0,147544.0,5102978.0
2007,IN,2694917.0,31978.0,2228644.0,147544.0,5103083.0
2008,IN,3135611.0,33389.0,2678546.0,204971.0,6052517.0
2009,IN,3135608.0,33389.0,2678591.0,204971.0,6052559.0
2010,IN,2986033.0,33389.0,2678591.0,204971.0,5902984.0
2011,IN,2882224.0,21518.0,3024623.0,204407.0,6132772.0
2012,IN,2439141.0,8754.0,3333368.0,223103.0,6004366.0
2013,IN,2264905.0,10161.0,3080330.0,218630.0,5574026.0
2014,IN,2395759.0,9075.0,3385106.0,222655.0,6012595.0
2015,IN,2335800.0,21805.0,3464139.0,223370.0,6045114.0
2016,IN,2330172.0,20727.0,3566028.0,223603.0,6140530.0
2017,IN,2261440.0,20725.0,3637290.0,250579.0,6170034.0
2018,IN,2248870.0,20937.0,3670024.0,250904.0,6190735.0
2019,IN,2294934.1341305883,,3764912.613139509,256594.93493036967,6316441.682200467
2020,IN,2790294.603369477,,3967313.628315135,314395.1671658462,7072003.398850459
1980,IA,1678976.0,8038.0,642451.0,219466.0,2548931.0
1981,IA,1702819.0,8048.0,645916.0,233420.0,2590203.0
1982,IA,1667984.0,7907.0,669914.0,235900.0,2581705.0
1983,IA,1764651.0,7070.0,707397.0,238707.0,2717825.0
1984,IA,1743951.0,7791.0,691294.0,250515.0,2693551.0
1985,IA,1888599.0,9170.0,798023.0,264800.0,2960592.0
1986,IA,1870893.0,8241.0,759042.0,230200.0,2868376.0
1987,IA,1874735.0,8398.0,816294.0,218000.0,2917427.0
1988,IA,1740101.0,8753.0,819250.0,193700.0,2761804.0
1989,IA,1772062.0,9062.0,802146.0,182707.0,2765977.0
1990,IA,1791146.0,9077.0,831750.0,173367.0,2805340.0
1991,IA,1733477.0,9152.0,925807.0,165451.0,2833887.0
1992,IA,1682897.0,9191.0,1013666.0,157383.0,2863137.0
1993,IA,1675922.0,9044.0,1053181.0,148714.0,2886861.0
1994,IA,1669722.0,9269.0,1086887.0,115358.0,2881236.0
1995,IA,1670671.0,9402.0,1133945.0,111503.0,2925521.0
1996,IA,1653777.0,8088.0,1191029.0,131851.0,2984745.0
1997,IA,1636347.0,8035.0,1207001.0,132000.0,2983383.0
1998,IA,1737582.0,8103.0,1307450.0,128540.0,3181675.0
1999,IA,1723848.0,8115.0,1318004.0,125201.0,3175168.0
2000,IA,1751690.0,8223.0,1346310.0,126671.0,3232894.0
2001,IA,1870457.0,8316.0,1439536.0,137973.0,3456282.0
2002,IA,1861830.0,8320.0,1440258.0,140544.0,3450952.0
2003,IA,1883135.0,8350.0,1477430.0,140000.0,3508915.0
2004,IA,1882364.0,8357.0,1478710.0,140000.0,3509431.0
2005,IA,1841522.0,8365.0,1547717.0,146362.0,3543966.0
2006,IA,1744519.0,8429.0,1593003.0,161133.0,3507084.0
2007,IA,1727177.0,7375.0,1625644.0,161317.0,3521513.0
2008,IA,1798052.0,7476.0,1625339.0,182135.0,3613002.0
2009,IA,1736330.0,6923.0,1619855.0,184780.0,3547888.0
2010,IA,1691090.0,6990.0,1614625.0,187234.0,3499939.0
2011,IA,1645916.0,8951.0,1667446.0,174263.0,3496576.0
2012,IA,1343336.0,9255.0,1978396.0,180063.0,3511050.0
2013,IA,1366389.0,9265.0,1981815.0,183294.0,3540763.0
2014,IA,1349293.0,8840.0,2051146.0,187251.0,3596530.0
2015,IA,1326200.0,9186.0,2111663.0,189849.0,3636898.0
2016,IA,1303131.0,9174.0,2171551.0,192434.0,3676290.0
2017,IA,1268996.0,9284.0,2277194.0,194603.0,3750077.0
2018,IA,1242219.0,9357.0,2245710.0,194606.0,3691892.0
2019,IA,1219670.6307277891,8646.14441884167,2277577.296576564,196287.83641359018,3702181.908136785
2020,IA,1193803.0312195648,8198.30171818171,2300570.536934426,217927.60007698464,3720499.469949157
1980,KS,1387847.0,3915.0,615106.0,103790.0,2110658.0
1981,KS,1386872.0,3898.0,632638.0,116191.0,2139599.0
1982,KS,1392762.0,4030.0,664382.0,124694.0,2185868.0
1983,KS,1408358.0,3957.0,635216.0,100321.0,2147852.0
1984,KS,1456286.0,3902.0,661605.0,100794.0,2222587.0
1985,KS,1442318.0,3843.0,701762.0,95638.0,2243561.0
1986,KS,1451377.0,3820.0,720826.0,90029.0,2266052.0
1987,KS,1452119.0,3832.0,732088.0,84997.0,2273036.0
1988,KS,1453278.0,3764.0,752871.0,78474.0,2288387.0
1989,KS,1304550.0,3760.0,678637.0,74947.0,2061894.0
1990,KS,1318631.0,3771.0,689951.0,75696.0,2088049.0
1991,KS,1189070.0,3780.0,686592.0,59224.0,1938666.0
1992,KS,1181455.0,3761.0,735352.0,55749.0,1976317.0
1993,KS,1119163.0,3754.0,799312.0,53073.0,1975302.0
1994,KS,1190556.0,3779.0,888622.0,44953.0,2127910.0
1995,KS,1168385.0,3779.0,912344.0,43120.0,2127628.0
1996,KS,1158107.0,3798.0,958931.0,48835.0,2169671.0
1997,KS,1137271.0,3813.0,1011023.0,48054.0,2200161.0
1998,KS,1127367.0,3804.0,990239.0,47634.0,2169044.0
1999,KS,1187320.0,3850.0,1033178.0,49682.0,2274030.0
2000,KS,826441.0,3864.0,1465830.0,49867.0,2346002.0
2001,KS,842312.0,3880.0,1484509.0,51811.0,2382512.0
2002,KS,843199.0,3886.0,1489616.0,53687.0,2390388.0
2003,KS,834052.0,3874.0,1476534.0,56356.0,2370816.0
2004,KS,852648.0,3889.0,1489985.0,61678.0,2408200.0
2005,KS,865196.0,3899.0,1499020.0,66810.0,2434925.0
2006,KS,872878.0,3918.0,1512396.0,72078.0,2461270.0
2007,KS,879318.0,3936.0,1545810.0,77533.0,2506597.0
2008,KS,884039.0,3941.0,1560788.0,84602.0,2533370.0
2009,KS,874869.0,3911.0,1546483.0,85548.0,2510811.0
2010,KS,880308.0,3916.0,1552022.0,87415.0,2523661.0
2011,KS,1141601.0,5083.0,1217921.0,81361.0,2445966.0
2012,KS,959718.0,4720.0,1403214.0,81578.0,2449230.0
2013,KS,1031234.0,4879.0,1492563.0,99169.0,2627845.0
2014,KS,978612.0,3426.0,1463824.0,96817.0,2542679.0
2015,KS,992017.0,3918.0,1542596.0,96325.0,2634856.0
2016,KS,980359.0,5575.0,1567555.0,96247.0,2649736.0
2017,KS,987259.0,6228.0,1628494.0,95892.0,2717873.0
2018,KS,975171.0,6592.0,1607397.0,94850.0,2684010.0
2019,KS,1031707.6291260499,,1639701.5186884513,97018.70351940398,2768427.851333905
2020,KS,967866.170340508,,1673280.1374371524,102246.4172685646,2743392.725046225
1980,KY,1807358.0,8078.0,777278.0,63574.0,2656288.0
1981,KY,1800574.0,8569.0,784304.0,64717.0,2658164.0
1982,KY,1809711.0,8562.0,797068.0,62551.0,2677892.0
1983,KY,1812875.0,8892.0,799057.0,58636.0,2679460.0
1984,KY,1772287.0,8904.0,808863.0,52644.0,2642698.0
1985,KY,1830764.0,9569.0,774434.0,41804.0,2656571.0
1986,KY,1870806.0,9629.0,804827.0,41939.0,2727201.0
1987,KY,1891971.0,9712.0,818514.0,38821.0,2759018.0
1988,KY,1918974.0,9792.0,866386.0,35366.0,2830518.0
1989,KY,1923188.0,9816.0,910029.0,34073.0,2877106.0
1990,KY,1940126.0,10027.0,959255.0,34509.0,2943917.0
1991,KY,1899035.0,10314.0,1032753.0,34328.0,2976430.0
1992,KY,1858082.0,10325.0,1114813.0,35133.0,3018353.0
1993,KY,1635389.0,11831.0,981910.0,32495.0,2661625.0
1994,KY,1612156.0,11788.0,1041761.0,33995.0,2699700.0
1995,KY,1570080.0,11627.0,1049689.0,32996.0,2664392.0
1996,KY,1606199.0,12166.0,1123724.0,36603.0,2778692.0
1997,KY,1633671.0,11812.0,1135323.0,38658.0,2819464.0
1998,KY,1715524.0,12034.0,1117054.0,39901.0,2884513.0
1999,KY,1592519.0,12525.0,1056945.0,41905.0,2703894.0
2000,KY,1673926.0,12934.0,1139543.0,44003.0,2870406.0
2001,KY,2122875.0,13347.0,1489478.0,46206.0,3671906.0
2002,KY,2087841.0,13742.0,1499169.0,48508.0,3649260.0
2003,KY,1959127.0,13986.0,1415766.0,50932.0,3439811.0
2004,KY,1881213.0,14188.0,1423633.0,53478.0,3372512.0
2005,KY,1914028.0,14229.0,1499461.0,56152.0,3483870.0
2006,KY,1969142.0,14249.0,1574731.0,58959.0,3617081.0
2007,KY,1937195.0,14298.0,1595127.0,61906.66,3608526.66
2008,KY,1972534.0,14405.0,1617109.0,65001.64,3669049.64
2009,KY,1952420.0,14591.0,1617490.0,68251.0,3652752.0
2010,KY,1890079.0,14722.0,1684317.0,71664.0,3660782.0
2011,KY,1883309.0,10639.0,1770584.0,98495.0,3763027.0
2012,KY,1533919.0,9699.0,2026442.0,100506.0,3670566.0
2013,KY,1714904.0,9747.0,2197276.0,109821.0,4031748.0
2014,KY,1749979.0,9690.0,2277955.0,111096.0,4148720.0
2015,KY,1713959.0,10480.0,2316525.0,111018.0,4151982.0
2016,KY,1713590.0,10559.0,2393991.0,106648.0,4224788.0
2017,KY,1691085.0,10759.0,2490198.0,101163.0,4293205.0
2018,KY,1721942.0,11006.0,2534172.0,101165.0,4368285.0
2019,KY,1686657.8552734116,11206.915589978122,2575144.0390138696,,4273008.80987726
2020,KY,1716455.7949154347,11446.479876779482,2647464.2803341695,,4375366.555126384
1980,LA,1968041.0,19788.0,791628.0,78531.0,2857988.0
1981,LA,1979204.0,20055.0,822917.0,80729.0,2902905.0
1982,LA,2010151.0,18237.0,772039.0,70627.0,2871054.0
1983,LA,2023957.0,19464.0,833200.0,65349.0,2941970.0
1984,LA,2048123.0,19737.0,890307.0,60160.0,3018327.0
1985,LA,2096534.0,19750.0,895806.0,57484.0,3069574.0
1986,LA,1991160.0,19669.0,878829.0,52002.0,2941660.0
1987,LA,1998116.0,19448.0,873670.0,44154.0,2935388.0
1988,LA,2022327.0,19605.0,895617.0,38532.0,2976081.0
1989,LA,2001942.0,19566.0,954589.0,34271.0,3010368.0
1990,LA,1979339.0,19866.0,995558.0,30065.0,3024828.0
1991,LA,1953115.0,19706.0,1072967.0,32332.0,3078120.0
1992,LA,1926953.0,19681.0,1146877.0,35193.0,3128704.0
1993,LA,1904849.0,19622.0,1241684.0,35220.0,3201375.0
1994,LA,1995859.0,20347.0,1410258.0,35790.0,3462254.0
1995,LA,1874182.0,20345.0,1391054.0,36776.0,3322357.0
1996,LA,1903241.0,20521.0,1436458.0,37072.0,3397292.0
1997,LA,1930142.0,20585.0,1460296.0,38049.0,3449072.0
1998,LA,1966954.0,20926.0,1442837.0,39638.0,3470355.0
1999,LA,1964922.0,21328.0,1518412.0,42908.0,3547570.0
2000,LA,1964694.0,21484.0,1570804.0,48244.0,3605226.0
2001,LA,1994403.0,20815.0,1593341.0,50507.0,3659066.0
2002,LA,1988568.0,20187.0,1651569.0,53935.0,3714259.0
2003,LA,1997248.0,20961.0,1695352.0,57275.0,3770836.0
2004,LA,1973399.0,21889.0,1771505.0,55846.0,3822639.0
2005,LA,1960105.0,21342.0,1837751.0,55071.0,3874269.0
2006,LA,1950372.0,22102.0,1900270.0,61128.0,3933872.0
2007,LA,1938195.0,23014.0,1965532.0,64603.5,3991344.5
2008,LA,1957262.0,22476.0,1999450.0,69088.45,4048276.45
2009,LA,1940586.0,23397.0,2069428.0,71094.0,4104505.0
2010,LA,1917283.0,22708.0,2146137.0,68922.0,4155050.0
2011,LA,1801488.0,13427.0,2169221.0,68460.0,4052596.0
2012,LA,1499813.0,12517.0,2308789.0,68297.0,3889416.0
2013,LA,1506504.0,28975.0,2307917.0,113778.0,3957174.0
2014,LA,1459340.0,33069.0,2280283.0,114242.0,3886934.0
2015,LA,1438568.0,28961.0,2319827.0,114076.0,3901432.0
2016,LA,1425349.0,29188.0,2336826.0,113599.0,3904962.0
2017,LA,1389436.0,29160.0,2374552.0,113664.0,3906812.0
2018,LA,1389249.0,29527.0,2352679.0,113664.0,3885119.0
2019,LA,1364253.290892309,29763.114926166636,2504912.6943420027,112311.34065985691,4011240.4408203354
2020,LA,1378449.4126747746,29156.94443436226,2526786.522032377,114970.56226142918,4049363.441402943
1980,ME,518079.0,2556.0,202977.0,47721.0,771333.0
1981,ME,530864.0,2536.0,195851.0,49522.0,778773.0
1982,ME,535685.0,2448.0,204724.0,48166.0,791023.0
1983,ME,556372.0,2464.0,206945.0,48176.0,813957.0
1984,ME,577485.0,2465.0,219804.0,47756.0,847510.0
1985,ME,583892.0,2548.0,253571.0,47004.0,887015.0
1986,ME,600257.0,2632.0,269541.0,45393.0,917823.0
1987,ME,627092.0,2721.0,298002.0,43849.0,971664.0
1988,ME,627598.0,2806.0,306886.0,40930.0,978220.0
1989,ME,616874.0,2835.0,319592.0,39430.0,978731.0
1990,ME,637034.0,2876.0,336700.0,37795.0,1014405.0
1991,ME,623924.0,2850.0,352075.0,37141.0,1015990.0
1992,ME,610903.0,2837.0,364394.0,30484.0,1008618.0
1993,ME,633843.0,2853.0,391246.0,31272.0,1059214.0
1994,ME,567897.0,2810.0,375037.0,25690.0,971434.0
1995,ME,574069.0,2776.0,390000.0,25972.0,992817.0
1996,ME,578024.0,2762.0,386341.0,26768.0,993895.0
1997,ME,637418.0,2824.0,418357.0,28166.0,1086765.0
1998,ME,565338.0,2899.0,361368.0,28117.0,957722.0
1999,ME,550537.0,2930.0,361988.0,30953.0,946408.0
2000,ME,618283.0,3034.0,402779.0,28899.0,1052995.0
2001,ME,617781.0,2836.0,396922.0,32808.0,1050347.0
2002,ME,583361.0,2928.0,381294.0,31021.0,998604.0
2003,ME,618647.0,2985.0,430025.0,34923.0,1086580.0
2004,ME,608700.0,3306.0,456058.0,38712.0,1106776.0
2005,ME,588851.0,3258.0,482786.0,40477.0,1115372.0
2006,ME,581797.0,3399.0,486680.0,45488.0,1117364.0
2007,ME,569503.0,3531.0,506809.0,49960.0,1129803.0
2008,ME,561893.0,3681.0,508891.0,54672.0,1129137.0
2009,ME,538469.0,3586.0,513865.0,54891.0,1110811.0
2010,ME,518779.0,3600.0,531463.0,55741.0,1109583.0
2011,ME,530057.0,4631.0,586265.0,50327.0,1171280.0
2012,ME,474622.0,1433.0,650769.0,53268.11,1180092.11
2013,ME,487896.0,1533.0,646591.0,63114.0,1199134.0
2014,ME,471717.0,3862.0,667459.0,51623.0,1194661.0
2015,ME,419560.0,4455.0,625322.0,54664.0,1104001.0
2016,ME,409229.0,4349.0,641722.0,52374.0,1107674.0
2017,ME,387233.0,4339.0,651349.0,51467.0,1094388.0
2018,ME,390506.0,4601.0,679175.0,51306.0,1125588.0
2019,ME,385955.11391395977,,699040.459232335,53580.89806755156,1138576.4712138465
2020,ME,380845.58972116467,,700828.0955364461,57151.79138563017,1138825.476643241
1980,MD,2345047.0,10042.0,447807.0,81864.0,2884760.0
1981,MD,2387198.0,10168.0,454215.0,81402.0,2932983.0
1982,MD,2421184.0,10243.0,461998.0,76295.0,2969720.0
1983,MD,2516084.0,10436.0,484589.0,74496.0,3085605.0
1984,MD,2668985.0,10669.0,513717.0,72113.0,3265484.0
1985,MD,2648198.0,10917.0,616598.0,67508.0,3343221.0
1986,MD,2686233.0,10839.0,664229.0,76507.0,3437808.0
1987,MD,2618608.0,10929.0,679084.0,55970.0,3364591.0
1988,MD,2717667.0,10972.0,739708.0,58248.0,3526595.0
1989,MD,2719709.0,11013.0,796705.0,55298.0,3582725.0
1990,MD,2741133.0,10937.0,854450.0,56124.0,3662644.0
1991,MD,2693211.0,10979.0,926046.0,54906.0,3685142.0
1992,MD,2701801.0,10990.0,976108.0,52162.0,3741061.0
1993,MD,2582540.0,10899.0,966119.0,40516.0,3600074.0
1994,MD,2591099.0,11216.0,1038022.0,38998.0,3679335.0
