year,state,Auto,Bus,Truck,Motorcycle,Total_Vehicles
1999,WA,2741257.0,9137.0,2111756.0,107290.0,4969440.0
2000,WA,2891430.0,9254.0,2215182.0,118697.0,5234563.0
2001,WA,2903201.0,9719.0,2266177.0,123492.0,5302589.0
2002,WA,2979789.0,9893.0,2346644.0,134212.0,5470538.0
2003,WA,2968936.0,9820.0,2400135.0,141945.0,5520836.0
2004,WA,3034253.0,11049.0,2489934.0,160227.0,5695463.0
2005,WA,3061330.0,10496.0,2526620.0,172200.0,5770646.0
2006,WA,3087818.0,11665.0,2590014.0,194263.0,5883760.0
2007,WA,3146178.0,12184.0,2599581.0,206712.0,5964655.0
2008,WA,3299259.0,12625.0,2667826.0,235155.0,6214865.0
2009,WA,3101571.0,12859.0,2466238.0,229813.0,5810481.0
2010,WA,2599791.0,12108.0,2070891.0,217732.0,4900522.0
2011,WA,3037366.0,11984.0,2610557.0,220886.0,5880793.0
2012,WA,2542747.0,20308.0,3069589.0,217301.11,5849945.11
2013,WA,2800255.0,21792.0,3343720.0,227073.0,6392840.0
2014,WA,2748938.0,21394.0,3405328.0,229823.0,6405483.0
2015,WA,2841248.0,21823.0,3626011.0,236385.0,6725467.0
2016,WA,2935656.0,23055.0,3852843.0,236135.0,7047689.0
2017,WA,2925765.0,23566.0,4075464.0,231401.0,7256196.0
2018,WA,2964939.0,23846.0,3928127.0,235501.0,7152413.0
2019,WA,3027769.894806243,24265.349963551038,3825237.849644989,240613.11793125348,7117886.212346036
2020,WA,3204881.0331763453,24724.534406932424,3871072.4412907604,261647.11832645058,7362325.127200489
1980,WV,928962.0,3640.0,387313.0,39518.0,1359433.0
1981,WV,785361.0,3568.0,392888.0,37895.0,1219712.0
1982,WV,792707.0,3430.0,345799.0,54001.0,1195937.0
1983,WV,817538.0,3424.0,354444.0,32079.0,1207485.0
1984,WV,765178.0,3429.0,338787.0,34213.0,1141607.0
1985,WV,749390.0,3528.0,390470.0,33043.0,1176431.0
1986,WV,757922.0,2639.0,409577.0,32757.0,1202895.0
1987,WV,768557.0,3710.0,421726.0,27824.0,1221817.0
1988,WV,822171.0,3772.0,460691.0,19520.0,1306154.0
1989,WV,734661.0,3823.0,475466.0,18388.0,1232338.0
1990,WV,767745.0,3783.0,453419.0,22138.0,1247085.0
1991,WV,814048.0,3702.0,455694.0,17642.0,1291086.0
1992,WV,755638.0,3628.0,513641.0,18251.0,1291158.0
1993,WV,796271.0,3563.0,545561.0,19284.0,1364679.0
1994,WV,837327.0,3500.0,621501.0,16988.0,1479316.0
1995,WV,805421.0,3492.0,616296.0,18494.0,1443703.0
1996,WV,802120.0,3429.0,626656.0,16075.0,1448280.0
1997,WV,754685.0,3306.0,597001.0,17655.0,1372647.0
1998,WV,776583.0,3299.0,597953.0,22496.0,1400331.0
1999,WV,759648.0,3211.0,616272.0,19447.0,1398578.0
2000,WV,795249.0,3204.0,643282.0,26307.0,1468042.0
2001,WV,786539.0,3120.0,662393.0,27855.0,1479907.0
2002,WV,782397.0,3038.0,677548.0,30868.0,1493851.0
2003,WV,756405.0,2955.0,649440.0,19291.0,1428091.0
2004,WV,740834.0,2877.0,652709.0,19534.0,1415954.0
2005,WV,699765.0,2803.0,649178.0,17702.0,1369448.0
2006,WV,734599.0,2794.0,703706.0,40730.0,1481829.0
2007,WV,707442.0,2792.0,703233.0,45364.0,1458831.0
2008,WV,700301.0,2715.0,699014.0,48945.0,1450975.0
2009,WV,700103.0,2711.0,709664.0,49033.0,1461511.0
2010,WV,702587.0,2692.0,730244.0,48821.0,1484344.0
2011,WV,663436.0,5175.0,732047.0,57564.0,1458222.0
2012,WV,537131.0,4472.0,859278.0,57921.0,1458802.0
2013,WV,541900.0,4526.0,848948.0,58021.0,1453395.0
2014,WV,576821.0,3427.0,915666.0,57278.0,1553192.0
2015,WV,566215.0,3281.0,985083.0,58766.0,1613345.0
2016,WV,584599.0,3324.0,1055812.0,61090.0,1704825.0
2019,WV,502194.0391565561,3000.5193660583795,1112028.36581853,62634.92928690634,1679857.8536280508
2020,WV,531619.6725713734,3054.3675894716994,1217908.657918304,76893.71940683987,1829476.4174859892
2017,,562984.0,3342.0,1064329.0,60582.0,1691237.0
2018,,560118.0,3172.0,1069746.0,60683.0,1693719.0
1980,WI,2399134.0,11034.0,530743.0,175267.0,3116178.0
1981,WI,2542274.0,11246.0,544101.0,204746.0,3302367.0
1982,WI,2560470.0,11929.0,589938.0,206886.0,3369223.0
1983,WI,2547140.0,12955.0,654067.0,540506.0,3754668.0
1984,WI,2386500.0,12422.0,695534.0,197194.0,3291650.0
1985,WI,2426339.0,12309.0,748343.0,203072.0,3390063.0
1986,WI,2355841.0,12128.0,752057.0,191422.0,3311448.0
1987,WI,2352063.0,12088.0,732068.0,189899.0,3286118.0
1988,WI,2934122.0,12326.0,954658.0,193623.0,4094729.0
1989,WI,2387495.0,12484.0,1166588.0,199998.0,3766565.0
1990,WI,2549321.0,12312.0,1252678.0,189102.0,4003413.0
1991,WI,2183538.0,12018.0,1489382.0,210378.0,3895316.0
1992,WI,2475891.0,12161.0,1246659.0,175683.0,3910394.0
1993,WI,2489103.0,11939.0,1313653.0,196517.0,4011212.0
1994,WI,2483747.0,12296.0,1429745.0,150400.0,4076188.0
1995,WI,2488473.0,12916.0,1491939.0,168937.0,4162265.0
1996,WI,2473218.0,12529.0,1556287.0,169594.0,4211628.0
1997,WI,2551207.0,12972.0,1668552.0,190673.0,4423404.0
1998,WI,2544109.0,13438.0,1645772.0,170329.0,4373648.0
1999,WI,2520717.0,13032.0,1732023.0,192806.0,4458578.0
2000,WI,2526849.0,13620.0,1825056.0,179576.0,4545101.0
2001,WI,2579061.0,14004.0,1879870.0,209486.0,4682421.0
2002,WI,2586648.0,14510.0,1956042.0,204732.0,4761932.0
2003,WI,2577697.0,14830.0,2054623.0,240519.0,4887669.0
2004,WI,2591731.0,14366.0,2098972.0,232808.0,4937877.0
2005,WI,2562357.0,13947.0,2149121.0,303439.0,5028864.0
2006,WI,2639984.0,14347.0,2317130.0,271151.0,5242612.0
2007,WI,2645181.0,14962.0,2357752.0,325554.0,5343449.0
2008,WI,2659162.0,14064.0,2325677.0,311102.0,5310005.0
2009,WI,2526673.0,14747.0,2332896.0,365311.0,5239627.0
2010,WI,2461343.0,15451.0,2490983.0,323080.0,5290857.0
2011,WI,2419096.0,14916.0,2492527.0,317656.0,5244195.0
2012,WI,2221497.0,15311.0,2697512.0,280974.0,5215294.0
2013,WI,2256529.0,15307.0,2743545.0,323378.0,5338759.0
2014,WI,2194650.0,13037.0,2851317.0,281151.0,5340155.0
2015,WI,2189332.0,14095.0,2938122.0,325032.0,5466581.0
2016,WI,2159924.0,14712.0,3054434.0,335359.0,5564429.0
2017,WI,2092584.0,15567.0,3163814.0,324670.0,5596635.0
2018,WI,2087518.0,14892.0,3244241.0,336410.0,5683061.0
2019,WI,2052879.7511504134,15765.449564100869,3317407.1405205037,353946.42245263245,5739998.763687651
2020,WI,2071317.4702257141,15260.508178844499,3414827.65682344,351103.4391662918,5852509.07439429
1980,WY,277906.0,2494.0,186889.0,21282.0,488571.0
1981,WY,293099.0,2597.0,191646.0,22394.0,509736.0
1982,WY,298847.0,2453.0,206301.0,22274.0,529875.0
1983,WY,290428.0,2317.0,209523.0,22758.0,525026.0
1984,WY,290972.0,2311.0,200996.0,22298.0,516577.0
1985,WY,250179.0,2351.0,247053.0,20776.0,520359.0
1986,WY,231594.0,2404.0,231486.0,21605.0,487089.0
1987,WY,240791.0,2371.0,234923.0,20218.0,498303.0
1988,WY,244190.0,2366.0,235432.0,20107.0,502095.0
1989,WY,245760.0,2381.0,238448.0,18854.0,505443.0
1990,WY,262879.0,2413.0,263129.0,20310.0,548731.0
1991,WY,212092.0,2390.0,254084.0,16812.0,485378.0
1992,WY,218501.0,2362.0,261952.0,15537.0,498352.0
1993,WY,256381.0,2387.0,298848.0,11508.0,569124.0
1994,WY,226843.0,2419.0,279908.0,16570.0,525740.0
1995,WY,264435.0,2468.0,334433.0,16559.0,617895.0
1996,WY,231480.0,2536.0,316539.0,14954.0,565509.0
1997,WY,222311.0,2606.0,328457.0,15261.0,568635.0
1998,WY,219220.0,2661.0,337110.0,15799.0,574790.0
1999,WY,195762.0,2710.0,329722.0,15925.0,544119.0
2000,WY,215110.0,2766.0,367814.0,19187.0,604877.0
2001,WY,211154.0,2811.0,358658.0,21064.0,593687.0
2002,WY,220408.0,2869.0,379658.0,24791.0,627726.0
2003,WY,231895.0,2916.0,385053.0,27816.0,647680.0
2004,WY,234382.0,2976.0,403556.0,30615.0,671529.0
2005,WY,231853.0,3031.0,411346.0,33500.0,679730.0
2006,WY,228057.0,3088.0,414047.0,35791.0,680983.0
2007,WY,215911.0,3206.0,432985.0,38072.0,690174.0
2008,WY,261294.0,3329.0,399418.0,30595.0,694636.0
2009,WY,214199.0,3450.0,434675.0,30115.0,682439.0
2010,WY,209777.0,3588.0,449888.0,30617.0,693870.0
2011,WY,241980.0,3534.0,522404.0,30378.0,798296.0
2012,WY,212789.0,2960.0,552337.0,31319.0,799405.0
2013,WY,228731.0,1194.0,569217.0,31397.0,830539.0
2014,WY,216594.0,1319.0,571211.0,30982.83,820106.83
2015,WY,206884.0,1454.0,575641.0,31010.0,814989.0
2016,WY,211613.0,4218.0,609358.0,30041.0,855230.0
2017,WY,193523.0,4219.0,592555.0,28960.0,819257.0
2018,WY,203546.0,4058.0,600452.0,28968.0,837024.0
2019,WY,199944.84097589017,4085.3033756318673,628545.8343405543,32708.451059352028,865284.4297514284
2020,WY,217235.03984112758,4205.232698423275,609683.724626456,27297.10228890043,858421.0994549072
2019,MS,,7275.392978024,1205191.1101587128,29030.272203130386,1241496.7753398672
2020,MS,,7064.607042653109,1215434.5769477508,29844.866814835135,1252344.050805239
2019,PA,,57636.886266905174,5862244.413853359,,5919881.300120264
2020,PA,,61288.64751338863,6184688.132078204,,6245976.779591593
2019,VA,,35390.22479942791,4107515.4921260905,198606.3370746306,4341512.0540001495
2020,VA,,34725.899728834615,4003987.3751479536,208729.70037396974,4247442.975250758
